cluster_label,station_count,avg_demand_mean,zero_rate_mean,cv_mean,lag1_autocorr_mean,lag7_autocorr_mean,weekday_effect_mean,month_effect_mean,weekend_ratio_mean,trend_slope_mean,outlier_rate_mean,correlation_with_system_mean,demand_share_mean
cluster_1,32,12.395970051111167,0.09559923707086464,0.8460657498246943,0.685085636013462,0.6557158749398053,0.1704847813903499,0.2182565287462222,0.975861204088487,0.008072569518924419,0.028508784368839406,0.5341795042130059,0.012299531126218243
cluster_2,139,3.700620767920803,0.1533821413536421,0.8990285450981202,0.4046057608990422,0.36225903273224247,0.09579071258015967,0.17384358699695585,1.0170805322630418,0.0007931508442736951,0.0225695499372711,0.41429820317059096,0.0034319920712647025
cluster_3,43,2.520074517692626,0.3307444889608494,1.299786076326808,0.27685280370911697,0.25717527307744126,0.24588241449539996,0.30580206740214155,1.53553052713386,-0.0008883575134398094,0.023960620602515297,0.2530351826281639,0.0015231749287962727
cluster_4,90,0.9024284687645188,0.568536199343377,1.141378783105965,0.18181873588448375,0.14333737288600562,0.11939405716452742,0.21444428527459383,1.1176786295397738,-0.00034525576705333566,0.011892798930313728,0.1890231534235235,0.0005686902210419593
