station_category,station_count,avg_demand_mean,zero_rate_mean,outlier_rate_mean,mature_share
mixed_profile,123,2.6253460780026088,0.2391983174383064,0.02204378145891364,1.0
short_history,77,20.54798391508904,0.2674874081041372,0.03343733365024107,0.0
weekend_leisure,74,3.701487202550675,0.29569447609212346,0.018502173357407323,1.0
busy_stable,50,8.308596540901448,0.04118010470008673,0.010807667173329084,1.0
sparse_intermittent,44,0.38898867912474305,0.7607999951398848,0.01173375129408194,1.0
anomaly_heavy,7,6.385945521118494,0.22614346971143262,0.11402480789028056,1.0
seasonal_commuter,6,4.4274211114462085,0.22492843596270898,0.03568048690707776,1.0
