cluster_label,station_count,avg_demand_mean,zero_rate_mean,cv_mean,weekday_effect_mean,outlier_rate_mean,correlation_with_system_mean,demand_share_mean
cluster_0,185,10.348463515489563,0.14960045057032764,0.7539223351245895,0.09760550215608294,0.01509315149323223,0.3589579080433172,0.001960256677550659
cluster_1,1,0.12745098039215685,0.9970588235294118,22.874522661298286,2.4228275942296595,0.00196078431372549,0.06408904866066768,6.842951628227701e-05
cluster_2,3,19.444444444444446,0.3333333333333333,1.3747773177458456,1.3747773177458456,0.3333333333333333,0.6626842441747229,3.070555217794482e-05
cluster_3,5,0.2880831617989584,0.9732053699784972,13.01626837611606,2.1174340513991936,0.011694337030743253,0.14622257973950104,6.474485002092363e-05
cluster_4,109,0.8513982740973043,0.5940170237566393,1.8660467530403129,0.28292776910837625,0.015112024328829056,0.13769402918815324,0.0003120086533155706
cluster_5,78,7.893134537475632,0.14203935905457363,0.9222640845181326,0.13862364265651198,0.029326624182315717,0.4855683810070116,0.0077289653976770544
