model_name,horizon,horizon_step,calibration_method,source_horizon,source_step_start,source_step_end,n_residuals,residual_q025,residual_q10,residual_q90,residual_q975
fourier_dynamic_regression,30,4,pooled_nearby_steps,30,3,5,24,-165.25791015624998,-105.20878906249999,274.44970703124994,814.8770996093758
fourier_dynamic_regression,30,5,pooled_nearby_steps,30,4,6,24,-98.353466796875,-53.492480468749996,221.02939453124998,751.4170898437508
fourier_dynamic_regression,30,6,pooled_nearby_steps,30,5,7,24,-60.0849365234375,-29.043457031249993,236.03242187499998,282.4341552734375
fourier_dynamic_regression,30,7,pooled_nearby_steps,30,6,8,24,-187.00866394042967,-59.28666992187499,232.42216796875,282.4341552734375
fourier_dynamic_regression,30,8,pooled_nearby_steps,30,7,9,24,-269.46920547485354,-152.95732116699216,290.57213745117184,376.36754150390635
fourier_dynamic_regression,30,9,pooled_nearby_steps,30,8,10,24,-269.46920547485354,-202.75823669433592,290.57213745117184,412.1124389648438
fourier_dynamic_regression,30,10,pooled_nearby_steps,30,9,11,24,-212.61345138549805,-173.18432312011717,290.57213745117184,412.1124389648438
fourier_dynamic_regression,30,11,pooled_nearby_steps,30,10,12,24,-167.351171875,-128.49453125,165.19687499999998,294.28360595703134
fourier_dynamic_regression,30,12,pooled_nearby_steps,30,11,13,24,-133.3931640625,-69.031298828125,193.14238281249993,250.63145751953127
fourier_dynamic_regression,30,13,pooled_nearby_steps,30,12,14,24,-66.30103759765625,-44.6369140625,246.390380859375,290.74155273437503
fourier_dynamic_regression,30,14,pooled_nearby_steps,30,13,15,24,-211.5027130126953,-71.1805908203125,240.66240234375,290.74155273437503
fourier_dynamic_regression,30,15,pooled_nearby_steps,30,14,16,24,-266.9058441162109,-193.87896118164062,270.51902770996094,382.001474761963
fourier_dynamic_regression,30,16,pooled_nearby_steps,30,15,17,24,-266.9058441162109,-201.52198791503906,254.6960052490234,416.636240386963
fourier_dynamic_regression,30,17,pooled_nearby_steps,30,16,18,24,-240.59921569824218,-201.52198791503906,249.40857849121087,416.636240386963
fourier_dynamic_regression,30,18,pooled_nearby_steps,30,17,19,24,-236.576953125,-183.9515625,139.67900390625,264.3508300781251
fourier_dynamic_regression,30,19,pooled_nearby_steps,30,18,20,24,-236.576953125,-134.6712890625,139.67900390625,179.87207031250006
fourier_dynamic_regression,30,20,pooled_nearby_steps,30,19,21,24,-127.58378906249999,-57.98828125,160.64936523437498,266.43453369140633
fourier_dynamic_regression,30,21,pooled_nearby_steps,30,20,22,24,-210.08095397949216,-97.06226806640623,201.89130859375,266.43453369140633
fourier_dynamic_regression,30,22,pooled_nearby_steps,30,21,23,24,-339.257470703125,-206.9567138671875,201.89130859375,391.05008239746104
fourier_dynamic_regression,30,23,pooled_nearby_steps,30,22,24,24,-339.257470703125,-248.28570556640625,201.89130859375,422.8724578857423
fourier_dynamic_regression,30,24,pooled_nearby_steps,30,23,25,24,-305.88255310058594,-255.22382812499998,174.4277893066406,422.8724578857423
fourier_dynamic_regression,30,25,pooled_nearby_steps,30,24,26,24,-272.1255126953125,-255.22382812499998,147.85517578124998,268.2368164062501
fourier_dynamic_regression,30,26,pooled_nearby_steps,30,25,27,24,-413.48251953125,-259.12783203124997,134.3708984375,184.28684082031256
fourier_dynamic_regression,30,27,pooled_nearby_steps,30,26,28,24,-517.736083984375,-251.42626953124997,139.462939453125,196.1088745117188
fourier_dynamic_regression,30,28,pooled_nearby_steps,30,27,29,24,-517.736083984375,-318.14671630859374,196.61398925781248,219.63804016113284
fourier_dynamic_regression,30,29,pooled_nearby_steps,30,28,30,24,-394.1035102844238,-331.8018768310547,179.75958251953125,206.0906982421875
fourier_dynamic_regression,30,30,pooled_nearby_steps,30,28,30,24,-394.1035102844238,-331.8018768310547,179.75958251953125,206.0906982421875
naive,7,1,pooled_nearby_steps,7,1,3,24,-365.825,-257.4,188.59999999999994,335.97500000000014
naive,7,2,pooled_nearby_steps,7,1,3,24,-365.825,-257.4,188.59999999999994,335.97500000000014
naive,7,3,pooled_nearby_steps,7,2,4,24,-317.525,-257.4,178.79999999999995,315.2750000000002
naive,7,4,pooled_nearby_steps,7,3,5,24,-321.55,-259.5,113.89999999999995,307.2250000000002
naive,7,5,pooled_nearby_steps,7,4,6,24,-395.075,-255.9,36.399999999999956,150.27500000000006
naive,7,6,pooled_nearby_steps,7,5,7,24,-511.8,-352.0,38.49999999999996,131.15000000000003
naive,7,7,pooled_nearby_steps,7,5,7,24,-511.8,-352.0,38.49999999999996,131.15000000000003
naive,30,1,pooled_nearby_steps,30,1,3,24,-365.825,-234.7,257.8,362.4250000000001
naive,30,2,pooled_nearby_steps,30,1,3,24,-365.825,-234.7,257.8,362.4250000000001
naive,30,3,pooled_nearby_steps,30,2,4,24,-317.525,-234.99999999999997,284.4,840.9000000000007
naive,30,4,pooled_nearby_steps,30,3,5,24,-317.525,-252.4,242.79999999999995,840.9000000000007
naive,30,5,pooled_nearby_steps,30,4,6,24,-251.225,-227.39999999999998,169.79999999999995,693.1250000000009
naive,30,6,pooled_nearby_steps,30,5,7,24,-305.2,-227.39999999999998,142.49999999999997,169.57500000000002
naive,30,7,pooled_nearby_steps,30,6,8,24,-431.35,-182.29999999999998,153.0,187.4
naive,30,8,pooled_nearby_steps,30,7,9,24,-431.35,-288.7,214.79999999999995,247.85
naive,30,9,pooled_nearby_steps,30,8,10,24,-414.675,-332.5,225.6,247.85
naive,30,10,pooled_nearby_steps,30,9,11,24,-351.525,-288.7,225.6,247.85
naive,30,11,pooled_nearby_steps,30,10,12,24,-401.075,-318.7,71.19999999999999,157.9000000000001
naive,30,12,pooled_nearby_steps,30,11,13,24,-356.225,-267.6,28.799999999999997,104.45000000000005
naive,30,13,pooled_nearby_steps,30,12,14,24,-397.625,-278.6,97.49999999999997,164.42500000000004
naive,30,14,pooled_nearby_steps,30,13,15,24,-449.47499999999997,-278.6,135.29999999999998,176.5
naive,30,15,pooled_nearby_steps,30,14,16,24,-471.325,-330.2,178.5,278.10000000000014
naive,30,16,pooled_nearby_steps,30,15,17,24,-471.325,-261.4,148.19999999999996,275.22500000000014
naive,30,17,pooled_nearby_steps,30,16,18,24,-403.75,-312.7,87.59999999999997,275.22500000000014
naive,30,18,pooled_nearby_steps,30,17,19,24,-421.85,-349.0,-35.400000000000006,36.45000000000008
naive,30,19,pooled_nearby_steps,30,18,20,24,-421.85,-385.3,-26.200000000000017,20.72500000000005
naive,30,20,pooled_nearby_steps,30,19,21,24,-408.05,-348.09999999999997,-20.800000000000004,98.15000000000006
naive,30,21,pooled_nearby_steps,30,20,22,24,-409.75,-314.8,32.69999999999996,98.15000000000006
naive,30,22,pooled_nearby_steps,30,21,23,24,-392.5,-331.3,32.69999999999996,233.10000000000014
naive,30,23,pooled_nearby_steps,30,22,24,24,-492.45,-357.09999999999997,32.69999999999996,297.50000000000006
naive,30,24,pooled_nearby_steps,30,23,25,24,-476.92499999999995,-390.2,-17.600000000000037,297.50000000000006
naive,30,25,pooled_nearby_steps,30,24,26,24,-528.675,-397.6,-68.10000000000004,107.22500000000018
naive,30,26,pooled_nearby_steps,30,25,27,24,-548.3,-463.0,-44.40000000000004,7.350000000000016
naive,30,27,pooled_nearby_steps,30,26,28,24,-548.3,-494.2,-58.40000000000003,-7.024999999999967
naive,30,28,pooled_nearby_steps,30,27,29,24,-686.775,-510.0,-19.300000000000008,10.225000000000012
naive,30,29,pooled_nearby_steps,30,28,30,24,-706.325,-488.2,-29.500000000000018,-7.9249999999999865
naive,30,30,pooled_nearby_steps,30,28,30,24,-706.325,-488.2,-29.500000000000018,-7.9249999999999865
sarimax_dynamic,7,1,pooled_nearby_steps,7,1,3,24,-343.33922697233186,-275.425497846018,122.1257255873269,281.38412765267026
sarimax_dynamic,7,2,pooled_nearby_steps,7,1,3,24,-343.33922697233186,-275.425497846018,122.1257255873269,281.38412765267026
sarimax_dynamic,7,3,pooled_nearby_steps,7,2,4,24,-302.82571499809734,-243.26188362042717,103.90425225006605,281.38412765267026
sarimax_dynamic,7,4,pooled_nearby_steps,7,3,5,24,-302.82571499809734,-241.24027494815027,83.6348688428521,171.3868484206486
sarimax_dynamic,7,5,pooled_nearby_steps,7,4,6,24,-344.40188026355304,-201.91304341879243,81.80716444072264,90.69395757855997
sarimax_dynamic,7,6,pooled_nearby_steps,7,5,7,24,-420.12547819675603,-155.22562526726315,91.62387325858538,95.45505490437164
sarimax_dynamic,7,7,pooled_nearby_steps,7,5,7,24,-420.12547819675603,-155.22562526726315,91.62387325858538,95.45505490437164
sarimax_dynamic,30,1,pooled_nearby_steps,30,1,3,24,-343.33922697233186,-281.7802811716515,120.14072416421995,281.38412765267026
sarimax_dynamic,30,2,pooled_nearby_steps,30,1,3,24,-343.33922697233186,-281.7802811716515,120.14072416421995,281.38412765267026
sarimax_dynamic,30,3,pooled_nearby_steps,30,2,4,24,-302.82571499809734,-246.70191568451065,204.81157279989185,695.0089207436786
sarimax_dynamic,30,4,pooled_nearby_steps,30,3,5,24,-302.82571499809734,-246.70191568451065,92.1579519422653,654.9844375083142
sarimax_dynamic,30,5,pooled_nearby_steps,30,4,6,24,-229.39018096577774,-194.4211788169902,86.52376808910137,563.4660073514885
sarimax_dynamic,30,6,pooled_nearby_steps,30,5,7,24,-148.69174238671766,-131.42766721060218,91.62387325858538,104.76609495859918
sarimax_dynamic,30,7,pooled_nearby_steps,30,6,8,24,-319.5878440370525,-155.0583908626741,102.22152902878734,123.4985219473969
sarimax_dynamic,30,8,pooled_nearby_steps,30,7,9,24,-344.5194361191689,-210.16039138413504,124.57787909992511,188.71377434125853
sarimax_dynamic,30,9,pooled_nearby_steps,30,8,10,24,-395.6358679638844,-270.9706827016292,127.8339231166033,235.80118490180647
sarimax_dynamic,30,10,pooled_nearby_steps,30,9,11,24,-311.79006126288454,-267.35136129163664,112.76015701985446,235.80118490180647
sarimax_dynamic,30,11,pooled_nearby_steps,30,10,12,24,-308.81704724753354,-262.4905158307648,76.54700976513804,151.3650075959471
sarimax_dynamic,30,12,pooled_nearby_steps,30,11,13,24,-246.32191926889377,-215.056611730819,45.773227371866135,102.43928875653832
sarimax_dynamic,30,13,pooled_nearby_steps,30,12,14,24,-205.79712019340428,-164.86646389031202,68.6605195953481,102.43928875653832
sarimax_dynamic,30,14,pooled_nearby_steps,30,13,15,24,-322.24011060578465,-138.687816287987,68.6605195953481,120.15441129878062
sarimax_dynamic,30,15,pooled_nearby_steps,30,14,16,24,-367.9623852265081,-217.8943045140839,94.85908206947207,174.12021915705878
sarimax_dynamic,30,16,pooled_nearby_steps,30,15,17,24,-443.4640643234102,-290.0701663262141,136.2416394724785,174.80150634909086
sarimax_dynamic,30,17,pooled_nearby_steps,30,16,18,24,-352.2244633115874,-283.95285790122716,83.4635359564976,174.80150634909086
sarimax_dynamic,30,18,pooled_nearby_steps,30,17,19,24,-347.1995313910624,-273.989602594011,2.0336202616468877,82.78441130033647
sarimax_dynamic,30,19,pooled_nearby_steps,30,18,20,24,-278.10819003601154,-244.03061548776157,2.0336202616468877,29.670170326860145
sarimax_dynamic,30,20,pooled_nearby_steps,30,19,21,24,-258.520683295168,-120.93540596045337,32.3787791425781,101.26325344999765
sarimax_dynamic,30,21,pooled_nearby_steps,30,20,22,24,-340.73023898867405,-118.62100473490283,51.76347401994029,124.52512181874327
sarimax_dynamic,30,22,pooled_nearby_steps,30,21,23,24,-340.73023898867405,-268.5496223628299,87.12363410775455,232.67589635643898
sarimax_dynamic,30,23,pooled_nearby_steps,30,22,24,24,-368.37923380602723,-290.59289487917306,74.05139460415164,198.49402594892192
sarimax_dynamic,30,24,pooled_nearby_steps,30,23,25,24,-336.2148125595928,-291.1510166116886,25.374808306589568,189.9322207153335
sarimax_dynamic,30,25,pooled_nearby_steps,30,24,26,24,-336.2148125595928,-303.9232771964488,28.20195520262738,64.59252171898119
sarimax_dynamic,30,26,pooled_nearby_steps,30,25,27,24,-418.23356613332794,-298.22180086742765,28.20195520262738,65.43777402115302
sarimax_dynamic,30,27,pooled_nearby_steps,30,26,28,24,-475.2791391263059,-274.9438964071661,28.20195520262738,65.43777402115302
sarimax_dynamic,30,28,pooled_nearby_steps,30,27,29,24,-496.39397484179165,-374.21567026563736,42.805386388614,65.43777402115302
sarimax_dynamic,30,29,pooled_nearby_steps,30,28,30,24,-460.6067871001369,-339.80644628014124,-7.215130163490659,38.48978269716325
sarimax_dynamic,30,30,pooled_nearby_steps,30,28,30,24,-460.6067871001369,-339.80644628014124,-7.215130163490659,38.48978269716325
seasonal_naive_30,7,1,pooled_nearby_steps,7,1,3,24,-637.475,-477.9,-5.900000000000016,68.47500000000002
seasonal_naive_30,7,2,pooled_nearby_steps,7,1,3,24,-637.475,-477.9,-5.900000000000016,68.47500000000002
seasonal_naive_30,7,3,pooled_nearby_steps,7,2,4,24,-689.325,-521.0,-5.900000000000016,68.47500000000002
seasonal_naive_30,7,4,pooled_nearby_steps,7,3,5,24,-702.55,-567.7,-159.60000000000002,36.27500000000006
seasonal_naive_30,7,5,pooled_nearby_steps,7,4,6,24,-1080.15,-658.1,-151.2,-42.69999999999992
seasonal_naive_30,7,6,pooled_nearby_steps,7,5,7,24,-1015.175,-627.4,-100.70000000000002,-9.349999999999959
seasonal_naive_30,7,7,pooled_nearby_steps,7,5,7,24,-1015.175,-627.4,-100.70000000000002,-9.349999999999959
seasonal_naive_30,30,1,pooled_nearby_steps,30,1,3,24,-637.475,-496.3,75.89999999999998,205.7
seasonal_naive_30,30,2,pooled_nearby_steps,30,1,3,24,-637.475,-496.3,75.89999999999998,205.7
seasonal_naive_30,30,3,pooled_nearby_steps,30,2,4,24,-689.325,-513.8,75.89999999999998,618.3750000000007
seasonal_naive_30,30,4,pooled_nearby_steps,30,3,5,24,-661.15,-513.8,32.49999999999997,549.3750000000008
seasonal_naive_30,30,5,pooled_nearby_steps,30,4,6,24,-1080.15,-562.0,-131.8,514.8750000000008
seasonal_naive_30,30,6,pooled_nearby_steps,30,5,7,24,-966.3,-433.19999999999993,-52.40000000000007,72.87500000000009
seasonal_naive_30,30,7,pooled_nearby_steps,30,6,8,24,-1010.0,-472.29999999999995,-39.80000000000004,72.87500000000009
seasonal_naive_30,30,8,pooled_nearby_steps,30,7,9,24,-637.475,-472.29999999999995,33.29999999999994,166.62500000000006
seasonal_naive_30,30,9,pooled_nearby_steps,30,8,10,24,-637.475,-496.3,40.19999999999996,135.00000000000009
seasonal_naive_30,30,10,pooled_nearby_steps,30,9,11,24,-689.325,-513.8,40.19999999999996,135.00000000000009
seasonal_naive_30,30,11,pooled_nearby_steps,30,10,12,24,-702.55,-562.0,-75.80000000000007,36.27500000000006
seasonal_naive_30,30,12,pooled_nearby_steps,30,11,13,24,-1080.15,-627.4,-150.9,-61.099999999999895
seasonal_naive_30,30,13,pooled_nearby_steps,30,12,14,24,-1007.6999999999999,-547.0,-60.100000000000065,72.87500000000009
seasonal_naive_30,30,14,pooled_nearby_steps,30,13,15,24,-1010.0,-472.29999999999995,-47.50000000000003,72.87500000000009
seasonal_naive_30,30,15,pooled_nearby_steps,30,14,16,24,-637.475,-472.29999999999995,-23.500000000000004,91.85000000000005
seasonal_naive_30,30,16,pooled_nearby_steps,30,15,17,24,-637.475,-496.3,-5.900000000000016,68.47500000000002
seasonal_naive_30,30,17,pooled_nearby_steps,30,16,18,24,-689.325,-521.0,-5.900000000000016,68.47500000000002
seasonal_naive_30,30,18,pooled_nearby_steps,30,17,19,24,-702.55,-567.7,-168.00000000000006,36.27500000000006
seasonal_naive_30,30,19,pooled_nearby_steps,30,18,20,24,-1080.15,-627.4,-151.2,-42.69999999999992
seasonal_naive_30,30,20,pooled_nearby_steps,30,19,21,24,-1007.6999999999999,-567.7,-51.40000000000004,72.87500000000009
seasonal_naive_30,30,21,pooled_nearby_steps,30,20,22,24,-1010.0,-381.4,-47.50000000000003,72.87500000000009
seasonal_naive_30,30,22,pooled_nearby_steps,30,21,23,24,-637.475,-420.5,-25.60000000000001,91.85000000000005
seasonal_naive_30,30,23,pooled_nearby_steps,30,22,24,24,-637.475,-477.9,-5.900000000000016,68.47500000000002
seasonal_naive_30,30,24,pooled_nearby_steps,30,23,25,24,-689.325,-521.0,-5.900000000000016,68.47500000000002
seasonal_naive_30,30,25,pooled_nearby_steps,30,24,26,24,-702.55,-567.7,-159.60000000000002,36.27500000000006
seasonal_naive_30,30,26,pooled_nearby_steps,30,25,27,24,-1080.15,-658.1,-151.2,-42.69999999999992
seasonal_naive_30,30,27,pooled_nearby_steps,30,26,28,24,-1015.175,-627.4,-100.70000000000002,-9.349999999999959
seasonal_naive_30,30,28,pooled_nearby_steps,30,27,29,24,-1015.175,-599.9,-84.30000000000001,-9.349999999999959
seasonal_naive_30,30,29,pooled_nearby_steps,30,28,30,24,-637.475,-461.59999999999997,-91.80000000000003,-28.89999999999999
seasonal_naive_30,30,30,pooled_nearby_steps,30,28,30,24,-637.475,-461.59999999999997,-91.80000000000003,-28.89999999999999
seasonal_naive_7,7,1,pooled_nearby_steps,7,1,3,24,-524.275,-376.7,162.09999999999997,362.10000000000014
seasonal_naive_7,7,2,pooled_nearby_steps,7,1,3,24,-524.275,-376.7,162.09999999999997,362.10000000000014
seasonal_naive_7,7,3,pooled_nearby_steps,7,2,4,24,-438.075,-274.9,122.49999999999996,294.8250000000002
seasonal_naive_7,7,4,pooled_nearby_steps,7,3,5,24,-310.65,-225.9,95.19999999999999,275.85000000000025
seasonal_naive_7,7,5,pooled_nearby_steps,7,4,6,24,-366.15,-198.7,63.19999999999998,100.425
seasonal_naive_7,7,6,pooled_nearby_steps,7,5,7,24,-504.15,-335.79999999999995,81.69999999999996,123.10000000000004
seasonal_naive_7,7,7,pooled_nearby_steps,7,5,7,24,-504.15,-335.79999999999995,81.69999999999996,123.10000000000004
seasonal_naive_7,30,1,pooled_nearby_steps,30,1,3,24,-524.275,-376.7,123.09999999999997,294.8250000000002
seasonal_naive_7,30,2,pooled_nearby_steps,30,1,3,24,-524.275,-376.7,123.09999999999997,294.8250000000002
seasonal_naive_7,30,3,pooled_nearby_steps,30,2,4,24,-847.6999999999999,-376.7,162.09999999999997,846.0500000000006
seasonal_naive_7,30,4,pooled_nearby_steps,30,3,5,24,-813.7749999999999,-242.7,127.29999999999997,846.0500000000006
seasonal_naive_7,30,5,pooled_nearby_steps,30,4,6,24,-709.125,-212.2,100.7,654.0000000000009
seasonal_naive_7,30,6,pooled_nearby_steps,30,5,7,24,-287.95,-195.39999999999998,119.19999999999999,153.0
seasonal_naive_7,30,7,pooled_nearby_steps,30,6,8,24,-482.775,-291.59999999999997,119.19999999999999,153.0
seasonal_naive_7,30,8,pooled_nearby_steps,30,7,9,24,-502.325,-407.59999999999997,98.19999999999999,153.0
seasonal_naive_7,30,9,pooled_nearby_steps,30,8,10,24,-626.725,-420.2,187.89999999999992,236.62500000000003
seasonal_naive_7,30,10,pooled_nearby_steps,30,9,11,24,-973.9749999999999,-420.2,187.89999999999992,236.62500000000003
seasonal_naive_7,30,11,pooled_nearby_steps,30,10,12,24,-973.9749999999999,-294.3,159.39999999999986,236.62500000000003
seasonal_naive_7,30,12,pooled_nearby_steps,30,11,13,24,-758.925,-233.1,9.199999999999996,17.0
seasonal_naive_7,30,13,pooled_nearby_steps,30,12,14,24,-307.575,-240.6,49.19999999999997,142.00000000000006
seasonal_naive_7,30,14,pooled_nearby_steps,30,13,15,24,-492.72499999999997,-343.7,52.799999999999976,142.00000000000006
seasonal_naive_7,30,15,pooled_nearby_steps,30,14,16,24,-600.825,-384.2,94.49999999999997,189.7
seasonal_naive_7,30,16,pooled_nearby_steps,30,15,17,24,-600.825,-511.8,40.19999999999999,192.85
seasonal_naive_7,30,17,pooled_nearby_steps,30,16,18,24,-943.375,-511.8,36.29999999999998,192.85
seasonal_naive_7,30,18,pooled_nearby_steps,30,17,19,24,-924.3999999999999,-472.7,-3.2000000000000455,108.3250000000001
seasonal_naive_7,30,19,pooled_nearby_steps,30,18,20,24,-855.3999999999999,-383.5,-49.800000000000004,1.2750000000000021
seasonal_naive_7,30,20,pooled_nearby_steps,30,19,21,24,-390.125,-310.59999999999997,-7.500000000000018,62.5000000000001
seasonal_naive_7,30,21,pooled_nearby_steps,30,20,22,24,-510.29999999999995,-382.4,0.0,62.5000000000001
seasonal_naive_7,30,22,pooled_nearby_steps,30,21,23,24,-740.825,-414.8,-7.500000000000018,147.25
seasonal_naive_7,30,23,pooled_nearby_steps,30,22,24,24,-740.825,-429.9,-36.800000000000004,65.0250000000001
seasonal_naive_7,30,24,pooled_nearby_steps,30,23,25,24,-1081.1,-429.9,-49.2,41.45000000000013
seasonal_naive_7,30,25,pooled_nearby_steps,30,24,26,24,-847.6499999999999,-416.59999999999997,-67.90000000000003,-45.02499999999999
seasonal_naive_7,30,26,pooled_nearby_steps,30,25,27,24,-913.1999999999999,-396.5,-118.4,-112.3
seasonal_naive_7,30,27,pooled_nearby_steps,30,26,28,24,-517.25,-449.29999999999995,-111.80000000000001,-79.77499999999996
seasonal_naive_7,30,28,pooled_nearby_steps,30,27,29,24,-566.825,-503.7,-105.80000000000001,-49.3
seasonal_naive_7,30,29,pooled_nearby_steps,30,28,30,24,-728.9,-579.4,-123.80000000000004,-49.3
seasonal_naive_7,30,30,pooled_nearby_steps,30,28,30,24,-728.9,-579.4,-123.80000000000004,-49.3
tree_boosting_fallback,7,1,pooled_nearby_steps,7,1,3,24,-392.57305753229946,-285.3707068774604,92.08298163682238,237.55692370947364
tree_boosting_fallback,7,2,pooled_nearby_steps,7,1,3,24,-392.57305753229946,-285.3707068774604,92.08298163682238,237.55692370947364
tree_boosting_fallback,7,3,pooled_nearby_steps,7,2,4,24,-389.24628029929835,-285.3707068774604,72.92612700138949,237.55692370947364
