model_name,horizon,horizon_step,n,coverage_80,coverage_95,avg_width_80,avg_width_95
fourier_dynamic_regression,7,6,8,0.75,0.75,366.77392578125,689.8662719726561
fourier_dynamic_regression,7,7,8,0.75,1.0,366.77392578125,689.8662719726561
fourier_dynamic_regression,30,1,8,0.875,0.875,480.37561340332036,678.1595092773439
fourier_dynamic_regression,30,2,8,0.75,0.875,480.37561340332036,678.1595092773439
fourier_dynamic_regression,30,3,8,0.75,1.0,478.0638671874999,1080.0527099609385
fourier_dynamic_regression,30,4,8,0.75,0.875,379.65849609375005,980.1350097656259
fourier_dynamic_regression,30,5,8,0.875,1.0,274.52187500000014,849.7705566406257
fourier_dynamic_regression,30,6,8,0.75,0.875,265.07587890624995,342.51909179687505
fourier_dynamic_regression,30,7,8,0.75,0.875,291.7088378906251,469.4428192138671
fourier_dynamic_regression,30,8,8,0.875,0.875,443.52945861816397,645.8367469787598
fourier_dynamic_regression,30,9,8,0.625,0.875,493.3303741455077,681.5816444396974
fourier_dynamic_regression,30,10,8,0.75,1.0,463.7564605712889,624.7258903503421
fourier_dynamic_regression,30,11,8,0.75,1.0,293.69140625,461.63477783203143
fourier_dynamic_regression,30,12,8,0.875,1.0,262.17368164062486,384.02462158203133
fourier_dynamic_regression,30,13,8,0.75,0.875,291.02729492187495,357.0425903320313
fourier_dynamic_regression,30,14,8,0.75,0.875,311.8429931640626,502.24426574707036
fourier_dynamic_regression,30,15,8,0.875,0.875,464.3979888916015,648.9073188781739
fourier_dynamic_regression,30,16,8,0.625,0.875,456.21799316406236,683.5420845031739
fourier_dynamic_regression,30,17,8,0.75,1.0,450.9305664062499,657.2354560852052
fourier_dynamic_regression,30,18,8,0.875,0.875,323.63056640625,500.92778320312505
fourier_dynamic_regression,30,19,8,0.75,1.0,274.35029296875007,416.44902343750005
fourier_dynamic_regression,30,20,8,0.75,1.0,218.63764648437495,394.01832275390643
fourier_dynamic_regression,30,21,8,0.875,0.875,298.95357666015616,476.51548767089855
fourier_dynamic_regression,30,22,8,0.75,1.0,408.8480224609375,730.307553100586
fourier_dynamic_regression,30,23,8,0.75,0.75,450.1770141601562,762.1299285888673
fourier_dynamic_regression,30,24,8,0.625,1.0,429.6516174316405,728.7550109863282
fourier_dynamic_regression,30,25,8,0.875,0.875,403.0790039062499,540.3623291015625
fourier_dynamic_regression,30,26,8,0.75,1.0,393.49873046874995,597.7693603515626
fourier_dynamic_regression,30,27,8,0.75,0.75,390.88920898437505,713.8449584960938
fourier_dynamic_regression,30,28,8,0.875,1.0,514.7607055664064,737.3741241455077
fourier_dynamic_regression,30,29,8,0.625,0.875,511.5614593505859,600.1942085266113
fourier_dynamic_regression,30,30,8,0.75,1.0,511.5614593505859,600.1942085266113
naive,7,1,8,0.75,1.0,445.9999999999999,701.8000000000002
naive,7,2,8,0.75,1.0,445.9999999999999,701.8000000000002
naive,7,3,8,0.75,0.75,436.19999999999993,632.8000000000001
naive,7,4,8,0.75,1.0,373.39999999999986,628.7750000000001
naive,7,5,8,0.875,1.0,292.2999999999999,545.3500000000001
naive,7,6,8,0.625,0.875,390.5,642.95
naive,7,7,8,0.625,0.875,390.5,642.95
naive,30,1,8,0.875,1.0,492.5,728.2500000000002
naive,30,2,8,0.875,1.0,492.5,728.2500000000002
naive,30,3,8,0.625,0.875,519.4000000000001,1158.4250000000006
naive,30,4,8,0.75,0.875,495.20000000000005,1158.4250000000006
naive,30,5,8,0.75,1.0,397.20000000000005,944.3500000000008
naive,30,6,8,0.875,0.875,369.9000000000001,474.7750000000001
naive,30,7,8,0.875,1.0,335.29999999999995,618.7500000000001
naive,30,8,8,0.875,0.875,503.5,679.1999999999999
naive,30,9,8,0.625,0.875,558.0999999999999,662.5249999999999
naive,30,10,8,0.75,0.875,514.3,599.375
naive,30,11,8,1.0,1.0,389.9000000000001,558.9750000000001
naive,30,12,8,0.625,0.875,296.3999999999999,460.675
naive,30,13,8,0.75,1.0,376.09999999999997,562.05
naive,30,14,8,0.75,0.875,413.8999999999999,625.9749999999999
naive,30,15,8,0.875,0.875,508.70000000000005,749.4250000000002
naive,30,16,8,0.5,0.875,409.6000000000001,746.5500000000002
naive,30,17,8,0.875,1.0,400.29999999999995,678.9750000000001
naive,30,18,8,0.75,1.0,313.5999999999999,458.3
naive,30,19,8,0.875,0.875,359.0999999999999,442.5750000000001
naive,30,20,8,0.625,1.0,327.29999999999995,506.20000000000005
naive,30,21,8,0.75,0.875,347.5,507.9000000000001
naive,30,22,8,0.75,0.875,364.0,625.6000000000001
naive,30,23,8,0.75,0.875,389.79999999999995,789.95
naive,30,24,8,0.75,0.875,372.5999999999999,774.425
naive,30,25,8,0.75,1.0,329.49999999999983,635.9000000000001
naive,30,26,8,0.875,1.0,418.5999999999999,555.6499999999999
naive,30,27,8,0.5,0.75,435.79999999999995,541.2750000000001
naive,30,28,8,1.0,1.0,490.70000000000005,696.9999999999999
naive,30,29,8,0.625,0.75,458.70000000000005,698.4000000000001
naive,30,30,8,0.75,1.0,458.70000000000005,698.4000000000001
sarimax_dynamic,7,1,8,0.75,0.875,397.55122343334506,624.7233546250021
sarimax_dynamic,7,2,8,0.875,0.875,397.55122343334506,624.7233546250021
sarimax_dynamic,7,3,8,0.5,0.875,347.16613587049324,584.2098426507675
sarimax_dynamic,7,4,8,0.875,1.0,324.8751437910023,474.21256341874596
sarimax_dynamic,7,5,8,1.0,1.0,283.72020785951497,435.09583784211304
sarimax_dynamic,7,6,8,0.75,0.875,246.84949852584862,515.5805331011276
sarimax_dynamic,7,7,8,0.5,0.875,246.84949852584856,515.5805331011276
sarimax_dynamic,30,1,8,0.75,0.875,401.92100533587154,624.7233546250021
sarimax_dynamic,30,2,8,0.875,0.875,401.92100533587154,624.7233546250021
sarimax_dynamic,30,3,8,0.625,0.875,451.5134884844024,997.8346357417759
sarimax_dynamic,30,4,8,0.75,0.875,338.8598676267759,957.8101525064114
sarimax_dynamic,30,5,8,1.0,1.0,280.9449469060916,792.8561883172663
sarimax_dynamic,30,6,8,0.875,1.0,223.05154046918761,253.45783734531676
sarimax_dynamic,30,7,8,0.75,1.0,257.2799198914613,443.08636598444946
sarimax_dynamic,30,8,8,0.625,0.875,334.7382704840602,533.2332104604275
sarimax_dynamic,30,9,8,0.75,0.875,398.8046058182324,631.4370528656908
sarimax_dynamic,30,10,8,0.75,0.875,380.1115183114911,547.591246164691
sarimax_dynamic,30,11,8,0.875,1.0,339.0375255959027,460.1820548434807
sarimax_dynamic,30,12,8,0.75,0.875,260.8298391026851,348.76120802543215
sarimax_dynamic,30,13,8,0.875,1.0,233.52698348566017,308.23640894994264
sarimax_dynamic,30,14,8,0.75,1.0,207.34833588333527,442.3945219045652
sarimax_dynamic,30,15,8,0.75,0.875,312.753386583556,542.0826043835668
sarimax_dynamic,30,16,8,0.75,0.875,426.3118057986926,618.2655706725011
sarimax_dynamic,30,17,8,0.75,0.875,367.41639385772476,527.0259696606784
sarimax_dynamic,30,18,8,0.875,1.0,276.02322285565776,429.98394269139885
sarimax_dynamic,30,19,8,0.875,1.0,246.06423574940837,307.7783603628718
sarimax_dynamic,30,20,8,0.875,1.0,153.3141851030316,359.78393674516565
sarimax_dynamic,30,21,8,0.625,0.875,170.38447875484306,465.2553608074172
sarimax_dynamic,30,22,8,0.75,0.875,355.6732564705844,573.406135345113
sarimax_dynamic,30,23,8,0.875,0.875,364.64428948332477,566.8732597549492
sarimax_dynamic,30,24,8,0.5,1.0,316.5258249182782,526.1470332749262
sarimax_dynamic,30,25,8,0.875,0.875,332.12523239907625,400.80733427857405
sarimax_dynamic,30,26,8,0.75,1.0,326.4237560700551,483.67134015448096
sarimax_dynamic,30,27,8,0.625,0.75,303.14585160979357,540.7169131474589
sarimax_dynamic,30,28,8,0.875,1.0,417.0210566542512,561.8317488629447
sarimax_dynamic,30,29,8,0.625,0.75,332.59131611665066,499.09656979730016
sarimax_dynamic,30,30,8,0.875,1.0,332.59131611665066,499.09656979730016
seasonal_naive_30,7,1,8,0.875,0.875,471.99999999999994,705.9499999999999
seasonal_naive_30,7,2,8,0.75,1.0,471.99999999999994,705.9499999999999
seasonal_naive_30,7,3,8,0.75,0.875,515.0999999999999,757.8
seasonal_naive_30,7,4,8,0.875,0.875,408.10000000000014,738.825
seasonal_naive_30,7,5,8,0.875,1.0,506.9,1030.4312500000003
seasonal_naive_30,7,6,8,0.5,0.75,526.6999999999999,1005.825
seasonal_naive_30,7,7,8,0.875,1.0,526.6999999999999,1005.825
seasonal_naive_30,30,1,8,0.625,0.75,572.2,843.1750000000001
seasonal_naive_30,30,2,8,0.75,1.0,572.2,843.1750000000001
seasonal_naive_30,30,3,8,0.875,1.0,589.7,1307.700000000001
seasonal_naive_30,30,4,8,0.625,0.75,546.3,1210.525000000001
seasonal_naive_30,30,5,8,0.875,1.0,430.20000000000005,1595.025000000001
seasonal_naive_30,30,6,8,0.75,0.875,380.7999999999997,1039.175
seasonal_naive_30,30,7,8,0.75,0.875,432.5,1082.875
seasonal_naive_30,30,8,8,0.75,0.875,505.5999999999999,804.1
seasonal_naive_30,30,9,8,0.625,0.875,536.5,772.475
seasonal_naive_30,30,10,8,0.875,1.0,554.0,824.325
seasonal_naive_30,30,11,8,0.875,0.875,486.1999999999998,738.825
seasonal_naive_30,30,12,8,0.75,1.0,476.49999999999994,1019.0500000000002
seasonal_naive_30,30,13,8,0.75,0.875,486.89999999999986,1080.5749999999998
seasonal_naive_30,30,14,8,0.75,0.875,424.79999999999995,1082.875
seasonal_naive_30,30,15,8,0.75,0.875,448.79999999999995,729.3250000000002
seasonal_naive_30,30,16,8,0.75,1.0,490.39999999999986,705.9499999999999
seasonal_naive_30,30,17,8,0.75,0.875,515.0999999999999,757.8
seasonal_naive_30,30,18,8,0.875,0.875,399.70000000000005,738.825
seasonal_naive_30,30,19,8,0.75,1.0,476.2,1037.4500000000003
seasonal_naive_30,30,20,8,0.75,0.875,516.3,1080.5749999999998
seasonal_naive_30,30,21,8,0.75,0.875,333.90000000000003,1082.875
seasonal_naive_30,30,22,8,0.875,0.875,394.9000000000001,729.3250000000002
seasonal_naive_30,30,23,8,0.75,1.0,471.99999999999994,705.9499999999999
seasonal_naive_30,30,24,8,0.75,0.875,515.0999999999999,757.8
seasonal_naive_30,30,25,8,0.875,0.875,408.10000000000014,738.825
seasonal_naive_30,30,26,8,0.875,1.0,506.9,1030.4312500000003
seasonal_naive_30,30,27,8,0.5,0.75,526.6999999999999,1005.825
seasonal_naive_30,30,28,8,0.875,1.0,515.6,1005.825
seasonal_naive_30,30,29,8,0.75,0.875,369.79999999999995,608.5749999999999
seasonal_naive_30,30,30,8,0.75,0.875,369.79999999999995,608.5749999999999
seasonal_naive_7,7,1,8,0.75,0.875,538.8,886.3750000000001
seasonal_naive_7,7,2,8,0.75,1.0,538.8,886.3750000000002
seasonal_naive_7,7,3,8,0.625,0.875,397.40000000000003,732.9000000000003
seasonal_naive_7,7,4,8,0.875,1.0,321.1000000000001,586.5000000000003
seasonal_naive_7,7,5,8,0.75,1.0,261.9000000000001,466.57499999999993
seasonal_naive_7,7,6,8,0.75,0.875,417.5,627.2500000000001
seasonal_naive_7,7,7,8,0.625,0.875,417.5,627.2500000000001
seasonal_naive_7,30,1,8,0.875,0.875,499.79999999999995,819.1000000000003
seasonal_naive_7,30,2,8,0.75,1.0,499.79999999999995,819.1000000000004
seasonal_naive_7,30,3,8,0.75,1.0,538.8,1693.7500000000005
seasonal_naive_7,30,4,8,0.75,0.75,370.0,1659.8250000000005
seasonal_naive_7,30,5,8,0.875,1.0,312.9000000000001,1363.125000000001
seasonal_naive_7,30,6,8,0.875,1.0,314.60000000000014,440.95000000000005
seasonal_naive_7,30,7,8,0.625,1.0,410.79999999999995,635.775
seasonal_naive_7,30,8,8,0.875,0.875,505.79999999999995,655.325
seasonal_naive_7,30,9,8,0.875,1.0,608.0999999999999,863.35
seasonal_naive_7,30,10,8,0.5,0.875,608.0999999999999,1210.6
seasonal_naive_7,30,11,8,0.875,0.875,453.6999999999998,1210.6
seasonal_naive_7,30,12,8,1.0,1.0,242.3,775.925
seasonal_naive_7,30,13,8,0.75,1.0,289.79999999999995,449.57500000000005
seasonal_naive_7,30,14,8,0.5,0.875,396.5,634.7249999999999
seasonal_naive_7,30,15,8,0.875,0.875,478.70000000000005,790.5250000000001
seasonal_naive_7,30,16,8,0.75,1.0,552.0,793.675
seasonal_naive_7,30,17,8,0.625,0.875,548.0999999999999,1136.225
seasonal_naive_7,30,18,8,0.875,0.875,469.5,1032.725
seasonal_naive_7,30,19,8,0.875,1.0,333.70000000000005,856.675
seasonal_naive_7,30,20,8,0.625,0.875,303.0999999999999,452.625
seasonal_naive_7,30,21,8,0.875,0.875,382.40000000000003,572.8
seasonal_naive_7,30,22,8,0.75,1.0,407.29999999999995,888.075
seasonal_naive_7,30,23,8,0.75,0.75,393.1000000000001,805.8500000000001
seasonal_naive_7,30,24,8,0.625,1.0,380.7,1115.4125
seasonal_naive_7,30,25,8,0.875,0.875,348.6999999999998,802.6249999999998
seasonal_naive_7,30,26,8,1.0,1.0,278.0999999999999,800.9
seasonal_naive_7,30,27,8,0.75,0.875,337.5,437.47500000000014
seasonal_naive_7,30,28,8,0.75,0.875,397.9000000000001,517.5250000000001
seasonal_naive_7,30,29,8,0.75,1.0,455.6,679.6
seasonal_naive_7,30,30,8,0.75,0.875,455.6000000000001,679.6
tree_boosting_fallback,7,1,8,0.75,0.875,377.4536885142827,630.1299812417732
tree_boosting_fallback,7,2,8,0.875,0.875,377.4536885142827,630.1299812417732
tree_boosting_fallback,7,3,8,0.5,1.0,358.29683387884984,626.8032040087721
tree_boosting_fallback,7,4,8,0.875,0.875,312.6569532234239,515.5118685309626
tree_boosting_fallback,7,5,8,1.0,1.0,279.1712712685719,464.1335205522066
tree_boosting_fallback,7,6,8,0.75,0.875,259.56395493256105,457.0932313797787
tree_boosting_fallback,7,7,8,0.5,0.875,259.56395493256105,457.0932313797787
tree_boosting_fallback,30,1,8,0.875,0.875,427.8510603037121,630.1299812417732
tree_boosting_fallback,30,2,8,0.75,0.875,427.8510603037121,630.1299812417732
tree_boosting_fallback,30,3,8,0.625,1.0,457.1709832092124,1128.7525483813724
tree_boosting_fallback,30,4,8,0.75,0.75,378.35541521103187,1051.6364924327065
tree_boosting_fallback,30,5,8,0.875,1.0,251.3873973127305,935.7491015485525
tree_boosting_fallback,30,6,8,0.875,1.0,235.57182539704627,318.48762673028637
tree_boosting_fallback,30,7,8,0.625,0.875,266.505066766605,444.17955351677097
tree_boosting_fallback,30,8,8,0.875,0.875,351.6447296695201,584.2787900570252
tree_boosting_fallback,30,9,8,0.75,0.875,448.9708746848978,663.5637595084656
tree_boosting_fallback,30,10,8,0.625,1.0,448.9708746848978,738.1147982702278
tree_boosting_fallback,30,11,8,0.875,0.875,406.80923327712844,623.6381091735575
tree_boosting_fallback,30,12,8,0.75,1.0,287.0494405353163,543.8598681929568
tree_boosting_fallback,30,13,8,0.625,0.875,272.6519403392226,405.6322393343628
tree_boosting_fallback,30,14,8,0.75,1.0,256.47479741869734,520.3022984957843
tree_boosting_fallback,30,15,8,0.875,0.875,355.358151868649,603.1421439337212
tree_boosting_fallback,30,16,8,0.625,0.875,420.1562244958375,637.1556653415516
tree_boosting_fallback,30,17,8,0.75,1.0,416.965491515145,624.183451394364
tree_boosting_fallback,30,18,8,0.875,0.875,401.76808264838667,533.4516990619684
tree_boosting_fallback,30,19,8,0.75,0.875,229.00261671565,495.3121123043877
tree_boosting_fallback,30,20,8,1.0,1.0,272.4331714255636,468.59230443454464
tree_boosting_fallback,30,21,8,0.625,0.875,258.45968486647695,533.905146362066
tree_boosting_fallback,30,22,8,0.875,0.875,404.54988975716424,707.1792301141546
tree_boosting_fallback,30,23,8,0.75,0.875,370.77476668028476,677.8888410336507
tree_boosting_fallback,30,24,8,0.625,1.0,333.16183979808693,596.2960105839102
tree_boosting_fallback,30,25,8,0.875,1.0,286.0302731069444,437.56981061486516
tree_boosting_fallback,30,26,8,0.75,1.0,278.78622988491696,474.3863657091638
tree_boosting_fallback,30,27,8,0.75,0.875,306.6689870579502,659.9640663820512
tree_boosting_fallback,30,28,8,0.75,1.0,509.6663742464241,718.2558368808413
tree_boosting_fallback,30,29,8,0.75,0.875,379.6751690498079,671.4624522738472
tree_boosting_fallback,30,30,8,0.75,1.0,379.6751690498079,671.4624522738472
