station_id,start_date,end_date,n_days,missing_rate,avg_demand,median_demand,std_demand,coefficient_of_variation,zero_rate,active_day_rate,total_demand,lag1_autocorr,lag7_autocorr,weekday_effect_strength,month_effect_strength,weekend_ratio,trend_slope,rolling_mean_shift_30d,rolling_std_shift_30d,outlier_rate,max_value,p95_value,correlation_with_system_total,demand_share_of_system,station_category
3018,2019-01-01,2024-12-31,2192,0.0,5.99543795620438,5.0,4.772657944928513,0.7960482586579897,0.07618613138686131,0.9238138686131386,13142.0,0.5264856018305796,0.45523844032147537,0.06279857233151093,0.06457332906717758,0.9376737778190736,0.0005214960662322063,0.2666666666666675,0.26407712136809725,0.010492700729927007,55.0,15.0,0.46590836932668955,0.0069176977152437275,busy_stable
3019,2019-01-01,2024-12-31,2192,0.0,5.514142335766423,5.0,4.485863927586394,0.8135197922784293,0.09078467153284671,0.9092153284671532,12087.0,0.5672101898221943,0.6054851626420295,0.24421614525454943,0.08257182018916044,0.542478696724926,-0.0015379725213338477,-3.1333333333333337,-1.2695598910332189,0.008667883211678832,26.0,15.0,0.2849122656821552,0.006362365871568325,seasonal_commuter
3020,2019-01-01,2024-12-30,2191,0.0,1.571884984025559,1.0,1.6490911587716517,1.0491169363730224,0.30670926517571884,0.6932907348242812,3444.0,0.3963753866328327,0.36021094471639076,0.16051212620499486,0.17885074242617469,0.7055100521221147,0.00019920988275430737,-0.6333333333333334,-0.4616568229324868,0.012323140118667275,12.0,5.0,0.23682827796071096,0.0018128558005858619,mixed_profile
3022,2019-01-01,2024-12-30,2191,0.0,7.220447284345048,6.0,4.5851408031977545,0.6350217130092465,0.025559105431309903,0.9744408945686901,15820.0,0.5434525403760181,0.5191617487983069,0.07464005418255501,0.14296975202271223,0.8676771117166213,0.0008028441792972662,-3.4333333333333327,-1.8953048502297571,0.005933363760839799,26.0,16.0,0.5842395232049815,0.008327345750658634,busy_stable
3023,2019-01-01,2022-03-14,1169,0.0,4.063301967493584,3.0,3.426525080449695,0.8432858566411987,0.06928999144568007,0.93071000855432,4750.0,0.32909033863785647,0.28078256622952963,0.03804647981139359,0.19974408396704316,0.9957315278186637,-0.00404769266224439,-3.566666666666667,-2.201547119706241,0.01283147989734816,52.0,10.0,0.5149079402838006,0.0025003092487755063,mixed_profile
3024,2019-01-02,2024-12-30,2190,0.0,2.4013698630136986,2.0,2.1925773381455205,0.9130527420685852,0.20273972602739726,0.7972602739726027,5259.0,0.3393077976347488,0.422718293179195,0.23761438349081435,0.09342205899526973,0.6055660341044691,-0.0005853438645214937,-0.6999999999999997,-0.2740651378876644,0.03515981735159817,14.0,7.0,0.23221713400035762,0.002768237124065345,seasonal_commuter
3025,2019-01-01,2024-12-28,2189,0.0,1.471904979442668,1.0,1.616430336716138,1.0981893255964077,0.33668341708542715,0.6633165829145728,3222.0,0.28636016873124853,0.20632052668701423,0.06296979278275355,0.12689283025768186,0.915460449342942,0.0003703773660089006,-0.20000000000000018,-0.6099055784840377,0.015989036089538604,10.0,5.0,0.3774934428187498,0.0016959992420115119,mixed_profile
3026,2019-01-01,2024-12-31,2192,0.0,4.455748175182482,4.0,3.192122744415756,0.716405555007611,0.055656934306569344,0.9443430656934306,9767.0,0.4778696708199006,0.4334390949554277,0.09458417842094363,0.12211313829420613,0.8348906395404387,-0.001141174481727285,-3.7666666666666666,-2.630271662245081,0.009124087591240875,32.0,10.449999999999818,0.2739588706233551,0.00514116219637692,mixed_profile
3027,2019-01-01,2024-12-31,2192,0.0,7.093521897810219,5.0,5.701990464782398,0.8038306707057056,0.03786496350364964,0.9621350364963503,15549.0,0.6196142246642453,0.6039206001197017,0.1800991378979513,0.12319247142195659,0.6561666944189832,-0.00044679357856957844,-2.666666666666667,-1.4854406003009606,0.02874087591240876,44.0,18.0,0.4649119123948487,0.00818469652825481,seasonal_commuter
3028,2019-01-01,2024-12-31,2192,0.0,2.35264598540146,2.0,2.201774816330441,0.9358717078526908,0.18886861313868614,0.8111313868613139,5157.0,0.3171456829262192,0.28522057020611785,0.07107576381454245,0.1586887265524739,0.8924404457209428,-0.0007757292580910156,-2.8,-1.2893989518129454,0.029197080291970802,24.0,7.0,0.17187044498193726,0.0027145462728284816,mixed_profile
3029,2019-01-01,2022-06-22,1269,0.0,3.8825847123719464,2.0,4.126592643055598,1.0628467757332156,0.2371946414499606,0.7628053585500394,4927.0,0.7078530927257372,0.678298616713221,0.11303114184531594,0.1540671439181776,0.8111653569488274,-0.008193889013084722,-7.566666666666666,-2.555715376567681,0.04412923561859732,24.0,12.0,0.5344158372805208,0.002593478667098299,mixed_profile
3030,2019-01-01,2024-12-31,2192,0.0,13.544251824817518,7.0,16.782905737317336,1.2391164867863385,0.01687956204379562,0.9831204379562044,29689.0,0.7180377489069758,0.8361291202944185,0.39082878192227477,0.13562271884478702,0.3399653411411314,-0.009780383789731407,-21.099999999999998,-13.155788900046993,0.1386861313868613,111.0,56.0,0.215353484858408,0.015627722376188632,anomaly_heavy
3031,2019-01-01,2024-04-03,1920,0.0,13.240104166666667,12.0,9.307599716852316,0.7029853843812771,0.11770833333333333,0.8822916666666667,25421.0,0.7576398924249582,0.6972605739108442,0.07386739507288395,0.17884610514106974,0.9286578325934867,-0.003987284576357579,-4.466666666666665,-2.3198942248252203,0.0020833333333333333,54.0,30.0,0.30886082089922884,0.013381128718552031,busy_stable
3032,2019-01-01,2024-12-31,2192,0.0,6.840784671532846,5.0,5.920991123168565,0.8655426836935975,0.05611313868613139,0.9438868613138686,14995.0,0.5903712684465189,0.6088097182705114,0.24612131032402879,0.21126580420700242,0.5384749826972686,-0.0004521348824895105,-0.40000000000000036,-0.8326678039255588,0.035583941605839414,45.0,18.0,0.4122748065018606,0.007893081512713415,seasonal_commuter
3033,2019-01-01,2024-12-31,2192,0.0,3.37271897810219,2.0,3.7642968703764534,1.1161015473914766,0.2093978102189781,0.7906021897810219,7393.0,0.5957431754005834,0.5751722459752553,0.11526765233160845,0.16966558803502538,0.8769757937902207,-0.001423593647780482,-3.766666666666667,-0.8117070026800135,0.0333029197080292,28.0,11.0,0.25991698486102194,0.003891533952883646,mixed_profile
3034,2019-01-01,2024-12-31,2192,0.0,6.259124087591241,6.0,4.157857827599361,0.664287489657274,0.052463503649635035,0.947536496350365,13720.0,0.5212467838614636,0.49615872050878873,0.13369872973956964,0.13004557008867354,0.7510482091428543,-0.0012265880611457307,-6.566666666666666,-2.580346495108688,0.002281021897810219,29.0,14.0,0.2858462386188166,0.00722194587225262,busy_stable
3035,2019-01-01,2024-12-31,2192,0.0,20.294708029197082,18.0,11.99615241337705,0.5910975608084003,0.0072992700729927005,0.9927007299270073,44486.0,0.7151679554301669,0.6454697723909792,0.06845811148387004,0.06932990119470818,0.8897194505551744,0.007620294060018396,21.433333333333337,4.943348901132083,0.005930656934306569,78.0,44.0,0.6169671505510707,0.023416580471795196,busy_stable
3036,2019-01-01,2024-09-23,2093,0.0,2.712852365026278,2.0,2.894417272614304,1.0669276772775165,0.20114667940754896,0.7988533205924511,5678.0,0.2748713159236536,0.31250019018440095,0.09701132130890353,0.16579503005234605,1.2014341590612778,-0.0002311002501325733,-1.0666666666666669,0.24238949101418816,0.007644529383659818,51.0,7.0,0.29373223186476133,0.0029887907188520684,weekend_leisure
3037,2019-01-01,2024-12-30,2191,0.0,3.2514833409402097,3.0,2.6893329083766413,0.8271095455156122,0.12870835235052488,0.8712916476494751,7124.0,0.3382509744154757,0.2667454901970698,0.09079557035290199,0.14585714899861418,1.003147128245476,0.0008132733052573329,-0.5666666666666669,-0.7536746523070459,0.005476951163852123,18.0,8.0,0.4920937112341175,0.0037499374922687805,mixed_profile
3038,2019-01-01,2019-12-08,342,0.0,14.40643274853801,14.0,5.14994630300548,0.35747546897257443,0.005847953216374269,0.9941520467836257,4927.0,0.32355755585450974,0.18162158599885417,0.0665941124893751,0.1295723172844044,0.9358462178504465,0.005762956076528031,0.43333333333333357,0.10096100467419689,0.005847953216374269,31.0,23.0,0.46465294241895255,0.002593478667098299,busy_stable
3040,2019-01-01,2024-12-31,2192,0.0,3.2910583941605838,3.0,2.6423267872473155,0.8028805541511111,0.09717153284671533,0.9028284671532847,7214.0,0.42427935530993843,0.3769897916211877,0.1147764396053705,0.10188689377774948,0.7897620236583712,-0.0012833735959941696,-2.2,-1.9225730136506902,0.004105839416058394,24.0,9.0,0.14126768643164322,0.0037973117727718953,mixed_profile
3042,2019-01-01,2024-12-31,2192,0.0,9.795620437956204,8.0,9.99526434300712,1.0203809351654065,0.015967153284671534,0.9840328467153284,21472.0,0.30881526785098656,0.317757625208378,0.07741280557127173,0.1575523398034573,0.8736884877622973,0.00036368149956032147,-7.066666666666666,-2.923142128529374,0.011861313868613138,242.0,23.0,0.48870594016453245,0.011302450566254247,mixed_profile
3045,2019-01-02,2024-12-31,2191,0.0,1.7521679598356914,1.0,1.781340886725408,1.0166496178211433,0.27339114559561845,0.7266088544043816,3839.0,0.36765135528240656,0.2520491807298423,0.0470749619963844,0.15029160470818118,0.9573126801152737,0.000646724464933698,0.5333333333333332,0.031094289001672104,0.019625741670470105,18.0,5.0,0.32699603547320233,0.002020776253905088,mixed_profile
3046,2019-01-01,2024-12-29,2190,0.0,3.402283105022831,3.0,3.351043494842529,0.9849396394719016,0.13607305936073058,0.8639269406392694,7451.0,0.29406012038409757,0.2628133818643792,0.06681616439519708,0.16872107380174464,0.9714198940595327,0.000253350306297874,-3.266666666666666,-0.7995792206408372,0.005479452054794521,60.0,9.0,0.4543562736279333,0.003922064044763431,mixed_profile
3047,2019-01-01,2024-12-31,2192,0.0,6.283759124087592,6.0,3.8801326864691794,0.6174859045114303,0.024178832116788323,0.9758211678832117,13774.0,0.4438129372069328,0.37410144274102936,0.04457516595901887,0.07906251727923573,0.9676940576109236,-8.112902878045221e-05,-2.333333333333334,-0.5896844109233572,0.0013686131386861315,33.0,13.449999999999818,0.4113821546885689,0.0072503704405544895,busy_stable
3048,2019-01-01,2024-12-31,2192,0.0,3.35492700729927,3.0,2.9775518703554886,0.8875161408511328,0.12043795620437957,0.8795620437956204,7354.0,0.39772017810918364,0.3656411555570898,0.10782792813128989,0.13662511564967184,0.8782937195765115,-0.0006787010771026472,-5.833333333333332,-1.9158416846539204,0.005930656934306569,35.0,9.0,0.29939016187769957,0.003871005097998963,mixed_profile
3049,2019-01-01,2024-12-31,2192,0.0,5.001824817518248,4.0,4.42124891015146,0.8839271808693909,0.07253649635036497,0.927463503649635,10964.0,0.6568631257833617,0.6256175403193549,0.12088649121788837,0.12157856789894936,0.7799907800068346,-0.0030590574985761296,-6.3999999999999995,-2.354049542448184,0.041970802919708027,32.0,14.0,0.14288609100927077,0.0057712401270683476,mixed_profile
3051,2019-01-01,2020-04-08,464,0.0,8.170258620689655,8.0,4.570696951534909,0.5594311225302554,0.00646551724137931,0.9935344827586207,3791.0,0.22424695516591373,0.08584691923031021,0.04456030765427776,0.186234958158045,0.990340909090909,-0.004183614142904172,-3.4666666666666677,-0.604210155742142,0.004310344827586207,65.0,15.0,0.4014491515044753,0.0019955099709700937,busy_stable
3052,2019-01-01,2024-12-31,2192,0.0,7.293795620437956,7.0,4.279086578188207,0.5866748673623061,0.012317518248175183,0.9876824817518248,15988.0,0.4397317671776324,0.37474441293688737,0.05598578415744682,0.07881380421846751,0.9212129911781715,0.0005743211974062228,-1.7333333333333334,-1.2734005588892927,0.005018248175182482,46.0,15.0,0.4410100237245018,0.008415777740931114,busy_stable
3054,2019-01-01,2024-12-31,2192,0.0,2.323905109489051,2.0,2.529932792111607,1.088655806892156,0.2842153284671533,0.7157846715328468,5094.0,0.3948215720096081,0.42665205234283743,0.1654473915127282,0.1480477598708075,0.6778280499703468,0.0009972469634402373,-0.8333333333333335,-1.102031400692029,0.0031934306569343066,36.0,7.0,0.5391207998952049,0.002681384276476301,mixed_profile
3056,2019-01-01,2024-12-31,2192,0.0,2.863594890510949,3.0,2.0931996768061074,0.7309692036894994,0.1031021897810219,0.8968978102189781,6277.0,0.3177981973306397,0.23105022481954368,0.044753846528028156,0.09634619648830398,0.9419392130485958,0.00039558063703863417,0.0,-0.07297992148444221,0.01687956204379562,14.0,7.0,0.304473635414539,0.003304092874645022,mixed_profile
3057,2019-01-01,2022-10-15,1384,0.0,1.777456647398844,1.0,2.0547872777470353,1.1560266635780068,0.315028901734104,0.684971098265896,2460.0,0.4170212862339551,0.3278603325036195,0.11968547083956851,0.23007293340383325,0.9161590958609492,-0.0016581158224936454,-0.7666666666666667,-0.15431151642199858,0.03251445086705202,15.0,6.0,0.30988129973291334,0.001294897000418473,mixed_profile
3058,2019-01-02,2024-12-31,2191,0.0,2.2108626198083066,2.0,2.234595981630137,1.0107348876448452,0.24007302601551803,0.759926973984482,4844.0,0.26937565271695335,0.22188083560987595,0.06507246911969082,0.1071799136552481,1.0367990654205606,2.1356832824247764e-05,-1.8666666666666665,-0.898186552270055,0.024189867640346873,36.0,6.0,0.34966612467462416,0.0025497890528565375,mixed_profile
3062,2019-01-01,2024-12-31,2192,0.0,4.6596715328467155,4.0,3.4832835264568938,0.7475384266686421,0.07755474452554745,0.9224452554744526,10214.0,0.50134463567952,0.4254876602133669,0.042396257422343986,0.10557350873330783,0.9828313427549061,0.0001753014123551468,-4.766666666666666,-1.3551096999499799,0.009124087591240875,25.0,11.0,0.4683400604254954,0.005376454456209058,mixed_profile
3063,2019-01-01,2024-12-30,2191,0.0,8.94705613874943,7.0,6.902127894462514,0.7714412190362377,0.04974897307165678,0.9502510269283432,19603.0,0.6412183826570709,0.5732915146843846,0.08814652560424519,0.18442908672712516,0.8377034665940204,0.0022485462544571616,7.7666666666666675,3.5516073243617097,0.019625741670470105,51.0,22.0,0.45015486373991676,0.010318644674472896,busy_stable
3064,2019-01-01,2024-12-31,2192,0.0,13.401003649635037,13.0,7.616926675857405,0.5683847922886615,0.02052919708029197,0.979470802919708,29375.0,0.6410484478850299,0.6053771452620363,0.05341888062511735,0.11097256855527561,0.8915052441927519,0.0036049785227399885,-1.2333333333333325,-1.2602840727062716,0.008211678832116789,52.0,27.0,0.6120298226488841,0.015462438775322211,busy_stable
3065,2019-01-01,2024-12-31,2192,0.0,2.019160583941606,1.0,2.4931654072554887,1.2347534054911955,0.2645985401459854,0.7354014598540146,4426.0,0.180790150156835,0.17110364886615873,0.14182325740827867,0.18693831106880382,1.3097864758898672,-8.622651037980255e-06,-0.3666666666666667,0.18125523970933122,0.0406021897810219,40.0,6.0,0.3571119456479035,0.002329761838964293,weekend_leisure
3066,2019-01-01,2024-12-29,2190,0.0,5.435616438356164,5.0,4.423805564243535,0.8138553583411746,0.03561643835616438,0.9643835616438357,11904.0,0.25314983587592355,0.20250820033607442,0.10287875791071024,0.13764628748056024,1.1897155028145443,-8.203470681953283e-05,-2.3000000000000003,-1.3264044831087571,0.015525114155251141,77.0,12.0,0.4023812075706859,0.006266038167878659,weekend_leisure
3067,2019-01-01,2020-12-27,727,0.0,11.927097661623108,12.0,6.561646740344239,0.5501461400334751,0.015130674002751032,0.984869325997249,8671.0,0.6206934291626945,0.574293372072758,0.09280386736594207,0.22948869026101074,0.9034587290654681,-0.01365756289477685,-12.4,-2.8964238707511045,0.0,36.0,23.0,0.6833617621880667,0.0045642487360278775,busy_stable
3068,2019-01-01,2024-12-31,2192,0.0,5.729470802919708,5.0,4.458679726380019,0.7782009682478703,0.06797445255474452,0.9320255474452555,12559.0,0.5749341380065057,0.6051300929213286,0.1096481594024967,0.107854155821654,0.8009950399134327,-0.00024116704993180641,-6.6,-2.700953190357587,0.005930656934306569,25.0,14.0,0.4718460723505292,0.006610817653762439,busy_stable
3069,2019-01-01,2024-12-31,2192,0.0,8.773266423357665,8.0,6.382440320125798,0.7274873476010476,0.02144160583941606,0.978558394160584,19231.0,0.32472401825464847,0.3229361477265006,0.09701286283394608,0.11553072472081695,1.110401988847276,0.0011480767042415705,-4.966666666666667,-1.3881963746833703,0.0031934306569343066,95.0,19.0,0.529026897436529,0.010122830981726687,busy_stable
3074,2019-01-01,2024-12-31,2192,0.0,11.196167883211679,10.0,7.44865783635254,0.6652863653037555,0.012317518248175183,0.9876824817518248,24542.0,0.6398322831268716,0.5763568092850705,0.05171788618854814,0.12312587544109774,0.9101393979690844,0.002859706546301628,3.2333333333333325,1.4724084624787537,0.008667883211678832,59.0,26.0,0.5805207747508763,0.012918439912304944,busy_stable
3075,2019-01-01,2024-12-30,2191,0.0,6.232314011866728,6.0,3.988845250184862,0.6400263598063004,0.03194888178913738,0.9680511182108626,13655.0,0.48554595078905705,0.3857414930706828,0.05597109388863273,0.07740691168151431,1.0059566601622676,-0.0016488937596427515,-7.533333333333333,-2.4998059124958063,0.0013692377909630307,24.0,14.0,0.23405824006780446,0.007187731114111483,busy_stable
3076,2019-01-01,2024-12-30,2191,0.0,3.92332268370607,3.0,3.859414341013366,0.9837106585807684,0.1182108626198083,0.8817891373801917,8596.0,0.6114344516203699,0.6009435325815067,0.12394217828031696,0.2063861119336322,0.7794140088509081,-0.0025500770324610664,-5.733333333333333,-2.6053097946927246,0.022820629849383843,28.0,11.0,0.02737960277417427,0.004524770168941948,mixed_profile
3077,2019-01-01,2024-12-31,2192,0.0,3.0570255474452557,2.0,2.6263571228173834,0.8591217449956281,0.15237226277372262,0.8476277372262774,6701.0,0.4785185566033874,0.4281744354945877,0.0718655792424136,0.10682509565383862,0.929267163533026,0.0008810479676573287,-0.33333333333333304,-0.5079424606565093,0.005474452554744526,19.0,8.0,0.5092632295244768,0.0035272783739041407,mixed_profile
3078,2019-01-02,2024-12-30,2190,0.0,2.608675799086758,2.0,2.969374514015167,1.138268892997237,0.19497716894977168,0.8050228310502283,5713.0,0.21245119767119391,0.19011627596116873,0.14440097235179547,0.18187610083938358,1.3180075515538774,-0.0005667111416436612,-1.0666666666666664,-0.9696781173510571,0.04337899543378995,66.0,7.0,0.27267285041491934,0.0030072140501588352,weekend_leisure
3079,2019-07-25,2024-12-30,1986,0.0,1.1651560926485398,1.0,1.5655899540219915,1.3436740054830056,0.4476334340382679,0.5523665659617322,2314.0,0.3377458796992125,0.3310553834241653,0.09950248151621255,0.23324937630603876,0.9421235747820255,-9.249893498115776e-05,-1.7333333333333334,-1.979924759312924,0.010574018126888218,15.0,4.0,0.32030187970758983,0.001218045389824531,mixed_profile
3081,2019-01-01,2024-12-30,2191,0.0,1.4057507987220448,1.0,1.625656843681231,1.156433163800512,0.3537197626654496,0.6462802373345504,3080.0,0.3529393255483478,0.3826860803215112,0.20475458284777528,0.12531802169001247,0.6123686337914309,0.00023764396723266907,-1.5666666666666664,-0.6749592731329315,0.015518028297581013,12.0,4.5,0.32057590801171887,0.0016212531549954863,seasonal_commuter
3082,2019-01-01,2024-12-31,2192,0.0,7.578010948905109,7.0,5.529889756153245,0.7297283935637778,0.025547445255474453,0.9744525547445255,16611.0,0.42819287108393933,0.3845385368233189,0.062266031763022964,0.12522841582458627,1.060075234728574,-0.0014468456380530895,-11.600000000000001,-4.712858208288432,0.011861313868613138,90.0,17.0,0.36132438880599566,0.008743713038191566,busy_stable
4108,2019-05-24,2019-12-30,221,0.0,0.06334841628959276,0.0,0.29408283817686737,4.642307659791978,0.9457013574660633,0.05429864253393665,14.0,0.012715033657442028,0.015257835486816133,0.9296331902262162,1.0494990546783767,0.0,0.0006325947502418088,0.1,0.29999999999999993,0.004524886877828055,3.0,1.0,0.0016632612835122981,7.369332522706756e-06,sparse_intermittent
4125,2019-03-04,2019-10-27,238,0.0,0.15546218487394958,0.0,0.5547650693613123,3.5684888245403332,0.9117647058823529,0.08823529411764706,37.0,-0.013676404082083874,-0.07472568589127987,0.8682366704977844,0.758103510648071,1.9047619047619047,-0.00035828112294650113,0.0,0.2911470251224106,0.012605042016806723,4.0,1.1499999999999773,-0.07014789610945375,1.9476093095724998e-05,sparse_intermittent
4126,2019-01-01,2019-11-10,314,0.0,4.56687898089172,2.0,7.550909073671697,1.6534068682935237,0.3821656050955414,0.6178343949044586,1434.0,0.36963121584579983,0.37709207944397133,0.4281795474947185,0.9037942681302805,2.257210401891253,0.013009018751677632,-0.09999999999999987,0.6597838689933115,0.11464968152866242,71.0,18.0,0.1072226741997426,0.0007548302026829635,anomaly_heavy
4127,2019-01-10,2019-11-11,306,0.0,0.42483660130718953,0.0,0.9848048840127556,2.3180791885223324,0.7973856209150327,0.20261437908496732,130.0,0.019848053773488042,0.07888334633634062,0.432440716134206,0.4358969051878653,2.1900527009222666,0.000257570855543586,-0.1333333333333333,-0.288390746223518,0.0196078431372549,7.0,2.75,0.037442491147479114,6.842951628227701e-05,sparse_intermittent
4129,2019-01-02,2019-11-14,317,0.0,2.356466876971609,2.0,2.8982313996208604,1.2299054266128684,0.3470031545741325,0.6529968454258676,747.0,0.38592690816663067,0.34961182154497716,0.31922542294932454,0.6325607147283339,1.8190220174091143,0.011415459748854615,0.8333333333333333,-0.15666648010400852,0.006309148264984227,23.0,8.0,0.2963616554868728,0.0003932065281758533,weekend_leisure
4130,2019-01-01,2019-11-12,316,0.0,1.879746835443038,1.0,2.411359181139274,1.2828106081481658,0.40189873417721517,0.5981012658227848,594.0,0.1603229221920048,0.13860426506080067,0.3684235364415214,0.4766235715351595,1.9150016485328059,0.0038318853476781815,-0.1333333333333333,-1.0803318385405085,0.07278481012658228,15.0,7.0,0.13525728969646375,0.0003126702513205581,anomaly_heavy
4131,2019-01-01,2019-11-10,314,0.0,2.3821656050955413,1.0,3.217260439707386,1.3505612006258279,0.43630573248407645,0.5636942675159236,748.0,0.258767773443644,0.21557616773339078,0.5377400512918737,0.4609124818134192,2.6681440443213296,0.0017523918055042742,-1.2666666666666668,-1.7437100039498061,0.1178343949044586,18.0,9.0,0.035940165341313134,0.0003937329090703324,anomaly_heavy
4132,2019-01-01,2019-11-13,317,0.0,1.7318611987381702,1.0,2.428931949657182,1.4024980474341107,0.4384858044164038,0.5615141955835962,549.0,0.31091382588966254,0.19257653760577784,0.4494828846206643,0.5490602590935482,2.2691272587466362,0.0028920068802414573,-0.5666666666666667,-0.5523771103515442,0.0473186119873817,18.0,6.0,0.09457438883490005,0.00028898311106900066,weekend_leisure
4133,2019-01-05,2019-11-15,315,0.0,2.473015873015873,2.0,3.195493173016595,1.2921442227217297,0.3968253968253968,0.6031746031746031,779.0,0.1706895955828153,0.250860982147419,0.2896949022220597,0.5207259631973993,1.5072016460905349,-0.0008661498946107483,-0.5333333333333332,-0.5394800127831583,0.01904761904761905,20.0,8.300000000000011,0.038168370614261475,0.00041005071679918307,weekend_leisure
4134,2019-01-01,2019-11-09,313,0.0,1.0095846645367412,0.0,1.849765761879685,1.8322046945200676,0.6613418530351438,0.33865814696485624,316.0,0.1007532956685499,0.20037385129763985,0.581115610942322,0.5161166545577631,2.6475995914198163,0.0006140102342865808,-0.23333333333333328,-0.3967719982694158,0.012779552715654952,12.0,5.0,-0.038605320995935014,0.00016633636265538107,sparse_intermittent
4135,2019-01-02,2019-11-09,312,0.0,1.1570512820512822,0.0,3.4153239171283025,2.9517480945818013,0.6057692307692307,0.3942307692307692,361.0,-0.0007474713204266459,0.06430195941815701,0.36317220978253195,0.6406598816614132,1.7409927731181094,0.0023238603542272015,0.39999999999999997,0.6238307022811906,0.003205128205128205,54.0,4.449999999999989,0.04416601713765511,0.0001900235029069385,sparse_intermittent
4136,2019-01-19,2019-11-14,300,0.0,0.6466666666666666,0.0,2.101227154677846,3.249320342285329,0.76,0.24,194.0,0.03858283645237535,-0.005943985938873554,0.6227024418361611,0.5160063134908489,2.540213178294574,0.0005728952543917158,0.2,1.0752199703037228,0.006666666666666667,29.0,3.0500000000000114,-0.0164846834256286,0.00010211789352893647,sparse_intermittent
