station_id,history_group,station_category,cluster_label,is_short_history,is_zero_almost_always,appears_active_recently
4378,mature,sparse_intermittent,cluster_4,False,False,False
4379,mature,sparse_intermittent,cluster_4,False,False,False
4380,mature,sparse_intermittent,cluster_4,False,False,False
4381,mature,sparse_intermittent,cluster_4,False,False,False
4382,mature,sparse_intermittent,cluster_4,False,False,False
4383,mature,sparse_intermittent,cluster_4,False,False,False
4384,mature,sparse_intermittent,cluster_4,False,False,False
4385,mature,sparse_intermittent,cluster_4,False,False,False
4387,mature,weekend_leisure,cluster_3,False,False,True
4389,mature,mixed_profile,cluster_4,False,False,False
4390,mature,mixed_profile,cluster_2,False,False,True
4393,mature,mixed_profile,cluster_4,False,False,False
4394,mature,sparse_intermittent,cluster_4,False,False,False
4395,young,short_history,not_clustered_short_history,True,True,False
4396,mature,sparse_intermittent,cluster_4,False,False,False
4397,mature,mixed_profile,cluster_4,False,False,False
4400,mature,seasonal_commuter,cluster_3,False,False,False
4401,mature,mixed_profile,cluster_2,False,False,True
4402,newborn,short_history,not_clustered_short_history,True,False,False
4403,mature,sparse_intermittent,cluster_4,False,True,False
4404,mature,mixed_profile,cluster_2,False,False,True
4405,mature,mixed_profile,cluster_2,False,False,True
4406,mature,mixed_profile,cluster_2,False,False,True
4407,newborn,short_history,not_clustered_short_history,True,False,False
4408,mature,sparse_intermittent,cluster_4,False,False,False
4409,mature,weekend_leisure,cluster_3,False,False,False
4410,mature,mixed_profile,cluster_2,False,False,True
4413,mature,sparse_intermittent,cluster_4,False,False,False
4414,mature,sparse_intermittent,cluster_4,False,False,False
4415,mature,sparse_intermittent,cluster_4,False,False,False
4416,mature,sparse_intermittent,cluster_4,False,False,False
4417,mature,sparse_intermittent,cluster_4,False,False,False
4418,mature,sparse_intermittent,cluster_4,False,False,False
4419,mature,sparse_intermittent,cluster_4,False,False,False
4420,mature,anomaly_heavy,cluster_2,False,False,False
4422,mature,sparse_intermittent,cluster_4,False,False,False
4425,mature,sparse_intermittent,cluster_4,False,False,False
4426,mature,sparse_intermittent,cluster_4,False,False,False
4427,mature,sparse_intermittent,cluster_4,False,False,False
4428,mature,sparse_intermittent,cluster_4,False,False,False
4429,mature,sparse_intermittent,cluster_4,False,False,False
4430,mature,sparse_intermittent,cluster_4,False,False,False
4431,mature,sparse_intermittent,cluster_4,False,False,False
4432,mature,sparse_intermittent,cluster_4,False,False,False
