model_name,fold_id,horizon,horizon_step,target_date,point_forecast,actual,residual,abs_error,fit_success,fallback_triggered,fallback_reason,selected_spec
naive,1,7,1,2024-10-31,1605.0,1459.0,-146.0,146.0,,,,
naive,1,7,2,2024-11-01,1605.0,1817.0,212.0,212.0,,,,
naive,1,7,3,2024-11-02,1605.0,1211.0,-394.0,394.0,,,,
naive,1,7,4,2024-11-03,1605.0,1344.0,-261.0,261.0,,,,
naive,1,7,5,2024-11-04,1605.0,1361.0,-244.0,244.0,,,,
naive,1,7,6,2024-11-05,1605.0,1482.0,-123.0,123.0,,,,
naive,1,7,7,2024-11-06,1605.0,1217.0,-388.0,388.0,,,,
seasonal_naive_7,1,7,1,2024-10-31,1385.0,1459.0,74.0,74.0,,,,
seasonal_naive_7,1,7,2,2024-11-01,1645.0,1817.0,172.0,172.0,,,,
seasonal_naive_7,1,7,3,2024-11-02,1421.0,1211.0,-210.0,210.0,,,,
seasonal_naive_7,1,7,4,2024-11-03,1410.0,1344.0,-66.0,66.0,,,,
seasonal_naive_7,1,7,5,2024-11-04,1327.0,1361.0,34.0,34.0,,,,
seasonal_naive_7,1,7,6,2024-11-05,1443.0,1482.0,39.0,39.0,,,,
seasonal_naive_7,1,7,7,2024-11-06,1605.0,1217.0,-388.0,388.0,,,,
seasonal_naive_30,1,7,1,2024-10-31,1538.0,1459.0,-79.0,79.0,,,,
seasonal_naive_30,1,7,2,2024-11-01,1760.0,1817.0,57.0,57.0,,,,
seasonal_naive_30,1,7,3,2024-11-02,1694.0,1211.0,-483.0,483.0,,,,
seasonal_naive_30,1,7,4,2024-11-03,1664.0,1344.0,-320.0,320.0,,,,
seasonal_naive_30,1,7,5,2024-11-04,1643.0,1361.0,-282.0,282.0,,,,
seasonal_naive_30,1,7,6,2024-11-05,1458.0,1482.0,24.0,24.0,,,,
seasonal_naive_30,1,7,7,2024-11-06,1548.0,1217.0,-331.0,331.0,,,,
ets,1,7,1,2024-10-31,1497.0059191114246,1459.0,-38.005919111424646,38.005919111424646,,,,
ets,1,7,2,2024-11-01,1546.7521523232365,1817.0,270.2478476767635,270.2478476767635,,,,
ets,1,7,3,2024-11-02,1538.7641451364566,1211.0,-327.7641451364566,327.7641451364566,,,,
ets,1,7,4,2024-11-03,1605.052923919916,1344.0,-261.0529239199161,261.0529239199161,,,,
ets,1,7,5,2024-11-04,1387.5315328754043,1361.0,-26.53153287540431,26.53153287540431,,,,
ets,1,7,6,2024-11-05,1470.4074372278815,1482.0,11.592562772118526,11.592562772118526,,,,
ets,1,7,7,2024-11-06,1465.8636937785977,1217.0,-248.86369377859774,248.86369377859774,,,,
sarimax_dynamic,1,7,1,2024-10-31,1455.0567084328727,1459.0,3.9432915671272895,3.9432915671272895,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,1,7,2,2024-11-01,1495.5913891119653,1817.0,321.4086108880347,321.4086108880347,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,1,7,3,2024-11-02,1520.1041657189269,1211.0,-309.1041657189269,309.1041657189269,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,1,7,4,2024-11-03,1512.7892161175032,1344.0,-168.7892161175032,168.7892161175032,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,1,7,5,2024-11-04,1359.454397699083,1361.0,1.5456023009169257,1.5456023009169257,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,1,7,6,2024-11-05,1392.7431848360247,1482.0,89.25681516397526,89.25681516397526,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,1,7,7,2024-11-06,1379.3534975005855,1217.0,-162.3534975005855,162.3534975005855,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
fourier_dynamic_regression,1,7,1,2024-10-31,1315.690673828125,1459.0,143.309326171875,143.309326171875,,,,
fourier_dynamic_regression,1,7,2,2024-11-01,1357.6116333007812,1817.0,459.38836669921875,459.38836669921875,,,,
fourier_dynamic_regression,1,7,3,2024-11-02,1337.744140625,1211.0,-126.744140625,126.744140625,,,,
fourier_dynamic_regression,1,7,4,2024-11-03,1334.90625,1344.0,9.09375,9.09375,,,,
fourier_dynamic_regression,1,7,5,2024-11-04,1230.24951171875,1361.0,130.75048828125,130.75048828125,,,,
fourier_dynamic_regression,1,7,6,2024-11-05,1269.669921875,1482.0,212.330078125,212.330078125,,,,
fourier_dynamic_regression,1,7,7,2024-11-06,1253.173828125,1217.0,-36.173828125,36.173828125,,,,
tree_boosting_fallback,1,7,1,2024-10-31,1532.0079292565422,1459.0,-73.00792925654218,73.00792925654218,,,,
tree_boosting_fallback,1,7,2,2024-11-01,1502.3270203418604,1817.0,314.67297965813964,314.67297965813964,,,,
tree_boosting_fallback,1,7,3,2024-11-02,1589.0112800131105,1211.0,-378.01128001311054,378.01128001311054,,,,
tree_boosting_fallback,1,7,4,2024-11-03,1748.4465748041407,1344.0,-404.4465748041407,404.4465748041407,,,,
tree_boosting_fallback,1,7,5,2024-11-04,1513.4278568752873,1361.0,-152.42785687528726,152.42785687528726,,,,
tree_boosting_fallback,1,7,6,2024-11-05,1569.21301969022,1482.0,-87.21301969022011,87.21301969022011,,,,
tree_boosting_fallback,1,7,7,2024-11-06,1431.4295285246658,1217.0,-214.42952852466578,214.42952852466578,,,,
naive,2,7,1,2024-11-07,1217.0,1465.0,248.0,248.0,,,,
naive,2,7,2,2024-11-08,1217.0,1345.0,128.0,128.0,,,,
naive,2,7,3,2024-11-09,1217.0,1672.0,455.0,455.0,,,,
naive,2,7,4,2024-11-10,1217.0,1415.0,198.0,198.0,,,,
naive,2,7,5,2024-11-11,1217.0,1147.0,-70.0,70.0,,,,
naive,2,7,6,2024-11-12,1217.0,1332.0,115.0,115.0,,,,
naive,2,7,7,2024-11-13,1217.0,1370.0,153.0,153.0,,,,
seasonal_naive_7,2,7,1,2024-11-07,1459.0,1465.0,6.0,6.0,,,,
seasonal_naive_7,2,7,2,2024-11-08,1817.0,1345.0,-472.0,472.0,,,,
seasonal_naive_7,2,7,3,2024-11-09,1211.0,1672.0,461.0,461.0,,,,
seasonal_naive_7,2,7,4,2024-11-10,1344.0,1415.0,71.0,71.0,,,,
seasonal_naive_7,2,7,5,2024-11-11,1361.0,1147.0,-214.0,214.0,,,,
seasonal_naive_7,2,7,6,2024-11-12,1482.0,1332.0,-150.0,150.0,,,,
seasonal_naive_7,2,7,7,2024-11-13,1217.0,1370.0,153.0,153.0,,,,
seasonal_naive_30,2,7,1,2024-11-07,1592.0,1465.0,-127.0,127.0,,,,
seasonal_naive_30,2,7,2,2024-11-08,1462.0,1345.0,-117.0,117.0,,,,
seasonal_naive_30,2,7,3,2024-11-09,1588.0,1672.0,84.0,84.0,,,,
seasonal_naive_30,2,7,4,2024-11-10,1625.0,1415.0,-210.0,210.0,,,,
seasonal_naive_30,2,7,5,2024-11-11,1724.0,1147.0,-577.0,577.0,,,,
seasonal_naive_30,2,7,6,2024-11-12,2825.0,1332.0,-1493.0,1493.0,,,,
seasonal_naive_30,2,7,7,2024-11-13,1491.0,1370.0,-121.0,121.0,,,,
ets,2,7,1,2024-11-07,1395.875530602113,1465.0,69.12446939788697,69.12446939788697,,,,
ets,2,7,2,2024-11-08,1457.2016834649207,1345.0,-112.20168346492073,112.20168346492073,,,,
ets,2,7,3,2024-11-09,1415.2995118339486,1672.0,256.7004881660514,256.7004881660514,,,,
ets,2,7,4,2024-11-10,1482.823449016011,1415.0,-67.82344901601095,67.82344901601095,,,,
ets,2,7,5,2024-11-11,1289.4107112704621,1147.0,-142.41071127046212,142.41071127046212,,,,
ets,2,7,6,2024-11-12,1374.0215788569678,1332.0,-42.021578856967835,42.021578856967835,,,,
ets,2,7,7,2024-11-13,1375.490719469841,1370.0,-5.490719469840997,5.490719469840997,,,,
sarimax_dynamic,2,7,1,2024-11-07,1359.6662322991601,1465.0,105.33376770083987,105.33376770083987,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,2,7,2,2024-11-08,1400.9473565625246,1345.0,-55.94735656252465,55.94735656252465,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,2,7,3,2024-11-09,1420.199186043034,1672.0,251.80081395696607,251.80081395696607,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,2,7,4,2024-11-10,1412.9120162480096,1415.0,2.0879837519903504,2.0879837519903504,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,2,7,5,2024-11-11,1285.593923389511,1147.0,-138.59392338951102,138.59392338951102,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,2,7,6,2024-11-12,1292.0157445728166,1332.0,39.98425542718337,39.98425542718337,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,2,7,7,2024-11-13,1276.4183640133986,1370.0,93.58163598660144,93.58163598660144,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
fourier_dynamic_regression,2,7,1,2024-11-07,1273.8927001953125,1465.0,191.1072998046875,191.1072998046875,,,,
fourier_dynamic_regression,2,7,2,2024-11-08,1316.535888671875,1345.0,28.464111328125,28.464111328125,,,,
fourier_dynamic_regression,2,7,3,2024-11-09,1300.91015625,1672.0,371.08984375,371.08984375,,,,
fourier_dynamic_regression,2,7,4,2024-11-10,1283.384765625,1415.0,131.615234375,131.615234375,,,,
fourier_dynamic_regression,2,7,5,2024-11-11,1158.86181640625,1147.0,-11.86181640625,11.86181640625,,,,
fourier_dynamic_regression,2,7,6,2024-11-12,1230.349609375,1332.0,101.650390625,101.650390625,,,,
fourier_dynamic_regression,2,7,7,2024-11-13,1211.79638671875,1370.0,158.20361328125,158.20361328125,,,,
tree_boosting_fallback,2,7,1,2024-11-07,1370.3684579143624,1465.0,94.63154208563765,94.63154208563765,,,,
tree_boosting_fallback,2,7,2,2024-11-08,1491.5480299550973,1345.0,-146.54802995509726,146.54802995509726,,,,
tree_boosting_fallback,2,7,3,2024-11-09,1491.441900252584,1672.0,180.558099747416,180.558099747416,,,,
tree_boosting_fallback,2,7,4,2024-11-10,1683.8657309850284,1415.0,-268.86573098502845,268.86573098502845,,,,
tree_boosting_fallback,2,7,5,2024-11-11,1341.8491104017478,1147.0,-194.8491104017478,194.8491104017478,,,,
tree_boosting_fallback,2,7,6,2024-11-12,1406.2850244071892,1332.0,-74.28502440718921,74.28502440718921,,,,
tree_boosting_fallback,2,7,7,2024-11-13,1257.3430930909255,1370.0,112.65690690907445,112.65690690907445,,,,
naive,3,7,1,2024-11-14,1370.0,1401.0,31.0,31.0,,,,
naive,3,7,2,2024-11-15,1370.0,1395.0,25.0,25.0,,,,
naive,3,7,3,2024-11-16,1370.0,1437.0,67.0,67.0,,,,
naive,3,7,4,2024-11-17,1370.0,1184.0,-186.0,186.0,,,,
naive,3,7,5,2024-11-18,1370.0,1247.0,-123.0,123.0,,,,
naive,3,7,6,2024-11-19,1370.0,1208.0,-162.0,162.0,,,,
naive,3,7,7,2024-11-20,1370.0,1280.0,-90.0,90.0,,,,
seasonal_naive_7,3,7,1,2024-11-14,1465.0,1401.0,-64.0,64.0,,,,
seasonal_naive_7,3,7,2,2024-11-15,1345.0,1395.0,50.0,50.0,,,,
seasonal_naive_7,3,7,3,2024-11-16,1672.0,1437.0,-235.0,235.0,,,,
seasonal_naive_7,3,7,4,2024-11-17,1415.0,1184.0,-231.0,231.0,,,,
seasonal_naive_7,3,7,5,2024-11-18,1147.0,1247.0,100.0,100.0,,,,
seasonal_naive_7,3,7,6,2024-11-19,1332.0,1208.0,-124.0,124.0,,,,
seasonal_naive_7,3,7,7,2024-11-20,1370.0,1280.0,-90.0,90.0,,,,
seasonal_naive_30,3,7,1,2024-11-14,1482.0,1401.0,-81.0,81.0,,,,
seasonal_naive_30,3,7,2,2024-11-15,1417.0,1395.0,-22.0,22.0,,,,
seasonal_naive_30,3,7,3,2024-11-16,1436.0,1437.0,1.0,1.0,,,,
seasonal_naive_30,3,7,4,2024-11-17,1711.0,1184.0,-527.0,527.0,,,,
seasonal_naive_30,3,7,5,2024-11-18,1478.0,1247.0,-231.0,231.0,,,,
seasonal_naive_30,3,7,6,2024-11-19,1469.0,1208.0,-261.0,261.0,,,,
seasonal_naive_30,3,7,7,2024-11-20,1535.0,1280.0,-255.0,255.0,,,,
ets,3,7,1,2024-11-14,1383.5274829221937,1401.0,17.472517077806287,17.472517077806287,,,,
ets,3,7,2,2024-11-15,1434.1034850596902,1395.0,-39.10348505969023,39.10348505969023,,,,
ets,3,7,3,2024-11-16,1413.4944771435053,1437.0,23.505522856494736,23.505522856494736,,,,
ets,3,7,4,2024-11-17,1460.2308551026622,1184.0,-276.2308551026622,276.2308551026622,,,,
ets,3,7,5,2024-11-18,1264.7810926698476,1247.0,-17.781092669847567,17.781092669847567,,,,
ets,3,7,6,2024-11-19,1356.6636018381946,1208.0,-148.6636018381946,148.6636018381946,,,,
ets,3,7,7,2024-11-20,1348.5309626106623,1280.0,-68.5309626106623,68.5309626106623,,,,
sarimax_dynamic,3,7,1,2024-11-14,1339.6189351265632,1401.0,61.3810648734368,61.3810648734368,True,False,,"order=(1, 0, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,3,7,2,2024-11-15,1402.0423856949037,1395.0,-7.0423856949037145,7.0423856949037145,True,False,,"order=(1, 0, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,3,7,3,2024-11-16,1351.870183759238,1437.0,85.12981624076201,85.12981624076201,True,False,,"order=(1, 0, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,3,7,4,2024-11-17,1399.5810149426884,1184.0,-215.5810149426884,215.5810149426884,True,False,,"order=(1, 0, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,3,7,5,2024-11-18,1166.853341752271,1247.0,80.14665824772896,80.14665824772896,True,False,,"order=(1, 0, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,3,7,6,2024-11-19,1267.3109259720984,1208.0,-59.3109259720984,59.3109259720984,True,False,,"order=(1, 0, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,3,7,7,2024-11-20,1243.6914010957435,1280.0,36.30859890425654,36.30859890425654,True,False,,"order=(1, 0, 1); seasonal_order=(0, 1, 1, 7); trend=n"
fourier_dynamic_regression,3,7,1,2024-11-14,1232.850830078125,1401.0,168.149169921875,168.149169921875,,,,
fourier_dynamic_regression,3,7,2,2024-11-15,1255.4478759765625,1395.0,139.5521240234375,139.5521240234375,,,,
fourier_dynamic_regression,3,7,3,2024-11-16,1263.87890625,1437.0,173.12109375,173.12109375,,,,
fourier_dynamic_regression,3,7,4,2024-11-17,1239.380859375,1184.0,-55.380859375,55.380859375,,,,
fourier_dynamic_regression,3,7,5,2024-11-18,1159.45849609375,1247.0,87.54150390625,87.54150390625,,,,
fourier_dynamic_regression,3,7,6,2024-11-19,1194.150390625,1208.0,13.849609375,13.849609375,,,,
fourier_dynamic_regression,3,7,7,2024-11-20,1176.31103515625,1280.0,103.68896484375,103.68896484375,,,,
tree_boosting_fallback,3,7,1,2024-11-14,1428.5073538494494,1401.0,-27.507353849449373,27.507353849449373,,,,
tree_boosting_fallback,3,7,2,2024-11-15,1482.348112917027,1395.0,-87.34811291702704,87.34811291702704,,,,
tree_boosting_fallback,3,7,3,2024-11-16,1394.897704704404,1437.0,42.10229529559592,42.10229529559592,,,,
tree_boosting_fallback,3,7,4,2024-11-17,1362.086502728122,1184.0,-178.086502728122,178.086502728122,,,,
tree_boosting_fallback,3,7,5,2024-11-18,1238.0510066373363,1247.0,8.948993362663714,8.948993362663714,,,,
tree_boosting_fallback,3,7,6,2024-11-19,1355.4112701780925,1208.0,-147.41127017809254,147.41127017809254,,,,
tree_boosting_fallback,3,7,7,2024-11-20,1423.1982999548097,1280.0,-143.19829995480973,143.19829995480973,,,,
naive,4,7,1,2024-11-21,1280.0,1385.0,105.0,105.0,,,,
naive,4,7,2,2024-11-22,1280.0,1271.0,-9.0,9.0,,,,
naive,4,7,3,2024-11-23,1280.0,1024.0,-256.0,256.0,,,,
naive,4,7,4,2024-11-24,1280.0,1205.0,-75.0,75.0,,,,
naive,4,7,5,2024-11-25,1280.0,1115.0,-165.0,165.0,,,,
naive,4,7,6,2024-11-26,1280.0,1089.0,-191.0,191.0,,,,
naive,4,7,7,2024-11-27,1280.0,1135.0,-145.0,145.0,,,,
seasonal_naive_7,4,7,1,2024-11-21,1401.0,1385.0,-16.0,16.0,,,,
seasonal_naive_7,4,7,2,2024-11-22,1395.0,1271.0,-124.0,124.0,,,,
seasonal_naive_7,4,7,3,2024-11-23,1437.0,1024.0,-413.0,413.0,,,,
seasonal_naive_7,4,7,4,2024-11-24,1184.0,1205.0,21.0,21.0,,,,
seasonal_naive_7,4,7,5,2024-11-25,1247.0,1115.0,-132.0,132.0,,,,
seasonal_naive_7,4,7,6,2024-11-26,1208.0,1089.0,-119.0,119.0,,,,
seasonal_naive_7,4,7,7,2024-11-27,1280.0,1135.0,-145.0,145.0,,,,
seasonal_naive_30,4,7,1,2024-11-21,1609.0,1385.0,-224.0,224.0,,,,
seasonal_naive_30,4,7,2,2024-11-22,1570.0,1271.0,-299.0,299.0,,,,
seasonal_naive_30,4,7,3,2024-11-23,1385.0,1024.0,-361.0,361.0,,,,
seasonal_naive_30,4,7,4,2024-11-24,1645.0,1205.0,-440.0,440.0,,,,
seasonal_naive_30,4,7,5,2024-11-25,1421.0,1115.0,-306.0,306.0,,,,
seasonal_naive_30,4,7,6,2024-11-26,1410.0,1089.0,-321.0,321.0,,,,
seasonal_naive_30,4,7,7,2024-11-27,1327.0,1135.0,-192.0,192.0,,,,
ets,4,7,1,2024-11-21,1308.216155260717,1385.0,76.78384473928304,76.78384473928304,,,,
ets,4,7,2,2024-11-22,1359.9345408957563,1271.0,-88.9345408957563,88.9345408957563,,,,
ets,4,7,3,2024-11-23,1341.1146513926556,1024.0,-317.11465139265556,317.11465139265556,,,,
ets,4,7,4,2024-11-24,1372.7711556971801,1205.0,-167.77115569718012,167.77115569718012,,,,
ets,4,7,5,2024-11-25,1191.9133586718779,1115.0,-76.91335867187786,76.91335867187786,,,,
ets,4,7,6,2024-11-26,1276.0283936076946,1089.0,-187.02839360769462,187.02839360769462,,,,
ets,4,7,7,2024-11-27,1274.0414971626192,1135.0,-139.04149716261918,139.04149716261918,,,,
sarimax_dynamic,4,7,1,2024-11-21,1258.5134373514743,1385.0,126.4865626485257,126.4865626485257,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,7,2,2024-11-22,1299.3810426752073,1271.0,-28.381042675207254,28.381042675207254,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,7,3,2024-11-23,1322.1851209870495,1024.0,-298.18512098704946,298.18512098704946,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,7,4,2024-11-24,1314.1176368321262,1205.0,-109.11763683212621,109.11763683212621,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,7,5,2024-11-25,1164.8895723313485,1115.0,-49.88957233134852,49.88957233134852,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,7,6,2024-11-26,1200.2164318190905,1089.0,-111.21643181909053,111.21643181909053,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,7,7,2024-11-27,1188.4574434628075,1135.0,-53.45744346280753,53.45744346280753,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
fourier_dynamic_regression,4,7,1,2024-11-21,1196.43896484375,1385.0,188.56103515625,188.56103515625,,,,
fourier_dynamic_regression,4,7,2,2024-11-22,1233.6215515136719,1271.0,37.378448486328125,37.378448486328125,,,,
fourier_dynamic_regression,4,7,3,2024-11-23,1236.1171875,1024.0,-212.1171875,212.1171875,,,,
fourier_dynamic_regression,4,7,4,2024-11-24,1213.658203125,1205.0,-8.658203125,8.658203125,,,,
fourier_dynamic_regression,4,7,5,2024-11-25,1128.4033203125,1115.0,-13.4033203125,13.4033203125,,,,
fourier_dynamic_regression,4,7,6,2024-11-26,1163.720703125,1089.0,-74.720703125,74.720703125,,,,
fourier_dynamic_regression,4,7,7,2024-11-27,1147.1533203125,1135.0,-12.1533203125,12.1533203125,,,,
tree_boosting_fallback,4,7,1,2024-11-21,1311.9476351021822,1385.0,73.05236489781782,73.05236489781782,,,,
tree_boosting_fallback,4,7,2,2024-11-22,1346.9608944967902,1271.0,-75.96089449679016,75.96089449679016,,,,
tree_boosting_fallback,4,7,3,2024-11-23,1309.487041731713,1024.0,-285.4870417317129,285.4870417317129,,,,
tree_boosting_fallback,4,7,4,2024-11-24,1226.021272786592,1205.0,-21.021272786591908,21.021272786591908,,,,
tree_boosting_fallback,4,7,5,2024-11-25,1153.9107801798586,1115.0,-38.91078017985865,38.91078017985865,,,,
tree_boosting_fallback,4,7,6,2024-11-26,1209.5098673677824,1089.0,-120.50986736778236,120.50986736778236,,,,
tree_boosting_fallback,4,7,7,2024-11-27,1205.38651256884,1135.0,-70.38651256884009,70.38651256884009,,,,
naive,5,7,1,2024-11-28,1135.0,790.0,-345.0,345.0,,,,
naive,5,7,2,2024-11-29,1135.0,979.0,-156.0,156.0,,,,
naive,5,7,3,2024-11-30,1135.0,1163.0,28.0,28.0,,,,
naive,5,7,4,2024-12-01,1135.0,1042.0,-93.0,93.0,,,,
naive,5,7,5,2024-12-02,1135.0,1061.0,-74.0,74.0,,,,
naive,5,7,6,2024-12-03,1135.0,1190.0,55.0,55.0,,,,
naive,5,7,7,2024-12-04,1135.0,1113.0,-22.0,22.0,,,,
seasonal_naive_7,5,7,1,2024-11-28,1385.0,790.0,-595.0,595.0,,,,
seasonal_naive_7,5,7,2,2024-11-29,1271.0,979.0,-292.0,292.0,,,,
seasonal_naive_7,5,7,3,2024-11-30,1024.0,1163.0,139.0,139.0,,,,
seasonal_naive_7,5,7,4,2024-12-01,1205.0,1042.0,-163.0,163.0,,,,
seasonal_naive_7,5,7,5,2024-12-02,1115.0,1061.0,-54.0,54.0,,,,
seasonal_naive_7,5,7,6,2024-12-03,1089.0,1190.0,101.0,101.0,,,,
seasonal_naive_7,5,7,7,2024-12-04,1135.0,1113.0,-22.0,22.0,,,,
seasonal_naive_30,5,7,1,2024-11-28,1443.0,790.0,-653.0,653.0,,,,
seasonal_naive_30,5,7,2,2024-11-29,1605.0,979.0,-626.0,626.0,,,,
seasonal_naive_30,5,7,3,2024-11-30,1459.0,1163.0,-296.0,296.0,,,,
seasonal_naive_30,5,7,4,2024-12-01,1817.0,1042.0,-775.0,775.0,,,,
seasonal_naive_30,5,7,5,2024-12-02,1211.0,1061.0,-150.0,150.0,,,,
seasonal_naive_30,5,7,6,2024-12-03,1344.0,1190.0,-154.0,154.0,,,,
seasonal_naive_30,5,7,7,2024-12-04,1361.0,1113.0,-248.0,248.0,,,,
ets,5,7,1,2024-11-28,1190.2595747802286,790.0,-400.2595747802286,400.2595747802286,,,,
ets,5,7,2,2024-11-29,1230.690715450249,979.0,-251.69071545024894,251.69071545024894,,,,
ets,5,7,3,2024-11-30,1199.4724343126811,1163.0,-36.472434312681116,36.472434312681116,,,,
ets,5,7,4,2024-12-01,1244.7463883674984,1042.0,-202.7463883674984,202.7463883674984,,,,
ets,5,7,5,2024-12-02,1070.713924900783,1061.0,-9.713924900783013,9.713924900783013,,,,
ets,5,7,6,2024-12-03,1147.7559791162128,1190.0,42.24402088378724,42.24402088378724,,,,
ets,5,7,7,2024-12-04,1151.84635428395,1113.0,-38.84635428394995,38.84635428394995,,,,
sarimax_dynamic,5,7,1,2024-11-28,1179.6572510210563,790.0,-389.65725102105625,389.65725102105625,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,5,7,2,2024-11-29,1192.2962370844728,979.0,-213.29623708447275,213.29623708447275,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,5,7,3,2024-11-30,1214.5626526658077,1163.0,-51.56265266580772,51.56265266580772,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,5,7,4,2024-12-01,1208.674585734529,1042.0,-166.67458573452905,166.67458573452905,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,5,7,5,2024-12-02,1059.4273673015064,1061.0,1.572632698493635,1.572632698493635,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,5,7,6,2024-12-03,1097.361673272296,1190.0,92.638326727704,92.638326727704,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,5,7,7,2024-12-04,1087.4107974220135,1113.0,25.589202577986498,25.589202577986498,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
fourier_dynamic_regression,5,7,1,2024-11-28,1129.4443359375,790.0,-339.4443359375,339.4443359375,,,,
fourier_dynamic_regression,5,7,2,2024-11-29,1196.7799072265625,979.0,-217.7799072265625,217.7799072265625,,,,
fourier_dynamic_regression,5,7,3,2024-11-30,1207.869140625,1163.0,-44.869140625,44.869140625,,,,
fourier_dynamic_regression,5,7,4,2024-12-01,1172.873046875,1042.0,-130.873046875,130.873046875,,,,
fourier_dynamic_regression,5,7,5,2024-12-02,1110.6962890625,1061.0,-49.6962890625,49.6962890625,,,,
fourier_dynamic_regression,5,7,6,2024-12-03,1141.642578125,1190.0,48.357421875,48.357421875,,,,
fourier_dynamic_regression,5,7,7,2024-12-04,1125.40283203125,1113.0,-12.40283203125,12.40283203125,,,,
tree_boosting_fallback,5,7,1,2024-11-28,1202.274285940614,790.0,-412.27428594061394,412.27428594061394,,,,
tree_boosting_fallback,5,7,2,2024-11-29,1264.0992588842046,979.0,-285.0992588842046,285.0992588842046,,,,
tree_boosting_fallback,5,7,3,2024-11-30,1220.2152840571468,1163.0,-57.215284057146846,57.215284057146846,,,,
tree_boosting_fallback,5,7,4,2024-12-01,1197.1389914189658,1042.0,-155.13899141896582,155.13899141896582,,,,
tree_boosting_fallback,5,7,5,2024-12-02,1115.2759435014584,1061.0,-54.275943501458414,54.275943501458414,,,,
tree_boosting_fallback,5,7,6,2024-12-03,1113.5443588866826,1190.0,76.45564111331737,76.45564111331737,,,,
tree_boosting_fallback,5,7,7,2024-12-04,1124.771102547353,1113.0,-11.771102547352939,11.771102547352939,,,,
naive,6,7,1,2024-12-05,1113.0,1079.0,-34.0,34.0,,,,
naive,6,7,2,2024-12-06,1113.0,1003.0,-110.0,110.0,,,,
naive,6,7,3,2024-12-07,1113.0,1247.0,134.0,134.0,,,,
naive,6,7,4,2024-12-08,1113.0,1029.0,-84.0,84.0,,,,
naive,6,7,5,2024-12-09,1113.0,1023.0,-90.0,90.0,,,,
naive,6,7,6,2024-12-10,1113.0,1106.0,-7.0,7.0,,,,
naive,6,7,7,2024-12-11,1113.0,1113.0,0.0,0.0,,,,
