model_name,fold_id,horizon,horizon_step,target_date,point_forecast,actual,residual,abs_error,fit_success,fallback_triggered,fallback_reason,selected_spec
tree_boosting_fallback,3,30,30,2024-11-22,1389.7328410737477,1271.0,-118.73284107374775,118.73284107374775,,,,
naive,4,30,1,2024-10-31,1605.0,1459.0,-146.0,146.0,,,,
naive,4,30,2,2024-11-01,1605.0,1817.0,212.0,212.0,,,,
naive,4,30,3,2024-11-02,1605.0,1211.0,-394.0,394.0,,,,
naive,4,30,4,2024-11-03,1605.0,1344.0,-261.0,261.0,,,,
naive,4,30,5,2024-11-04,1605.0,1361.0,-244.0,244.0,,,,
naive,4,30,6,2024-11-05,1605.0,1482.0,-123.0,123.0,,,,
naive,4,30,7,2024-11-06,1605.0,1217.0,-388.0,388.0,,,,
naive,4,30,8,2024-11-07,1605.0,1465.0,-140.0,140.0,,,,
naive,4,30,9,2024-11-08,1605.0,1345.0,-260.0,260.0,,,,
naive,4,30,10,2024-11-09,1605.0,1672.0,67.0,67.0,,,,
naive,4,30,11,2024-11-10,1605.0,1415.0,-190.0,190.0,,,,
naive,4,30,12,2024-11-11,1605.0,1147.0,-458.0,458.0,,,,
naive,4,30,13,2024-11-12,1605.0,1332.0,-273.0,273.0,,,,
naive,4,30,14,2024-11-13,1605.0,1370.0,-235.0,235.0,,,,
naive,4,30,15,2024-11-14,1605.0,1401.0,-204.0,204.0,,,,
naive,4,30,16,2024-11-15,1605.0,1395.0,-210.0,210.0,,,,
naive,4,30,17,2024-11-16,1605.0,1437.0,-168.0,168.0,,,,
naive,4,30,18,2024-11-17,1605.0,1184.0,-421.0,421.0,,,,
naive,4,30,19,2024-11-18,1605.0,1247.0,-358.0,358.0,,,,
naive,4,30,20,2024-11-19,1605.0,1208.0,-397.0,397.0,,,,
naive,4,30,21,2024-11-20,1605.0,1280.0,-325.0,325.0,,,,
naive,4,30,22,2024-11-21,1605.0,1385.0,-220.0,220.0,,,,
naive,4,30,23,2024-11-22,1605.0,1271.0,-334.0,334.0,,,,
naive,4,30,24,2024-11-23,1605.0,1024.0,-581.0,581.0,,,,
naive,4,30,25,2024-11-24,1605.0,1205.0,-400.0,400.0,,,,
naive,4,30,26,2024-11-25,1605.0,1115.0,-490.0,490.0,,,,
naive,4,30,27,2024-11-26,1605.0,1089.0,-516.0,516.0,,,,
naive,4,30,28,2024-11-27,1605.0,1135.0,-470.0,470.0,,,,
naive,4,30,29,2024-11-28,1605.0,790.0,-815.0,815.0,,,,
naive,4,30,30,2024-11-29,1605.0,979.0,-626.0,626.0,,,,
seasonal_naive_7,4,30,1,2024-10-31,1385.0,1459.0,74.0,74.0,,,,
seasonal_naive_7,4,30,2,2024-11-01,1645.0,1817.0,172.0,172.0,,,,
seasonal_naive_7,4,30,3,2024-11-02,1421.0,1211.0,-210.0,210.0,,,,
seasonal_naive_7,4,30,4,2024-11-03,1410.0,1344.0,-66.0,66.0,,,,
seasonal_naive_7,4,30,5,2024-11-04,1327.0,1361.0,34.0,34.0,,,,
seasonal_naive_7,4,30,6,2024-11-05,1443.0,1482.0,39.0,39.0,,,,
seasonal_naive_7,4,30,7,2024-11-06,1605.0,1217.0,-388.0,388.0,,,,
seasonal_naive_7,4,30,8,2024-11-07,1385.0,1465.0,80.0,80.0,,,,
seasonal_naive_7,4,30,9,2024-11-08,1645.0,1345.0,-300.0,300.0,,,,
seasonal_naive_7,4,30,10,2024-11-09,1421.0,1672.0,251.0,251.0,,,,
seasonal_naive_7,4,30,11,2024-11-10,1410.0,1415.0,5.0,5.0,,,,
seasonal_naive_7,4,30,12,2024-11-11,1327.0,1147.0,-180.0,180.0,,,,
seasonal_naive_7,4,30,13,2024-11-12,1443.0,1332.0,-111.0,111.0,,,,
seasonal_naive_7,4,30,14,2024-11-13,1605.0,1370.0,-235.0,235.0,,,,
seasonal_naive_7,4,30,15,2024-11-14,1385.0,1401.0,16.0,16.0,,,,
seasonal_naive_7,4,30,16,2024-11-15,1645.0,1395.0,-250.0,250.0,,,,
seasonal_naive_7,4,30,17,2024-11-16,1421.0,1437.0,16.0,16.0,,,,
seasonal_naive_7,4,30,18,2024-11-17,1410.0,1184.0,-226.0,226.0,,,,
seasonal_naive_7,4,30,19,2024-11-18,1327.0,1247.0,-80.0,80.0,,,,
seasonal_naive_7,4,30,20,2024-11-19,1443.0,1208.0,-235.0,235.0,,,,
seasonal_naive_7,4,30,21,2024-11-20,1605.0,1280.0,-325.0,325.0,,,,
seasonal_naive_7,4,30,22,2024-11-21,1385.0,1385.0,0.0,0.0,,,,
seasonal_naive_7,4,30,23,2024-11-22,1645.0,1271.0,-374.0,374.0,,,,
seasonal_naive_7,4,30,24,2024-11-23,1421.0,1024.0,-397.0,397.0,,,,
seasonal_naive_7,4,30,25,2024-11-24,1410.0,1205.0,-205.0,205.0,,,,
seasonal_naive_7,4,30,26,2024-11-25,1327.0,1115.0,-212.0,212.0,,,,
seasonal_naive_7,4,30,27,2024-11-26,1443.0,1089.0,-354.0,354.0,,,,
seasonal_naive_7,4,30,28,2024-11-27,1605.0,1135.0,-470.0,470.0,,,,
seasonal_naive_7,4,30,29,2024-11-28,1385.0,790.0,-595.0,595.0,,,,
seasonal_naive_7,4,30,30,2024-11-29,1645.0,979.0,-666.0,666.0,,,,
seasonal_naive_30,4,30,1,2024-10-31,1538.0,1459.0,-79.0,79.0,,,,
seasonal_naive_30,4,30,2,2024-11-01,1760.0,1817.0,57.0,57.0,,,,
seasonal_naive_30,4,30,3,2024-11-02,1694.0,1211.0,-483.0,483.0,,,,
seasonal_naive_30,4,30,4,2024-11-03,1664.0,1344.0,-320.0,320.0,,,,
seasonal_naive_30,4,30,5,2024-11-04,1643.0,1361.0,-282.0,282.0,,,,
seasonal_naive_30,4,30,6,2024-11-05,1458.0,1482.0,24.0,24.0,,,,
seasonal_naive_30,4,30,7,2024-11-06,1548.0,1217.0,-331.0,331.0,,,,
seasonal_naive_30,4,30,8,2024-11-07,1592.0,1465.0,-127.0,127.0,,,,
seasonal_naive_30,4,30,9,2024-11-08,1462.0,1345.0,-117.0,117.0,,,,
seasonal_naive_30,4,30,10,2024-11-09,1588.0,1672.0,84.0,84.0,,,,
seasonal_naive_30,4,30,11,2024-11-10,1625.0,1415.0,-210.0,210.0,,,,
seasonal_naive_30,4,30,12,2024-11-11,1724.0,1147.0,-577.0,577.0,,,,
seasonal_naive_30,4,30,13,2024-11-12,2825.0,1332.0,-1493.0,1493.0,,,,
seasonal_naive_30,4,30,14,2024-11-13,1491.0,1370.0,-121.0,121.0,,,,
seasonal_naive_30,4,30,15,2024-11-14,1482.0,1401.0,-81.0,81.0,,,,
seasonal_naive_30,4,30,16,2024-11-15,1417.0,1395.0,-22.0,22.0,,,,
seasonal_naive_30,4,30,17,2024-11-16,1436.0,1437.0,1.0,1.0,,,,
seasonal_naive_30,4,30,18,2024-11-17,1711.0,1184.0,-527.0,527.0,,,,
seasonal_naive_30,4,30,19,2024-11-18,1478.0,1247.0,-231.0,231.0,,,,
seasonal_naive_30,4,30,20,2024-11-19,1469.0,1208.0,-261.0,261.0,,,,
seasonal_naive_30,4,30,21,2024-11-20,1535.0,1280.0,-255.0,255.0,,,,
seasonal_naive_30,4,30,22,2024-11-21,1609.0,1385.0,-224.0,224.0,,,,
seasonal_naive_30,4,30,23,2024-11-22,1570.0,1271.0,-299.0,299.0,,,,
seasonal_naive_30,4,30,24,2024-11-23,1385.0,1024.0,-361.0,361.0,,,,
seasonal_naive_30,4,30,25,2024-11-24,1645.0,1205.0,-440.0,440.0,,,,
seasonal_naive_30,4,30,26,2024-11-25,1421.0,1115.0,-306.0,306.0,,,,
seasonal_naive_30,4,30,27,2024-11-26,1410.0,1089.0,-321.0,321.0,,,,
seasonal_naive_30,4,30,28,2024-11-27,1327.0,1135.0,-192.0,192.0,,,,
seasonal_naive_30,4,30,29,2024-11-28,1443.0,790.0,-653.0,653.0,,,,
seasonal_naive_30,4,30,30,2024-11-29,1605.0,979.0,-626.0,626.0,,,,
ets,4,30,1,2024-10-31,1497.0059191114246,1459.0,-38.005919111424646,38.005919111424646,,,,
ets,4,30,2,2024-11-01,1546.7521523232365,1817.0,270.2478476767635,270.2478476767635,,,,
ets,4,30,3,2024-11-02,1538.7641451364566,1211.0,-327.7641451364566,327.7641451364566,,,,
ets,4,30,4,2024-11-03,1605.052923919916,1344.0,-261.0529239199161,261.0529239199161,,,,
ets,4,30,5,2024-11-04,1387.5315328754043,1361.0,-26.53153287540431,26.53153287540431,,,,
ets,4,30,6,2024-11-05,1470.4074372278815,1482.0,11.592562772118526,11.592562772118526,,,,
ets,4,30,7,2024-11-06,1465.8636937785977,1217.0,-248.86369377859774,248.86369377859774,,,,
ets,4,30,8,2024-11-07,1497.0059200661267,1465.0,-32.00592006612669,32.00592006612669,,,,
ets,4,30,9,2024-11-08,1546.7521532706787,1345.0,-201.75215327067872,201.75215327067872,,,,
ets,4,30,10,2024-11-09,1538.764146076694,1672.0,133.23585392330597,133.23585392330597,,,,
ets,4,30,11,2024-11-10,1605.0529248530036,1415.0,-190.05292485300356,190.05292485300356,,,,
ets,4,30,12,2024-11-11,1387.5315338013963,1147.0,-240.53153380139634,240.53153380139634,,,,
ets,4,30,13,2024-11-12,1470.407438146832,1332.0,-138.40743814683196,138.40743814683196,,,,
ets,4,30,14,2024-11-13,1465.8636946905604,1370.0,-95.86369469056035,95.86369469056035,,,,
ets,4,30,15,2024-11-14,1497.0059209711544,1401.0,-96.00592097115441,96.00592097115441,,,,
ets,4,30,16,2024-11-15,1546.7521541688243,1395.0,-151.7521541688243,151.7521541688243,,,,
ets,4,30,17,2024-11-16,1538.7641469680098,1437.0,-101.76414696800975,101.76414696800975,,,,
ets,4,30,18,2024-11-17,1605.0529257375415,1184.0,-421.0529257375415,421.0529257375415,,,,
ets,4,30,19,2024-11-18,1387.5315346792079,1247.0,-140.53153467920788,140.53153467920788,,,,
ets,4,30,20,2024-11-19,1470.4074390179685,1208.0,-262.4074390179685,262.4074390179685,,,,
ets,4,30,21,2024-11-20,1465.8636955550724,1280.0,-185.86369555507235,185.86369555507235,,,,
ets,4,30,22,2024-11-21,1497.0059218290924,1385.0,-112.00592182909236,112.00592182909236,,,,
ets,4,30,23,2024-11-22,1546.7521550202382,1271.0,-275.7521550202382,275.7521550202382,,,,
ets,4,30,24,2024-11-23,1538.7641478129494,1024.0,-514.7641478129494,514.7641478129494,,,,
ets,4,30,25,2024-11-24,1605.052926576056,1205.0,-400.05292657605605,400.05292657605605,,,,
ets,4,30,26,2024-11-25,1387.531535511346,1115.0,-272.53153551134596,272.53153551134596,,,,
ets,4,30,27,2024-11-26,1470.4074398437788,1089.0,-381.4074398437788,381.4074398437788,,,,
ets,4,30,28,2024-11-27,1465.8636963746028,1135.0,-330.8636963746028,330.8636963746028,,,,
ets,4,30,29,2024-11-28,1497.005922642391,790.0,-707.0059226423909,707.0059226423909,,,,
ets,4,30,30,2024-11-29,1546.7521558273522,979.0,-567.7521558273522,567.7521558273522,,,,
sarimax_dynamic,4,30,1,2024-10-31,1455.0567084328727,1459.0,3.9432915671272895,3.9432915671272895,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,2,2024-11-01,1495.5913891119653,1817.0,321.4086108880347,321.4086108880347,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,3,2024-11-02,1520.1041657189269,1211.0,-309.1041657189269,309.1041657189269,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,4,2024-11-03,1512.7892161175032,1344.0,-168.7892161175032,168.7892161175032,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,5,2024-11-04,1359.454397699083,1361.0,1.5456023009169257,1.5456023009169257,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,6,2024-11-05,1392.7431848360247,1482.0,89.25681516397526,89.25681516397526,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,7,2024-11-06,1379.3534975005855,1217.0,-162.3534975005855,162.3534975005855,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,8,2024-11-07,1397.3722581038319,1465.0,67.62774189616812,67.62774189616812,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,9,2024-11-08,1437.5118671392443,1345.0,-92.51186713924426,92.51186713924426,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,10,2024-11-09,1461.7390484335424,1672.0,210.2609515664576,210.2609515664576,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,11,2024-11-10,1454.2480531992132,1415.0,-39.248053199213246,39.248053199213246,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,12,2024-11-11,1331.177537485114,1147.0,-184.17753748511404,184.17753748511404,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,13,2024-11-12,1334.1776093340757,1332.0,-2.177609334075669,2.177609334075669,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,14,2024-11-13,1320.938442323632,1370.0,49.06155767636801,49.06155767636801,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,15,2024-11-14,1339.2150518429642,1401.0,61.78494815703584,61.78494815703584,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,16,2024-11-15,1379.718665378837,1395.0,15.281334621163069,15.281334621163069,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,17,2024-11-16,1404.4145931865273,1437.0,32.58540681347267,32.58540681347267,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,18,2024-11-17,1397.4954366691022,1184.0,-213.49543666910222,213.49543666910222,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,19,2024-11-18,1244.766992437449,1247.0,2.233007562550938,2.233007562550938,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,20,2024-11-19,1278.8701964860184,1208.0,-70.87019648601836,70.87019648601836,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,21,2024-11-20,1266.4999607272582,1280.0,13.500039272741787,13.500039272741787,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,22,2024-11-21,1285.7397389172477,1385.0,99.26026108275232,99.26026108275232,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,23,2024-11-22,1327.2980125313995,1271.0,-56.298012531399536,56.298012531399536,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,24,2024-11-23,1353.1371473642198,1024.0,-329.1371473642198,329.1371473642198,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,25,2024-11-24,1347.4466100167472,1205.0,-142.44661001674717,142.44661001674717,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,26,2024-11-25,1196.0288805277316,1115.0,-81.02888052773164,81.02888052773164,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,27,2024-11-26,1231.5214055601484,1089.0,-142.52140556014842,142.52140556014842,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,28,2024-11-27,1220.6154443622936,1135.0,-85.6154443622936,85.6154443622936,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,29,2024-11-28,1271.7216228156226,790.0,-481.7216228156226,481.7216228156226,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
sarimax_dynamic,4,30,30,2024-11-29,1284.551537963299,979.0,-305.5515379632991,305.5515379632991,True,False,,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n"
fourier_dynamic_regression,4,30,1,2024-10-31,1315.690673828125,1459.0,143.309326171875,143.309326171875,,,,
fourier_dynamic_regression,4,30,2,2024-11-01,1357.5563049316406,1817.0,459.4436950683594,459.4436950683594,,,,
fourier_dynamic_regression,4,30,3,2024-11-02,1337.634765625,1211.0,-126.634765625,126.634765625,,,,
fourier_dynamic_regression,4,30,4,2024-11-03,1334.740234375,1344.0,9.259765625,9.259765625,,,,
fourier_dynamic_regression,4,30,5,2024-11-04,1230.0283203125,1361.0,130.9716796875,130.9716796875,,,,
fourier_dynamic_regression,4,30,6,2024-11-05,1269.39453125,1482.0,212.60546875,212.60546875,,,,
fourier_dynamic_regression,4,30,7,2024-11-06,1252.841796875,1217.0,-35.841796875,35.841796875,,,,
fourier_dynamic_regression,4,30,8,2024-11-07,1270.1690673828125,1465.0,194.8309326171875,194.8309326171875,,,,
fourier_dynamic_regression,4,30,9,2024-11-08,1311.5995178222656,1345.0,33.400482177734375,33.400482177734375,,,,
fourier_dynamic_regression,4,30,10,2024-11-09,1298.1796875,1672.0,373.8203125,373.8203125,,,,
fourier_dynamic_regression,4,30,11,2024-11-10,1280.173828125,1415.0,134.826171875,134.826171875,,,,
fourier_dynamic_regression,4,30,12,2024-11-11,1155.7314453125,1147.0,-8.7314453125,8.7314453125,,,,
fourier_dynamic_regression,4,30,13,2024-11-12,1226.2265625,1332.0,105.7734375,105.7734375,,,,
fourier_dynamic_regression,4,30,14,2024-11-13,1208.45751953125,1370.0,161.54248046875,161.54248046875,,,,
fourier_dynamic_regression,4,30,15,2024-11-14,1224.653564453125,1401.0,176.346435546875,176.346435546875,,,,
fourier_dynamic_regression,4,30,16,2024-11-15,1246.9091491699219,1395.0,148.09085083007812,148.09085083007812,,,,
fourier_dynamic_regression,4,30,17,2024-11-16,1256.30859375,1437.0,180.69140625,180.69140625,,,,
fourier_dynamic_regression,4,30,18,2024-11-17,1232.224609375,1184.0,-48.224609375,48.224609375,,,,
fourier_dynamic_regression,4,30,19,2024-11-18,1151.80859375,1247.0,95.19140625,95.19140625,,,,
fourier_dynamic_regression,4,30,20,2024-11-19,1186.03515625,1208.0,21.96484375,21.96484375,,,,
fourier_dynamic_regression,4,30,21,2024-11-20,1168.83349609375,1280.0,111.16650390625,111.16650390625,,,,
fourier_dynamic_regression,4,30,22,2024-11-21,1185.674560546875,1385.0,199.325439453125,199.325439453125,,,,
fourier_dynamic_regression,4,30,23,2024-11-22,1222.4447326660156,1271.0,48.555267333984375,48.555267333984375,,,,
fourier_dynamic_regression,4,30,24,2024-11-23,1225.681640625,1024.0,-201.681640625,201.681640625,,,,
fourier_dynamic_regression,4,30,25,2024-11-24,1204.474609375,1205.0,0.525390625,0.525390625,,,,
fourier_dynamic_regression,4,30,26,2024-11-25,1118.5439453125,1115.0,-3.5439453125,3.5439453125,,,,
fourier_dynamic_regression,4,30,27,2024-11-26,1153.751953125,1089.0,-64.751953125,64.751953125,,,,
fourier_dynamic_regression,4,30,28,2024-11-27,1137.58642578125,1135.0,-2.58642578125,2.58642578125,,,,
fourier_dynamic_regression,4,30,29,2024-11-28,1121.2939453125,790.0,-331.2939453125,331.2939453125,,,,
fourier_dynamic_regression,4,30,30,2024-11-29,1186.6708984375,979.0,-207.6708984375,207.6708984375,,,,
tree_boosting_fallback,4,30,1,2024-10-31,1532.0079292565422,1459.0,-73.00792925654218,73.00792925654218,,,,
tree_boosting_fallback,4,30,2,2024-11-01,1502.3270203418604,1817.0,314.67297965813964,314.67297965813964,,,,
tree_boosting_fallback,4,30,3,2024-11-02,1589.0112800131105,1211.0,-378.01128001311054,378.01128001311054,,,,
tree_boosting_fallback,4,30,4,2024-11-03,1748.4465748041407,1344.0,-404.4465748041407,404.4465748041407,,,,
tree_boosting_fallback,4,30,5,2024-11-04,1513.4278568752873,1361.0,-152.42785687528726,152.42785687528726,,,,
tree_boosting_fallback,4,30,6,2024-11-05,1569.21301969022,1482.0,-87.21301969022011,87.21301969022011,,,,
tree_boosting_fallback,4,30,7,2024-11-06,1431.4295285246658,1217.0,-214.42952852466578,214.42952852466578,,,,
tree_boosting_fallback,4,30,8,2024-11-07,1512.3155120985912,1465.0,-47.31551209859117,47.31551209859117,,,,
tree_boosting_fallback,4,30,9,2024-11-08,1538.24258763366,1345.0,-193.24258763365992,193.24258763365992,,,,
tree_boosting_fallback,4,30,10,2024-11-09,1584.132718783117,1672.0,87.86728121688293,87.86728121688293,,,,
tree_boosting_fallback,4,30,11,2024-11-10,1678.5236332656104,1415.0,-263.52363326561044,263.52363326561044,,,,
tree_boosting_fallback,4,30,12,2024-11-11,1424.2485538584435,1147.0,-277.24855385844353,277.24855385844353,,,,
tree_boosting_fallback,4,30,13,2024-11-12,1473.04137684584,1332.0,-141.04137684583998,141.04137684583998,,,,
tree_boosting_fallback,4,30,14,2024-11-13,1388.8787230043522,1370.0,-18.878723004352196,18.878723004352196,,,,
tree_boosting_fallback,4,30,15,2024-11-14,1391.696066388304,1401.0,9.303933611696038,9.303933611696038,,,,
tree_boosting_fallback,4,30,16,2024-11-15,1403.9215256008329,1395.0,-8.921525600832865,8.921525600832865,,,,
tree_boosting_fallback,4,30,17,2024-11-16,1442.3865733856962,1437.0,-5.386573385696238,5.386573385696238,,,,
tree_boosting_fallback,4,30,18,2024-11-17,1374.9924846456724,1184.0,-190.99248464567245,190.99248464567245,,,,
tree_boosting_fallback,4,30,19,2024-11-18,1189.81450389571,1247.0,57.185496104289996,57.185496104289996,,,,
tree_boosting_fallback,4,30,20,2024-11-19,1353.7016163616047,1208.0,-145.7016163616047,145.7016163616047,,,,
tree_boosting_fallback,4,30,21,2024-11-20,1362.3386935899412,1280.0,-82.33869358994116,82.33869358994116,,,,
tree_boosting_fallback,4,30,22,2024-11-21,1382.4741066571366,1385.0,2.5258933428633554,2.5258933428633554,,,,
tree_boosting_fallback,4,30,23,2024-11-22,1369.1149615247507,1271.0,-98.1149615247507,98.1149615247507,,,,
tree_boosting_fallback,4,30,24,2024-11-23,1397.8983327438223,1024.0,-373.89833274382227,373.89833274382227,,,,
tree_boosting_fallback,4,30,25,2024-11-24,1476.933669818402,1205.0,-271.933669818402,271.933669818402,,,,
tree_boosting_fallback,4,30,26,2024-11-25,1181.2960678744337,1115.0,-66.29606787443367,66.29606787443367,,,,
tree_boosting_fallback,4,30,27,2024-11-26,1243.2943576295786,1089.0,-154.2943576295786,154.2943576295786,,,,
tree_boosting_fallback,4,30,28,2024-11-27,1198.145225719307,1135.0,-63.145225719307064,63.145225719307064,,,,
tree_boosting_fallback,4,30,29,2024-11-28,1274.1457278576734,790.0,-484.14572785767336,484.14572785767336,,,,
tree_boosting_fallback,4,30,30,2024-11-29,1277.3420965223459,979.0,-298.34209652234586,298.34209652234586,,,,
naive,5,30,1,2024-11-07,1217.0,1465.0,248.0,248.0,,,,
naive,5,30,2,2024-11-08,1217.0,1345.0,128.0,128.0,,,,
naive,5,30,3,2024-11-09,1217.0,1672.0,455.0,455.0,,,,
naive,5,30,4,2024-11-10,1217.0,1415.0,198.0,198.0,,,,
naive,5,30,5,2024-11-11,1217.0,1147.0,-70.0,70.0,,,,
naive,5,30,6,2024-11-12,1217.0,1332.0,115.0,115.0,,,,
naive,5,30,7,2024-11-13,1217.0,1370.0,153.0,153.0,,,,
naive,5,30,8,2024-11-14,1217.0,1401.0,184.0,184.0,,,,
naive,5,30,9,2024-11-15,1217.0,1395.0,178.0,178.0,,,,
naive,5,30,10,2024-11-16,1217.0,1437.0,220.0,220.0,,,,
naive,5,30,11,2024-11-17,1217.0,1184.0,-33.0,33.0,,,,
naive,5,30,12,2024-11-18,1217.0,1247.0,30.0,30.0,,,,
naive,5,30,13,2024-11-19,1217.0,1208.0,-9.0,9.0,,,,
naive,5,30,14,2024-11-20,1217.0,1280.0,63.0,63.0,,,,
naive,5,30,15,2024-11-21,1217.0,1385.0,168.0,168.0,,,,
naive,5,30,16,2024-11-22,1217.0,1271.0,54.0,54.0,,,,
naive,5,30,17,2024-11-23,1217.0,1024.0,-193.0,193.0,,,,
naive,5,30,18,2024-11-24,1217.0,1205.0,-12.0,12.0,,,,
naive,5,30,19,2024-11-25,1217.0,1115.0,-102.0,102.0,,,,
naive,5,30,20,2024-11-26,1217.0,1089.0,-128.0,128.0,,,,
naive,5,30,21,2024-11-27,1217.0,1135.0,-82.0,82.0,,,,
naive,5,30,22,2024-11-28,1217.0,790.0,-427.0,427.0,,,,
naive,5,30,23,2024-11-29,1217.0,979.0,-238.0,238.0,,,,
naive,5,30,24,2024-11-30,1217.0,1163.0,-54.0,54.0,,,,
naive,5,30,25,2024-12-01,1217.0,1042.0,-175.0,175.0,,,,
naive,5,30,26,2024-12-02,1217.0,1061.0,-156.0,156.0,,,,
naive,5,30,27,2024-12-03,1217.0,1190.0,-27.0,27.0,,,,
naive,5,30,28,2024-12-04,1217.0,1113.0,-104.0,104.0,,,,
naive,5,30,29,2024-12-05,1217.0,1079.0,-138.0,138.0,,,,
naive,5,30,30,2024-12-06,1217.0,1003.0,-214.0,214.0,,,,
seasonal_naive_7,5,30,1,2024-11-07,1459.0,1465.0,6.0,6.0,,,,
seasonal_naive_7,5,30,2,2024-11-08,1817.0,1345.0,-472.0,472.0,,,,
seasonal_naive_7,5,30,3,2024-11-09,1211.0,1672.0,461.0,461.0,,,,
seasonal_naive_7,5,30,4,2024-11-10,1344.0,1415.0,71.0,71.0,,,,
seasonal_naive_7,5,30,5,2024-11-11,1361.0,1147.0,-214.0,214.0,,,,
seasonal_naive_7,5,30,6,2024-11-12,1482.0,1332.0,-150.0,150.0,,,,
seasonal_naive_7,5,30,7,2024-11-13,1217.0,1370.0,153.0,153.0,,,,
seasonal_naive_7,5,30,8,2024-11-14,1459.0,1401.0,-58.0,58.0,,,,
seasonal_naive_7,5,30,9,2024-11-15,1817.0,1395.0,-422.0,422.0,,,,
seasonal_naive_7,5,30,10,2024-11-16,1211.0,1437.0,226.0,226.0,,,,
seasonal_naive_7,5,30,11,2024-11-17,1344.0,1184.0,-160.0,160.0,,,,
seasonal_naive_7,5,30,12,2024-11-18,1361.0,1247.0,-114.0,114.0,,,,
seasonal_naive_7,5,30,13,2024-11-19,1482.0,1208.0,-274.0,274.0,,,,
seasonal_naive_7,5,30,14,2024-11-20,1217.0,1280.0,63.0,63.0,,,,
seasonal_naive_7,5,30,15,2024-11-21,1459.0,1385.0,-74.0,74.0,,,,
seasonal_naive_7,5,30,16,2024-11-22,1817.0,1271.0,-546.0,546.0,,,,
seasonal_naive_7,5,30,17,2024-11-23,1211.0,1024.0,-187.0,187.0,,,,
seasonal_naive_7,5,30,18,2024-11-24,1344.0,1205.0,-139.0,139.0,,,,
seasonal_naive_7,5,30,19,2024-11-25,1361.0,1115.0,-246.0,246.0,,,,
seasonal_naive_7,5,30,20,2024-11-26,1482.0,1089.0,-393.0,393.0,,,,
seasonal_naive_7,5,30,21,2024-11-27,1217.0,1135.0,-82.0,82.0,,,,
seasonal_naive_7,5,30,22,2024-11-28,1459.0,790.0,-669.0,669.0,,,,
