date,target,missing_period_flag,series_scope
2021-07-12,546,0,system_level
2021-07-13,567,0,system_level
2021-07-14,538,0,system_level
2021-07-15,505,0,system_level
2021-07-16,614,0,system_level
2021-07-17,722,0,system_level
2021-07-18,649,0,system_level
2021-07-19,516,0,system_level
2021-07-20,626,0,system_level
2021-07-21,636,0,system_level
2021-07-22,557,0,system_level
2021-07-23,660,0,system_level
2021-07-24,686,0,system_level
2021-07-25,756,0,system_level
2021-07-26,597,0,system_level
2021-07-27,688,0,system_level
2021-07-28,625,0,system_level
2021-07-29,572,0,system_level
2021-07-30,682,0,system_level
2021-07-31,755,0,system_level
2021-08-01,677,0,system_level
2021-08-02,549,0,system_level
2021-08-03,688,0,system_level
2021-08-04,649,0,system_level
2021-08-05,522,0,system_level
2021-08-06,673,0,system_level
2021-08-07,700,0,system_level
2021-08-08,647,0,system_level
2021-08-09,539,0,system_level
2021-08-10,611,0,system_level
2021-08-11,576,0,system_level
2021-08-12,641,0,system_level
2021-08-13,700,0,system_level
2021-08-14,683,0,system_level
2021-08-15,748,0,system_level
2021-08-16,549,0,system_level
2021-08-17,628,0,system_level
2021-08-18,550,0,system_level
2021-08-19,673,0,system_level
2021-08-20,706,0,system_level
2021-08-21,684,0,system_level
2021-08-22,651,0,system_level
2021-08-23,613,0,system_level
2021-08-24,568,0,system_level
2021-08-25,602,0,system_level
2021-08-26,609,0,system_level
2021-08-27,639,0,system_level
2021-08-28,642,0,system_level
2021-08-29,611,0,system_level
2021-08-30,566,0,system_level
2021-08-31,498,0,system_level
2021-09-01,487,0,system_level
2021-09-02,529,0,system_level
2021-09-03,613,0,system_level
2021-09-04,748,0,system_level
2021-09-05,683,0,system_level
2021-09-06,625,0,system_level
2021-09-07,542,0,system_level
2021-09-08,555,0,system_level
2021-09-09,599,0,system_level
2021-09-10,632,0,system_level
2021-09-11,664,0,system_level
2021-09-12,618,0,system_level
2021-09-13,462,0,system_level
2021-09-14,533,0,system_level
2021-09-15,571,0,system_level
2021-09-16,514,0,system_level
2021-09-17,558,0,system_level
2021-09-18,698,0,system_level
2021-09-19,607,0,system_level
2021-09-20,539,0,system_level
2021-09-21,498,0,system_level
2021-09-22,473,0,system_level
2021-09-23,529,0,system_level
2021-09-24,652,0,system_level
2021-09-25,722,0,system_level
2021-09-26,559,0,system_level
2021-09-27,503,0,system_level
2021-09-28,571,0,system_level
2021-09-29,632,0,system_level
2021-09-30,584,0,system_level
2021-10-01,660,0,system_level
2021-10-02,707,0,system_level
2021-10-03,629,0,system_level
2021-10-04,507,0,system_level
2021-10-05,608,0,system_level
2021-10-06,567,0,system_level
2021-10-07,518,0,system_level
2021-10-08,590,0,system_level
2021-10-09,745,0,system_level
2021-10-10,1540,0,system_level
2021-10-11,530,0,system_level
2021-10-12,526,0,system_level
2021-10-13,532,0,system_level
2021-10-14,531,0,system_level
2021-10-15,588,0,system_level
2021-10-16,713,0,system_level
2021-10-17,563,0,system_level
2021-10-18,455,0,system_level
2021-10-19,465,0,system_level
2021-10-20,512,0,system_level
2021-10-21,618,0,system_level
2021-10-22,567,0,system_level
2021-10-23,597,0,system_level
2021-10-24,611,0,system_level
2021-10-25,225,0,system_level
2021-10-26,504,0,system_level
2021-10-27,493,0,system_level
2021-10-28,569,0,system_level
2021-10-29,582,0,system_level
2021-10-30,669,0,system_level
2021-10-31,530,0,system_level
2021-11-01,419,0,system_level
2021-11-02,493,0,system_level
2021-11-03,475,0,system_level
2021-11-04,457,0,system_level
2021-11-05,508,0,system_level
2021-11-06,551,0,system_level
2021-11-07,522,0,system_level
2021-11-08,496,0,system_level
2021-11-09,479,0,system_level
2021-11-10,518,0,system_level
2021-11-11,600,0,system_level
2021-11-12,672,0,system_level
2021-11-13,727,0,system_level
2021-11-14,601,0,system_level
2021-11-15,506,0,system_level
2021-11-16,470,0,system_level
2021-11-17,367,0,system_level
2021-11-18,409,0,system_level
2021-11-19,506,0,system_level
2021-11-20,550,0,system_level
2021-11-21,616,0,system_level
2021-11-22,449,0,system_level
2021-11-23,427,0,system_level
2021-11-24,418,0,system_level
2021-11-25,314,0,system_level
2021-11-26,369,0,system_level
2021-11-27,420,0,system_level
2021-11-28,474,0,system_level
2021-11-29,340,0,system_level
2021-11-30,418,0,system_level
2021-12-01,411,0,system_level
2021-12-02,384,0,system_level
2021-12-03,384,0,system_level
2021-12-04,420,0,system_level
2021-12-05,673,0,system_level
2021-12-06,367,0,system_level
2021-12-07,360,0,system_level
2021-12-08,447,0,system_level
2021-12-09,310,0,system_level
2021-12-10,445,0,system_level
2021-12-11,494,0,system_level
2021-12-12,430,0,system_level
2021-12-13,319,0,system_level
2021-12-14,128,0,system_level
2021-12-15,305,0,system_level
2021-12-16,344,0,system_level
2021-12-17,483,0,system_level
2021-12-18,467,0,system_level
2021-12-19,373,0,system_level
2021-12-20,361,0,system_level
2021-12-21,428,0,system_level
2021-12-22,402,0,system_level
2021-12-23,83,0,system_level
2021-12-24,257,0,system_level
2021-12-25,164,0,system_level
2021-12-26,379,0,system_level
2021-12-27,187,0,system_level
2021-12-28,370,0,system_level
2021-12-29,89,0,system_level
2021-12-30,66,0,system_level
2021-12-31,397,0,system_level
2022-01-01,415,0,system_level
2022-01-02,484,0,system_level
2022-01-03,433,0,system_level
2022-01-04,405,0,system_level
2022-01-05,531,0,system_level
2022-01-06,421,0,system_level
2022-01-07,471,0,system_level
2022-01-08,582,0,system_level
2022-01-09,583,0,system_level
2022-01-10,521,0,system_level
2022-01-11,622,0,system_level
2022-01-12,560,0,system_level
2022-01-13,456,0,system_level
2022-01-14,597,0,system_level
2022-01-15,483,0,system_level
2022-01-16,716,0,system_level
2022-01-17,472,0,system_level
2022-01-18,503,0,system_level
2022-01-19,559,0,system_level
2022-01-20,575,0,system_level
2022-01-21,591,0,system_level
2022-01-22,745,0,system_level
2022-01-23,664,0,system_level
2022-01-24,677,0,system_level
2022-01-25,602,0,system_level
2022-01-26,587,0,system_level
2022-01-27,700,0,system_level
2022-01-28,643,0,system_level
2022-01-29,774,0,system_level
2022-01-30,728,0,system_level
2022-01-31,540,0,system_level
2022-02-01,579,0,system_level
2022-02-02,669,0,system_level
2022-02-03,559,0,system_level
2022-02-04,714,0,system_level
2022-02-05,847,0,system_level
2022-02-06,829,0,system_level
2022-02-07,659,0,system_level
2022-02-08,681,0,system_level
2022-02-09,640,0,system_level
2022-02-10,734,0,system_level
2022-02-11,732,0,system_level
2022-02-12,805,0,system_level
2022-02-13,691,0,system_level
2022-02-14,633,0,system_level
2022-02-15,390,0,system_level
2022-02-16,574,0,system_level
2022-02-17,588,0,system_level
2022-02-18,641,0,system_level
2022-02-19,839,0,system_level
2022-02-20,623,0,system_level
2022-02-21,581,0,system_level
2022-02-22,362,0,system_level
2022-02-23,521,0,system_level
2022-02-24,502,0,system_level
2022-02-25,569,0,system_level
2022-02-26,747,0,system_level
2022-02-27,674,0,system_level
2022-02-28,570,0,system_level
2022-03-01,560,0,system_level
2022-03-02,572,0,system_level
2022-03-03,568,0,system_level
2022-03-04,610,0,system_level
2022-03-05,480,0,system_level
2022-03-06,581,0,system_level
2022-03-07,543,0,system_level
2022-03-08,552,0,system_level
2022-03-09,566,0,system_level
2022-03-10,655,0,system_level
2022-03-11,747,0,system_level
2022-03-12,784,0,system_level
2022-03-13,669,0,system_level
2022-03-14,601,0,system_level
2022-03-15,642,0,system_level
2022-03-16,600,0,system_level
2022-03-17,604,0,system_level
2022-03-18,673,0,system_level
2022-03-19,714,0,system_level
2022-03-20,733,0,system_level
2022-03-21,713,0,system_level
2022-03-22,687,0,system_level
2022-03-23,631,0,system_level
2022-03-24,632,0,system_level
2022-03-25,647,0,system_level
2022-03-26,830,0,system_level
2022-03-27,770,0,system_level
2022-03-28,197,0,system_level
2022-03-29,569,0,system_level
2022-03-30,588,0,system_level
2022-03-31,558,0,system_level
2022-04-01,729,0,system_level
2022-04-02,721,0,system_level
2022-04-03,660,0,system_level
2022-04-04,574,0,system_level
2022-04-05,668,0,system_level
2022-04-06,667,0,system_level
2022-04-07,627,0,system_level
2022-04-08,690,0,system_level
2022-04-09,777,0,system_level
2022-04-10,740,0,system_level
2022-04-11,522,0,system_level
2022-04-12,552,0,system_level
2022-04-13,526,0,system_level
2022-04-14,590,0,system_level
2022-04-15,623,0,system_level
2022-04-16,592,0,system_level
2022-04-17,643,0,system_level
2022-04-18,583,0,system_level
2022-04-19,618,0,system_level
2022-04-20,654,0,system_level
2022-04-21,636,0,system_level
2022-04-22,812,0,system_level
2022-04-23,616,0,system_level
2022-04-24,734,0,system_level
2022-04-25,633,0,system_level
2022-04-26,671,0,system_level
2022-04-27,657,0,system_level
2022-04-28,674,0,system_level
2022-04-29,730,0,system_level
2022-04-30,875,0,system_level
2022-05-01,825,0,system_level
2022-05-02,706,0,system_level
2022-05-03,754,0,system_level
2022-05-04,696,0,system_level
2022-05-05,732,0,system_level
2022-05-06,766,0,system_level
2022-05-07,898,0,system_level
2022-05-08,804,0,system_level
2022-05-09,666,0,system_level
2022-05-10,699,0,system_level
2022-05-11,613,0,system_level
2022-05-12,747,0,system_level
2022-05-13,872,0,system_level
2022-05-14,874,0,system_level
2022-05-15,836,0,system_level
2022-05-16,668,0,system_level
2022-05-17,688,0,system_level
2022-05-18,647,0,system_level
2022-05-19,657,0,system_level
2022-05-20,595,0,system_level
2022-05-21,821,0,system_level
2022-05-22,920,0,system_level
2022-05-23,691,0,system_level
2022-05-24,744,0,system_level
2022-05-25,615,0,system_level
2022-05-26,664,0,system_level
2022-05-27,799,0,system_level
2022-05-28,897,0,system_level
2022-05-29,921,0,system_level
2022-05-30,857,0,system_level
2022-05-31,695,0,system_level
2022-06-01,710,0,system_level
2022-06-02,787,0,system_level
2022-06-03,778,0,system_level
2022-06-04,743,0,system_level
2022-06-05,885,0,system_level
2022-06-06,855,0,system_level
2022-06-07,869,0,system_level
2022-06-08,846,0,system_level
2022-06-09,791,0,system_level
2022-06-10,865,0,system_level
2022-06-11,891,0,system_level
2022-06-12,837,0,system_level
2022-06-13,740,0,system_level
2022-06-14,836,0,system_level
2022-06-15,732,0,system_level
2022-06-16,815,0,system_level
2022-06-17,780,0,system_level
2022-06-18,953,0,system_level
2022-06-19,791,0,system_level
2022-06-20,771,0,system_level
2022-06-21,756,0,system_level
2022-06-22,742,0,system_level
2022-06-23,692,0,system_level
2022-06-24,812,0,system_level
2022-06-25,935,0,system_level
2022-06-26,849,0,system_level
2022-06-27,723,0,system_level
2022-06-28,783,0,system_level
2022-06-29,750,0,system_level
2022-06-30,814,0,system_level
2022-07-01,871,0,system_level
2022-07-02,701,0,system_level
2022-07-03,867,0,system_level
2022-07-04,1025,0,system_level
2022-07-05,762,0,system_level
2022-07-06,754,0,system_level
2022-07-07,858,0,system_level
2022-07-08,801,0,system_level
2022-07-09,898,0,system_level
2022-07-10,1047,0,system_level
2022-07-11,709,0,system_level
2022-07-12,688,0,system_level
2022-07-13,785,0,system_level
2022-07-14,846,0,system_level
2022-07-15,873,0,system_level
2022-07-16,893,0,system_level
2022-07-17,936,0,system_level
2022-07-18,732,0,system_level
2022-07-19,785,0,system_level
2022-07-20,770,0,system_level
2022-07-21,839,0,system_level
2022-07-22,981,0,system_level
2022-07-23,1086,0,system_level
2022-07-24,969,0,system_level
2022-07-25,776,0,system_level
2022-07-26,875,0,system_level
2022-07-27,776,0,system_level
2022-07-28,879,0,system_level
2022-07-29,951,0,system_level
2022-07-30,926,0,system_level
2022-07-31,844,0,system_level
2022-08-01,760,0,system_level
2022-08-02,803,0,system_level
2022-08-03,830,0,system_level
2022-08-04,846,0,system_level
2022-08-05,912,0,system_level
2022-08-06,1094,0,system_level
2022-08-07,912,0,system_level
2022-08-08,980,0,system_level
2022-08-09,796,0,system_level
2022-08-10,830,0,system_level
2022-08-11,812,0,system_level
2022-08-12,889,0,system_level
2022-08-13,861,0,system_level
2022-08-14,936,0,system_level
2022-08-15,812,0,system_level
2022-08-16,877,0,system_level
2022-08-17,844,0,system_level
2022-08-18,875,0,system_level
2022-08-19,920,0,system_level
2022-08-20,878,0,system_level
2022-08-21,1820,0,system_level
2022-08-22,880,0,system_level
2022-08-23,869,0,system_level
2022-08-24,827,0,system_level
2022-08-25,869,0,system_level
2022-08-26,861,0,system_level
2022-08-27,1020,0,system_level
2022-08-28,938,0,system_level
2022-08-29,806,0,system_level
2022-08-30,768,0,system_level
2022-08-31,812,0,system_level
2022-09-01,738,0,system_level
2022-09-02,934,0,system_level
2022-09-03,865,0,system_level
2022-09-04,912,0,system_level
2022-09-05,734,0,system_level
2022-09-06,719,0,system_level
2022-09-07,702,0,system_level
2022-09-08,804,0,system_level
2022-09-09,665,0,system_level
2022-09-10,910,0,system_level
2022-09-11,954,0,system_level
2022-09-12,862,0,system_level
2022-09-13,969,0,system_level
2022-09-14,1001,0,system_level
2022-09-15,1022,0,system_level
2022-09-16,1094,0,system_level
2022-09-17,1361,0,system_level
2022-09-18,1168,0,system_level
2022-09-19,1036,0,system_level
2022-09-20,1005,0,system_level
2022-09-21,982,0,system_level
2022-09-22,1011,0,system_level
2022-09-23,1203,0,system_level
2022-09-24,1246,0,system_level
2022-09-25,1038,0,system_level
2022-09-26,1049,0,system_level
2022-09-27,990,0,system_level
2022-09-28,989,0,system_level
2022-09-29,1005,0,system_level
2022-09-30,1048,0,system_level
2022-10-01,1206,0,system_level
2022-10-02,1103,0,system_level
2022-10-03,921,0,system_level
2022-10-04,1002,0,system_level
2022-10-05,953,0,system_level
2022-10-06,948,0,system_level
2022-10-07,1041,0,system_level
2022-10-08,1220,0,system_level
2022-10-09,2289,0,system_level
2022-10-10,931,0,system_level
2022-10-11,995,0,system_level
2022-10-12,991,0,system_level
2022-10-13,948,0,system_level
2022-10-14,1104,0,system_level
2022-10-15,926,0,system_level
2022-10-16,1039,0,system_level
2022-10-17,865,0,system_level
2022-10-18,923,0,system_level
2022-10-19,947,0,system_level
2022-10-20,909,0,system_level
2022-10-21,1091,0,system_level
2022-10-22,1123,0,system_level
2022-10-23,1039,0,system_level
2022-10-24,958,0,system_level
2022-10-25,1065,0,system_level
2022-10-26,1137,0,system_level
2022-10-27,1022,0,system_level
2022-10-28,1130,0,system_level
2022-10-29,1071,0,system_level
2022-10-30,996,0,system_level
2022-10-31,850,0,system_level
2022-11-01,847,0,system_level
2022-11-02,588,0,system_level
2022-11-03,771,0,system_level
2022-11-04,930,0,system_level
2022-11-05,1057,0,system_level
2022-11-06,913,0,system_level
2022-11-07,491,0,system_level
2022-11-08,434,0,system_level
2022-11-09,793,0,system_level
2022-11-10,815,0,system_level
2022-11-11,935,0,system_level
2022-11-12,950,0,system_level
2022-11-13,953,0,system_level
2022-11-14,869,0,system_level
2022-11-15,884,0,system_level
2022-11-16,774,0,system_level
2022-11-17,830,0,system_level
2022-11-18,853,0,system_level
2022-11-19,946,0,system_level
2022-11-20,785,0,system_level
2022-11-21,809,0,system_level
2022-11-22,721,0,system_level
2022-11-23,694,0,system_level
2022-11-24,627,0,system_level
2022-11-25,770,0,system_level
2022-11-26,871,0,system_level
2022-11-27,837,0,system_level
2022-11-28,641,0,system_level
2022-11-29,718,0,system_level
2022-11-30,657,0,system_level
2022-12-01,633,0,system_level
2022-12-02,483,0,system_level
2022-12-03,1000,0,system_level
2022-12-04,896,0,system_level
2022-12-05,844,0,system_level
2022-12-06,748,0,system_level
2022-12-07,731,0,system_level
2022-12-08,821,0,system_level
2022-12-09,823,0,system_level
2022-12-10,837,0,system_level
2022-12-11,554,0,system_level
2022-12-12,623,0,system_level
2022-12-13,729,0,system_level
2022-12-14,666,0,system_level
2022-12-15,737,0,system_level
2022-12-16,794,0,system_level
2022-12-17,785,0,system_level
2022-12-18,666,0,system_level
2022-12-19,780,0,system_level
2022-12-20,645,0,system_level
2022-12-21,714,0,system_level
2022-12-22,646,0,system_level
2022-12-23,680,0,system_level
2022-12-24,772,0,system_level
2022-12-25,884,0,system_level
2022-12-26,806,0,system_level
2022-12-27,384,0,system_level
2022-12-28,851,0,system_level
2022-12-29,726,0,system_level
2022-12-30,682,0,system_level
2022-12-31,252,0,system_level
2023-01-01,630,0,system_level
2023-01-02,477,0,system_level
2023-01-03,572,0,system_level
2023-01-04,299,0,system_level
2023-01-05,475,0,system_level
2023-01-06,842,0,system_level
2023-01-07,827,0,system_level
2023-01-08,828,0,system_level
2023-01-09,166,0,system_level
2023-01-10,510,0,system_level
2023-01-11,766,0,system_level
2023-01-12,944,0,system_level
2023-01-13,975,0,system_level
2023-01-14,196,0,system_level
2023-01-15,615,0,system_level
2023-01-16,684,0,system_level
2023-01-17,835,0,system_level
2023-01-18,729,0,system_level
2023-01-19,818,0,system_level
2023-01-20,913,0,system_level
2023-01-21,1104,0,system_level
2023-01-22,824,0,system_level
2023-01-23,711,0,system_level
2023-01-24,858,0,system_level
2023-01-25,786,0,system_level
2023-01-26,915,0,system_level
2023-01-27,1026,0,system_level
2023-01-28,1095,0,system_level
2023-01-29,833,0,system_level
2023-01-30,595,0,system_level
2023-01-31,899,0,system_level
2023-02-01,858,0,system_level
2023-02-02,854,0,system_level
2023-02-03,912,0,system_level
2023-02-04,1288,0,system_level
2023-02-05,964,0,system_level
2023-02-06,915,0,system_level
2023-02-07,948,0,system_level
2023-02-08,940,0,system_level
2023-02-09,957,0,system_level
2023-02-10,1065,0,system_level
2023-02-11,973,0,system_level
2023-02-12,939,0,system_level
2023-02-13,851,0,system_level
2023-02-14,861,0,system_level
2023-02-15,877,0,system_level
2023-02-16,887,0,system_level
2023-02-17,934,0,system_level
2023-02-18,992,0,system_level
2023-02-19,1093,0,system_level
2023-02-20,1041,0,system_level
2023-02-21,906,0,system_level
2023-02-22,738,0,system_level
2023-02-23,634,0,system_level
2023-02-24,147,0,system_level
2023-02-25,223,0,system_level
2023-02-26,732,0,system_level
2023-02-27,423,0,system_level
2023-02-28,640,0,system_level
2023-03-01,618,0,system_level
2023-03-02,860,0,system_level
2023-03-03,849,0,system_level
2023-03-04,979,0,system_level
2023-03-05,721,0,system_level
2023-03-06,863,0,system_level
2023-03-07,798,0,system_level
2023-03-08,836,0,system_level
2023-03-09,834,0,system_level
2023-03-10,248,0,system_level
2023-03-11,610,0,system_level
2023-03-12,891,0,system_level
2023-03-13,889,0,system_level
2023-03-14,286,0,system_level
2023-03-15,644,0,system_level
2023-03-16,931,0,system_level
2023-03-17,943,0,system_level
2023-03-18,1146,0,system_level
2023-03-19,600,0,system_level
2023-03-20,809,0,system_level
2023-03-21,306,0,system_level
2023-03-22,527,0,system_level
2023-03-23,825,0,system_level
2023-03-24,890,0,system_level
2023-03-25,1109,0,system_level
2023-03-26,984,0,system_level
2023-03-27,930,0,system_level
2023-03-28,1003,0,system_level
2023-03-29,732,0,system_level
2023-03-30,644,0,system_level
2023-03-31,937,0,system_level
2023-04-01,1143,0,system_level
2023-04-02,1056,0,system_level
2023-04-03,699,0,system_level
2023-04-04,808,0,system_level
2023-04-05,889,0,system_level
2023-04-06,966,0,system_level
2023-04-07,1066,0,system_level
2023-04-08,1126,0,system_level
2023-04-09,937,0,system_level
2023-04-10,891,0,system_level
2023-04-11,906,0,system_level
2023-04-12,817,0,system_level
2023-04-13,809,0,system_level
2023-04-14,889,0,system_level
2023-04-15,1157,0,system_level
2023-04-16,1233,0,system_level
2023-04-17,910,0,system_level
2023-04-18,942,0,system_level
2023-04-19,1011,0,system_level
2023-04-20,1150,0,system_level
2023-04-21,1180,0,system_level
2023-04-22,1475,0,system_level
2023-04-23,1230,0,system_level
2023-04-24,931,0,system_level
2023-04-25,985,0,system_level
2023-04-26,929,0,system_level
2023-04-27,990,0,system_level
2023-04-28,1057,0,system_level
2023-04-29,1089,0,system_level
2023-04-30,1065,0,system_level
2023-05-01,1052,0,system_level
2023-05-02,1133,0,system_level
2023-05-03,1221,0,system_level
2023-05-04,1041,0,system_level
2023-05-05,1167,0,system_level
2023-05-06,1375,0,system_level
2023-05-07,1340,0,system_level
2023-05-08,1180,0,system_level
2023-05-09,1087,0,system_level
2023-05-10,1191,0,system_level
2023-05-11,1281,0,system_level
2023-05-12,1225,0,system_level
2023-05-13,1301,0,system_level
2023-05-14,1236,0,system_level
2023-05-15,1018,0,system_level
2023-05-16,1183,0,system_level
2023-05-17,1103,0,system_level
2023-05-18,1299,0,system_level
2023-05-19,1321,0,system_level
2023-05-20,1377,0,system_level
2023-05-21,1421,0,system_level
2023-05-22,1072,0,system_level
2023-05-23,1122,0,system_level
2023-05-24,1094,0,system_level
2023-05-25,1282,0,system_level
2023-05-26,1281,0,system_level
2023-05-27,1745,0,system_level
2023-05-28,1395,0,system_level
2023-05-29,1530,0,system_level
2023-05-30,1186,0,system_level
2023-05-31,1180,0,system_level
2023-06-01,1151,0,system_level
2023-06-02,1274,0,system_level
2023-06-03,1631,0,system_level
2023-06-04,1363,0,system_level
2023-06-05,1029,0,system_level
2023-06-06,1180,0,system_level
2023-06-07,1341,0,system_level
2023-06-08,1344,0,system_level
2023-06-09,1334,0,system_level
2023-06-10,1227,0,system_level
2023-06-11,1258,0,system_level
2023-06-12,1226,0,system_level
2023-06-13,1072,0,system_level
2023-06-14,1118,0,system_level
2023-06-15,1169,0,system_level
2023-06-16,1379,0,system_level
2023-06-17,1578,0,system_level
2023-06-18,1831,0,system_level
2023-06-19,1206,0,system_level
2023-06-20,1302,0,system_level
2023-06-21,1300,0,system_level
2023-06-22,1208,0,system_level
2023-06-23,1338,0,system_level
2023-06-24,1572,0,system_level
2023-06-25,1408,0,system_level
2023-06-26,1158,0,system_level
2023-06-27,1250,0,system_level
2023-06-28,1136,0,system_level
2023-06-29,1196,0,system_level
2023-06-30,1337,0,system_level
2023-07-01,1276,0,system_level
2023-07-02,1285,0,system_level
2023-07-03,1509,0,system_level
2023-07-04,1522,0,system_level
2023-07-05,1180,0,system_level
2023-07-06,1138,0,system_level
2023-07-07,1206,0,system_level
2023-07-08,1372,0,system_level
2023-07-09,1251,0,system_level
2023-07-10,1193,0,system_level
2023-07-11,1238,0,system_level
2023-07-12,1155,0,system_level
2023-07-13,1329,0,system_level
2023-07-14,1264,0,system_level
2023-07-15,1343,0,system_level
2023-07-16,1433,0,system_level
2023-07-17,1257,0,system_level
2023-07-18,1318,0,system_level
2023-07-19,1218,0,system_level
2023-07-20,1327,0,system_level
2023-07-21,1423,0,system_level
2023-07-22,1487,0,system_level
2023-07-23,1263,0,system_level
2023-07-24,1242,0,system_level
2023-07-25,1254,0,system_level
2023-07-26,1295,0,system_level
2023-07-27,1257,0,system_level
2023-07-28,1288,0,system_level
2023-07-29,1369,0,system_level
2023-07-30,1327,0,system_level
2023-07-31,1199,0,system_level
2023-08-01,1341,0,system_level
2023-08-02,1332,0,system_level
2023-08-03,1335,0,system_level
2023-08-04,1368,0,system_level
2023-08-05,1573,0,system_level
2023-08-06,1347,0,system_level
2023-08-07,1302,0,system_level
2023-08-08,1336,0,system_level
2023-08-09,1227,0,system_level
2023-08-10,1411,0,system_level
2023-08-11,1479,0,system_level
2023-08-12,1476,0,system_level
2023-08-13,1481,0,system_level
2023-08-14,1344,0,system_level
2023-08-15,1435,0,system_level
2023-08-16,1439,0,system_level
2023-08-17,1315,0,system_level
2023-08-18,1453,0,system_level
2023-08-19,1480,0,system_level
2023-08-20,195,0,system_level
2023-08-21,1177,0,system_level
2023-08-22,1312,0,system_level
2023-08-23,1343,0,system_level
2023-08-24,1334,0,system_level
2023-08-25,1389,0,system_level
2023-08-26,1399,0,system_level
2023-08-27,1310,0,system_level
2023-08-28,1330,0,system_level
2023-08-29,1363,0,system_level
2023-08-30,1087,0,system_level
2023-08-31,1472,0,system_level
2023-09-01,1650,0,system_level
2023-09-02,1461,0,system_level
2023-09-03,1668,0,system_level
2023-09-04,1588,0,system_level
2023-09-05,1511,0,system_level
2023-09-06,1519,0,system_level
2023-09-07,1466,0,system_level
2023-09-08,1478,0,system_level
2023-09-09,1527,0,system_level
2023-09-10,1454,0,system_level
2023-09-11,1402,0,system_level
2023-09-12,1584,0,system_level
2023-09-13,1582,0,system_level
2023-09-14,1595,0,system_level
2023-09-15,1643,0,system_level
2023-09-16,1416,0,system_level
2023-09-17,1403,0,system_level
2023-09-18,1601,0,system_level
2023-09-19,1546,0,system_level
2023-09-20,1571,0,system_level
2023-09-21,1425,0,system_level
2023-09-22,1690,0,system_level
2023-09-23,1699,0,system_level
2023-09-24,1803,0,system_level
2023-09-25,1570,0,system_level
2023-09-26,1706,0,system_level
2023-09-27,1839,0,system_level
2023-09-28,1625,0,system_level
2023-09-29,1652,0,system_level
2023-09-30,1615,0,system_level
2023-10-01,1546,0,system_level
2023-10-02,1631,0,system_level
2023-10-03,1658,0,system_level
2023-10-04,1796,0,system_level
2023-10-05,1694,0,system_level
2023-10-06,1685,0,system_level
2023-10-07,1602,0,system_level
2023-10-08,1494,0,system_level
2023-10-09,1485,0,system_level
2023-10-10,1581,0,system_level
2023-10-11,1628,0,system_level
2023-10-12,1716,0,system_level
2023-10-13,1698,0,system_level
2023-10-14,1686,0,system_level
2023-10-15,2741,0,system_level
2023-10-16,1430,0,system_level
2023-10-17,1503,0,system_level
2023-10-18,1464,0,system_level
2023-10-19,1532,0,system_level
2023-10-20,1547,0,system_level
2023-10-21,1556,0,system_level
2023-10-22,1371,0,system_level
2023-10-23,1347,0,system_level
2023-10-24,1488,0,system_level
2023-10-25,1373,0,system_level
2023-10-26,1489,0,system_level
2023-10-27,1491,0,system_level
2023-10-28,1632,0,system_level
2023-10-29,1537,0,system_level
2023-10-30,1598,0,system_level
2023-10-31,1411,0,system_level
2023-11-01,1493,0,system_level
2023-11-02,1580,0,system_level
2023-11-03,1439,0,system_level
2023-11-04,1486,0,system_level
2023-11-05,1321,0,system_level
2023-11-06,1396,0,system_level
2023-11-07,1522,0,system_level
2023-11-08,1422,0,system_level
2023-11-09,1571,0,system_level
2023-11-10,1491,0,system_level
2023-11-11,1620,0,system_level
2023-11-12,1411,0,system_level
2023-11-13,1301,0,system_level
2023-11-14,1511,0,system_level
2023-11-15,828,0,system_level
2023-11-16,1421,0,system_level
2023-11-17,1485,0,system_level
2023-11-18,1327,0,system_level
2023-11-19,1328,0,system_level
2023-11-20,1389,0,system_level
2023-11-21,1492,0,system_level
2023-11-22,1399,0,system_level
2023-11-23,1061,0,system_level
2023-11-24,1109,0,system_level
2023-11-25,1274,0,system_level
2023-11-26,1188,0,system_level
2023-11-27,1332,0,system_level
2023-11-28,1337,0,system_level
2023-11-29,1284,0,system_level
2023-11-30,1420,0,system_level
2023-12-01,1275,0,system_level
2023-12-02,1384,0,system_level
2023-12-03,1418,0,system_level
2023-12-04,1284,0,system_level
2023-12-05,1405,0,system_level
2023-12-06,1273,0,system_level
2023-12-07,1404,0,system_level
2023-12-08,1369,0,system_level
2023-12-09,1310,0,system_level
2023-12-10,1268,0,system_level
2023-12-11,1295,0,system_level
2023-12-12,1337,0,system_level
2023-12-13,1175,0,system_level
2023-12-14,1209,0,system_level
2023-12-15,1195,0,system_level
2023-12-16,1201,0,system_level
2023-12-17,1228,0,system_level
2023-12-18,1163,0,system_level
2023-12-19,968,0,system_level
2023-12-20,488,0,system_level
2023-12-21,635,0,system_level
2023-12-22,971,0,system_level
2023-12-23,1104,0,system_level
2023-12-24,1054,0,system_level
2023-12-25,719,0,system_level
2023-12-26,1111,0,system_level
2023-12-27,1196,0,system_level
2023-12-28,1204,0,system_level
2023-12-29,1235,0,system_level
2023-12-30,996,0,system_level
2023-12-31,1141,0,system_level
2024-01-01,1185,0,system_level
2024-01-02,1017,0,system_level
2024-01-03,1079,0,system_level
2024-01-04,1170,0,system_level
2024-01-05,1122,0,system_level
2024-01-06,1146,0,system_level
2024-01-07,1078,0,system_level
2024-01-08,1186,0,system_level
