date,prediction,model_name,horizon,model_family,fit_success,fallback_triggered,fallback_reason,exception_type,warning_count,n_train,n_exog,condition_number,model_runtime_seconds,selected_spec,used_exog_columns,horizon_step,point_forecast,lower_80,upper_80,lower_95,upper_95,interval_calibration_method,interval_source_horizon,interval_source_step_start,interval_source_step_end,interval_n_residuals
2025-03-13,1306.96337890625,fourier_dynamic_regression,90,classical,,,,,,,,,,,,72,1306.96337890625,975.1615020751954,1486.7229614257812,912.8598686218262,1513.0540771484375,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-14,1345.023193359375,fourier_dynamic_regression,90,classical,,,,,,,,,,,,73,1345.023193359375,1013.2213165283204,1524.7827758789062,950.9196830749512,1551.1138916015625,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-15,1336.3662109375,fourier_dynamic_regression,90,classical,,,,,,,,,,,,74,1336.3662109375,1004.5643341064454,1516.1257934570312,942.2627006530762,1542.4569091796875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-16,1314.84765625,fourier_dynamic_regression,90,classical,,,,,,,,,,,,75,1314.84765625,983.0457794189454,1494.6072387695312,920.7441459655762,1520.9383544921875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-17,1256.97509765625,fourier_dynamic_regression,90,classical,,,,,,,,,,,,76,1256.97509765625,925.1732208251954,1436.7346801757812,862.8715873718262,1463.0657958984375,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-18,1285.109375,fourier_dynamic_regression,90,classical,,,,,,,,,,,,77,1285.109375,953.3074981689454,1464.8689575195312,891.0058647155762,1491.2000732421875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-19,1272.4619140625,fourier_dynamic_regression,90,classical,,,,,,,,,,,,78,1272.4619140625,940.6600372314454,1452.2214965820312,878.3584037780762,1478.5526123046875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-20,1292.9371337890625,fourier_dynamic_regression,90,classical,,,,,,,,,,,,79,1292.9371337890625,961.1352569580079,1472.6967163085938,898.8336235046387,1499.02783203125,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-21,1322.9542541503906,fourier_dynamic_regression,90,classical,,,,,,,,,,,,80,1322.9542541503906,991.152377319336,1502.7138366699219,928.8507438659668,1529.0449523925781,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-22,1333.4921875,fourier_dynamic_regression,90,classical,,,,,,,,,,,,81,1333.4921875,1001.6903106689454,1513.2517700195312,939.3886772155762,1539.5828857421875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-23,1301.80859375,fourier_dynamic_regression,90,classical,,,,,,,,,,,,82,1301.80859375,970.0067169189454,1481.5681762695312,907.7050834655762,1507.8992919921875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-24,1237.7998046875,fourier_dynamic_regression,90,classical,,,,,,,,,,,,83,1237.7998046875,905.9979278564454,1417.5593872070312,843.6962944030762,1443.8905029296875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-25,1283.5703125,fourier_dynamic_regression,90,classical,,,,,,,,,,,,84,1283.5703125,951.7684356689454,1463.3298950195312,889.4668022155762,1489.6610107421875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-26,1266.71923828125,fourier_dynamic_regression,90,classical,,,,,,,,,,,,85,1266.71923828125,934.9173614501954,1446.4788208007812,872.6157279968262,1472.8099365234375,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-27,1292.20947265625,fourier_dynamic_regression,90,classical,,,,,,,,,,,,86,1292.20947265625,960.4075958251954,1471.9690551757812,898.1059623718262,1498.3001708984375,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-28,1330.8468017578125,fourier_dynamic_regression,90,classical,,,,,,,,,,,,87,1330.8468017578125,999.0449249267579,1510.6063842773438,936.7432914733887,1536.9375,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-29,1311.017578125,fourier_dynamic_regression,90,classical,,,,,,,,,,,,88,1311.017578125,979.2157012939454,1490.7771606445312,916.9140678405762,1517.1082763671875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-30,1318.4921875,fourier_dynamic_regression,90,classical,,,,,,,,,,,,89,1318.4921875,986.6903106689454,1498.2517700195312,924.3886772155762,1524.5828857421875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-31,1230.439453125,fourier_dynamic_regression,90,classical,,,,,,,,,,,,90,1230.439453125,898.6375762939454,1410.1990356445312,836.3359428405762,1436.5301513671875,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-01-01,869.0,naive,7,baselines,,,,,,,,,,,,1,869.0,611.6,1057.6,503.175,1204.9750000000001,pooled_nearby_steps,7,1,3,24
2025-01-02,869.0,naive,7,baselines,,,,,,,,,,,,2,869.0,611.6,1057.6,503.175,1204.9750000000001,pooled_nearby_steps,7,1,3,24
2025-01-03,869.0,naive,7,baselines,,,,,,,,,,,,3,869.0,611.6,1047.8,551.475,1184.275,pooled_nearby_steps,7,2,4,24
2025-01-04,869.0,naive,7,baselines,,,,,,,,,,,,4,869.0,609.5,982.9,547.45,1176.2250000000001,pooled_nearby_steps,7,3,5,24
2025-01-05,869.0,naive,7,baselines,,,,,,,,,,,,5,869.0,613.1,905.4,473.925,1019.2750000000001,pooled_nearby_steps,7,4,6,24
2025-01-06,869.0,naive,7,baselines,,,,,,,,,,,,6,869.0,517.0,907.5,357.2,1000.1500000000001,pooled_nearby_steps,7,5,7,24
2025-01-07,869.0,naive,7,baselines,,,,,,,,,,,,7,869.0,517.0,907.5,357.2,1000.1500000000001,pooled_nearby_steps,7,5,7,24
2025-01-01,869.0,naive,30,baselines,,,,,,,,,,,,1,869.0,634.3,1126.8,503.175,1231.4250000000002,pooled_nearby_steps,30,1,3,24
2025-01-02,869.0,naive,30,baselines,,,,,,,,,,,,2,869.0,634.3,1126.8,503.175,1231.4250000000002,pooled_nearby_steps,30,1,3,24
2025-01-03,869.0,naive,30,baselines,,,,,,,,,,,,3,869.0,634.0,1153.4,551.475,1709.9000000000005,pooled_nearby_steps,30,2,4,24
2025-01-04,869.0,naive,30,baselines,,,,,,,,,,,,4,869.0,616.6,1111.8,551.475,1709.9000000000005,pooled_nearby_steps,30,3,5,24
2025-01-05,869.0,naive,30,baselines,,,,,,,,,,,,5,869.0,641.6,1038.8,617.775,1562.125000000001,pooled_nearby_steps,30,4,6,24
2025-01-06,869.0,naive,30,baselines,,,,,,,,,,,,6,869.0,641.6,1011.5,563.8,1038.575,pooled_nearby_steps,30,5,7,24
2025-01-07,869.0,naive,30,baselines,,,,,,,,,,,,7,869.0,686.7,1022.0,437.65,1056.4,pooled_nearby_steps,30,6,8,24
2025-01-08,869.0,naive,30,baselines,,,,,,,,,,,,8,869.0,580.3,1083.8,437.65,1116.85,pooled_nearby_steps,30,7,9,24
2025-01-09,869.0,naive,30,baselines,,,,,,,,,,,,9,869.0,536.5,1094.6,454.325,1116.85,pooled_nearby_steps,30,8,10,24
2025-01-10,869.0,naive,30,baselines,,,,,,,,,,,,10,869.0,580.3,1094.6,517.475,1116.85,pooled_nearby_steps,30,9,11,24
2025-01-11,869.0,naive,30,baselines,,,,,,,,,,,,11,869.0,550.3,940.2,467.925,1026.9,pooled_nearby_steps,30,10,12,24
2025-01-12,869.0,naive,30,baselines,,,,,,,,,,,,12,869.0,601.4,897.8,512.775,973.45,pooled_nearby_steps,30,11,13,24
2025-01-13,869.0,naive,30,baselines,,,,,,,,,,,,13,869.0,590.4,966.5,471.375,1033.425,pooled_nearby_steps,30,12,14,24
2025-01-14,869.0,naive,30,baselines,,,,,,,,,,,,14,869.0,590.4,1004.3,419.52500000000003,1045.5,pooled_nearby_steps,30,13,15,24
2025-01-15,869.0,naive,30,baselines,,,,,,,,,,,,15,869.0,538.8,1047.5,397.675,1147.1000000000001,pooled_nearby_steps,30,14,16,24
2025-01-16,869.0,naive,30,baselines,,,,,,,,,,,,16,869.0,607.6,1017.1999999999999,397.675,1144.2250000000001,pooled_nearby_steps,30,15,17,24
2025-01-17,869.0,naive,30,baselines,,,,,,,,,,,,17,869.0,556.3,956.5999999999999,465.25,1144.2250000000001,pooled_nearby_steps,30,16,18,24
2025-01-18,869.0,naive,30,baselines,,,,,,,,,,,,18,869.0,520.0,833.6,447.15,905.45,pooled_nearby_steps,30,17,19,24
2025-01-19,869.0,naive,30,baselines,,,,,,,,,,,,19,869.0,483.7,842.8,447.15,889.725,pooled_nearby_steps,30,18,20,24
2025-01-20,869.0,naive,30,baselines,,,,,,,,,,,,20,869.0,520.9000000000001,848.2,460.95,967.1500000000001,pooled_nearby_steps,30,19,21,24
2025-01-21,869.0,naive,30,baselines,,,,,,,,,,,,21,869.0,554.2,901.6999999999999,459.25,967.1500000000001,pooled_nearby_steps,30,20,22,24
2025-01-22,869.0,naive,30,baselines,,,,,,,,,,,,22,869.0,537.7,901.6999999999999,476.5,1102.1000000000001,pooled_nearby_steps,30,21,23,24
2025-01-23,869.0,naive,30,baselines,,,,,,,,,,,,23,869.0,511.90000000000003,901.6999999999999,376.55,1166.5,pooled_nearby_steps,30,22,24,24
2025-01-24,869.0,naive,30,baselines,,,,,,,,,,,,24,869.0,478.8,851.4,392.07500000000005,1166.5,pooled_nearby_steps,30,23,25,24
2025-01-25,869.0,naive,30,baselines,,,,,,,,,,,,25,869.0,471.4,800.9,340.32500000000005,976.2250000000001,pooled_nearby_steps,30,24,26,24
2025-01-26,869.0,naive,30,baselines,,,,,,,,,,,,26,869.0,406.0,824.5999999999999,320.70000000000005,876.35,pooled_nearby_steps,30,25,27,24
2025-01-27,869.0,naive,30,baselines,,,,,,,,,,,,27,869.0,374.8,810.6,320.70000000000005,861.975,pooled_nearby_steps,30,26,28,24
2025-01-28,869.0,naive,30,baselines,,,,,,,,,,,,28,869.0,359.0,849.7,182.22500000000002,879.225,pooled_nearby_steps,30,27,29,24
2025-01-29,869.0,naive,30,baselines,,,,,,,,,,,,29,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps,30,28,30,24
2025-01-30,869.0,naive,30,baselines,,,,,,,,,,,,30,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps,30,28,30,24
2025-01-01,869.0,naive,90,baselines,,,,,,,,,,,,1,869.0,634.3,1126.8,503.175,1231.4250000000002,pooled_nearby_steps+proxy_from_h30,30,1,3,24
2025-01-02,869.0,naive,90,baselines,,,,,,,,,,,,2,869.0,634.3,1126.8,503.175,1231.4250000000002,pooled_nearby_steps+proxy_from_h30,30,1,3,24
2025-01-03,869.0,naive,90,baselines,,,,,,,,,,,,3,869.0,634.0,1153.4,551.475,1709.9000000000005,pooled_nearby_steps+proxy_from_h30,30,2,4,24
2025-01-04,869.0,naive,90,baselines,,,,,,,,,,,,4,869.0,616.6,1111.8,551.475,1709.9000000000005,pooled_nearby_steps+proxy_from_h30,30,3,5,24
2025-01-05,869.0,naive,90,baselines,,,,,,,,,,,,5,869.0,641.6,1038.8,617.775,1562.125000000001,pooled_nearby_steps+proxy_from_h30,30,4,6,24
2025-01-06,869.0,naive,90,baselines,,,,,,,,,,,,6,869.0,641.6,1011.5,563.8,1038.575,pooled_nearby_steps+proxy_from_h30,30,5,7,24
2025-01-07,869.0,naive,90,baselines,,,,,,,,,,,,7,869.0,686.7,1022.0,437.65,1056.4,pooled_nearby_steps+proxy_from_h30,30,6,8,24
2025-01-08,869.0,naive,90,baselines,,,,,,,,,,,,8,869.0,580.3,1083.8,437.65,1116.85,pooled_nearby_steps+proxy_from_h30,30,7,9,24
2025-01-09,869.0,naive,90,baselines,,,,,,,,,,,,9,869.0,536.5,1094.6,454.325,1116.85,pooled_nearby_steps+proxy_from_h30,30,8,10,24
2025-01-10,869.0,naive,90,baselines,,,,,,,,,,,,10,869.0,580.3,1094.6,517.475,1116.85,pooled_nearby_steps+proxy_from_h30,30,9,11,24
2025-01-11,869.0,naive,90,baselines,,,,,,,,,,,,11,869.0,550.3,940.2,467.925,1026.9,pooled_nearby_steps+proxy_from_h30,30,10,12,24
2025-01-12,869.0,naive,90,baselines,,,,,,,,,,,,12,869.0,601.4,897.8,512.775,973.45,pooled_nearby_steps+proxy_from_h30,30,11,13,24
2025-01-13,869.0,naive,90,baselines,,,,,,,,,,,,13,869.0,590.4,966.5,471.375,1033.425,pooled_nearby_steps+proxy_from_h30,30,12,14,24
2025-01-14,869.0,naive,90,baselines,,,,,,,,,,,,14,869.0,590.4,1004.3,419.52500000000003,1045.5,pooled_nearby_steps+proxy_from_h30,30,13,15,24
2025-01-15,869.0,naive,90,baselines,,,,,,,,,,,,15,869.0,538.8,1047.5,397.675,1147.1000000000001,pooled_nearby_steps+proxy_from_h30,30,14,16,24
2025-01-16,869.0,naive,90,baselines,,,,,,,,,,,,16,869.0,607.6,1017.1999999999999,397.675,1144.2250000000001,pooled_nearby_steps+proxy_from_h30,30,15,17,24
2025-01-17,869.0,naive,90,baselines,,,,,,,,,,,,17,869.0,556.3,956.5999999999999,465.25,1144.2250000000001,pooled_nearby_steps+proxy_from_h30,30,16,18,24
2025-01-18,869.0,naive,90,baselines,,,,,,,,,,,,18,869.0,520.0,833.6,447.15,905.45,pooled_nearby_steps+proxy_from_h30,30,17,19,24
2025-01-19,869.0,naive,90,baselines,,,,,,,,,,,,19,869.0,483.7,842.8,447.15,889.725,pooled_nearby_steps+proxy_from_h30,30,18,20,24
2025-01-20,869.0,naive,90,baselines,,,,,,,,,,,,20,869.0,520.9000000000001,848.2,460.95,967.1500000000001,pooled_nearby_steps+proxy_from_h30,30,19,21,24
2025-01-21,869.0,naive,90,baselines,,,,,,,,,,,,21,869.0,554.2,901.6999999999999,459.25,967.1500000000001,pooled_nearby_steps+proxy_from_h30,30,20,22,24
2025-01-22,869.0,naive,90,baselines,,,,,,,,,,,,22,869.0,537.7,901.6999999999999,476.5,1102.1000000000001,pooled_nearby_steps+proxy_from_h30,30,21,23,24
2025-01-23,869.0,naive,90,baselines,,,,,,,,,,,,23,869.0,511.90000000000003,901.6999999999999,376.55,1166.5,pooled_nearby_steps+proxy_from_h30,30,22,24,24
2025-01-24,869.0,naive,90,baselines,,,,,,,,,,,,24,869.0,478.8,851.4,392.07500000000005,1166.5,pooled_nearby_steps+proxy_from_h30,30,23,25,24
2025-01-25,869.0,naive,90,baselines,,,,,,,,,,,,25,869.0,471.4,800.9,340.32500000000005,976.2250000000001,pooled_nearby_steps+proxy_from_h30,30,24,26,24
2025-01-26,869.0,naive,90,baselines,,,,,,,,,,,,26,869.0,406.0,824.5999999999999,320.70000000000005,876.35,pooled_nearby_steps+proxy_from_h30,30,25,27,24
2025-01-27,869.0,naive,90,baselines,,,,,,,,,,,,27,869.0,374.8,810.6,320.70000000000005,861.975,pooled_nearby_steps+proxy_from_h30,30,26,28,24
2025-01-28,869.0,naive,90,baselines,,,,,,,,,,,,28,869.0,359.0,849.7,182.22500000000002,879.225,pooled_nearby_steps+proxy_from_h30,30,27,29,24
2025-01-29,869.0,naive,90,baselines,,,,,,,,,,,,29,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-01-30,869.0,naive,90,baselines,,,,,,,,,,,,30,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-01-31,869.0,naive,90,baselines,,,,,,,,,,,,31,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-01,869.0,naive,90,baselines,,,,,,,,,,,,32,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-02,869.0,naive,90,baselines,,,,,,,,,,,,33,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-03,869.0,naive,90,baselines,,,,,,,,,,,,34,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-04,869.0,naive,90,baselines,,,,,,,,,,,,35,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-05,869.0,naive,90,baselines,,,,,,,,,,,,36,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-06,869.0,naive,90,baselines,,,,,,,,,,,,37,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-07,869.0,naive,90,baselines,,,,,,,,,,,,38,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-08,869.0,naive,90,baselines,,,,,,,,,,,,39,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-09,869.0,naive,90,baselines,,,,,,,,,,,,40,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-10,869.0,naive,90,baselines,,,,,,,,,,,,41,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-11,869.0,naive,90,baselines,,,,,,,,,,,,42,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-12,869.0,naive,90,baselines,,,,,,,,,,,,43,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-13,869.0,naive,90,baselines,,,,,,,,,,,,44,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-14,869.0,naive,90,baselines,,,,,,,,,,,,45,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-15,869.0,naive,90,baselines,,,,,,,,,,,,46,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-16,869.0,naive,90,baselines,,,,,,,,,,,,47,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-17,869.0,naive,90,baselines,,,,,,,,,,,,48,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-18,869.0,naive,90,baselines,,,,,,,,,,,,49,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-19,869.0,naive,90,baselines,,,,,,,,,,,,50,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-20,869.0,naive,90,baselines,,,,,,,,,,,,51,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-21,869.0,naive,90,baselines,,,,,,,,,,,,52,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-22,869.0,naive,90,baselines,,,,,,,,,,,,53,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-23,869.0,naive,90,baselines,,,,,,,,,,,,54,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-24,869.0,naive,90,baselines,,,,,,,,,,,,55,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-25,869.0,naive,90,baselines,,,,,,,,,,,,56,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-26,869.0,naive,90,baselines,,,,,,,,,,,,57,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-27,869.0,naive,90,baselines,,,,,,,,,,,,58,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-02-28,869.0,naive,90,baselines,,,,,,,,,,,,59,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-01,869.0,naive,90,baselines,,,,,,,,,,,,60,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-02,869.0,naive,90,baselines,,,,,,,,,,,,61,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-03,869.0,naive,90,baselines,,,,,,,,,,,,62,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-04,869.0,naive,90,baselines,,,,,,,,,,,,63,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-05,869.0,naive,90,baselines,,,,,,,,,,,,64,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-06,869.0,naive,90,baselines,,,,,,,,,,,,65,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-07,869.0,naive,90,baselines,,,,,,,,,,,,66,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-08,869.0,naive,90,baselines,,,,,,,,,,,,67,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-09,869.0,naive,90,baselines,,,,,,,,,,,,68,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-10,869.0,naive,90,baselines,,,,,,,,,,,,69,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-11,869.0,naive,90,baselines,,,,,,,,,,,,70,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-12,869.0,naive,90,baselines,,,,,,,,,,,,71,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-13,869.0,naive,90,baselines,,,,,,,,,,,,72,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-14,869.0,naive,90,baselines,,,,,,,,,,,,73,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-15,869.0,naive,90,baselines,,,,,,,,,,,,74,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-16,869.0,naive,90,baselines,,,,,,,,,,,,75,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-17,869.0,naive,90,baselines,,,,,,,,,,,,76,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-18,869.0,naive,90,baselines,,,,,,,,,,,,77,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-19,869.0,naive,90,baselines,,,,,,,,,,,,78,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-20,869.0,naive,90,baselines,,,,,,,,,,,,79,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-21,869.0,naive,90,baselines,,,,,,,,,,,,80,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-22,869.0,naive,90,baselines,,,,,,,,,,,,81,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-23,869.0,naive,90,baselines,,,,,,,,,,,,82,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-24,869.0,naive,90,baselines,,,,,,,,,,,,83,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-25,869.0,naive,90,baselines,,,,,,,,,,,,84,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-26,869.0,naive,90,baselines,,,,,,,,,,,,85,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-27,869.0,naive,90,baselines,,,,,,,,,,,,86,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-28,869.0,naive,90,baselines,,,,,,,,,,,,87,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-29,869.0,naive,90,baselines,,,,,,,,,,,,88,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-30,869.0,naive,90,baselines,,,,,,,,,,,,89,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-03-31,869.0,naive,90,baselines,,,,,,,,,,,,90,869.0,380.8,839.5,162.67499999999995,861.075,pooled_nearby_steps+proxy_from_h30,30,28,30,24
2025-01-01,841.9388619341624,sarimax_dynamic,7,classical,True,False,,,0.0,1095.0,8.0,5.567851093222716,2.8334254999645054,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n",is_holiday|is_weekend|yearly_cos_1|yearly_cos_2|yearly_cos_3|yearly_sin_1|yearly_sin_2|yearly_sin_3,1,841.9388619341624,566.5133640881445,964.0645875214893,498.5996349618306,1123.3229895868326,pooled_nearby_steps,7,1,3,24
2025-01-02,850.8976281257249,sarimax_dynamic,7,classical,True,False,,,0.0,1095.0,8.0,5.567851093222716,2.8334254999645054,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n",is_holiday|is_weekend|yearly_cos_1|yearly_cos_2|yearly_cos_3|yearly_sin_1|yearly_sin_2|yearly_sin_3,2,850.8976281257249,575.4721302797068,973.0233537130517,507.558401153393,1132.281755778395,pooled_nearby_steps,7,1,3,24
2025-01-03,894.993242174238,sarimax_dynamic,7,classical,True,False,,,0.0,1095.0,8.0,5.567851093222716,2.8334254999645054,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n",is_holiday|is_weekend|yearly_cos_1|yearly_cos_2|yearly_cos_3|yearly_sin_1|yearly_sin_2|yearly_sin_3,3,894.993242174238,651.7313585538109,998.8974944243041,592.1675271761408,1176.3773698269083,pooled_nearby_steps,7,2,4,24
2025-01-04,928.8145259859691,sarimax_dynamic,7,classical,True,False,,,0.0,1095.0,8.0,5.567851093222716,2.8334254999645054,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n",is_holiday|is_weekend|yearly_cos_1|yearly_cos_2|yearly_cos_3|yearly_sin_1|yearly_sin_2|yearly_sin_3,4,928.8145259859691,687.5742510378188,1012.4493948288213,625.9888109878718,1100.2013744066178,pooled_nearby_steps,7,3,5,24
2025-01-05,924.6885600556682,sarimax_dynamic,7,classical,True,False,,,0.0,1095.0,8.0,5.567851093222716,2.8334254999645054,"order=(0, 1, 1); seasonal_order=(0, 1, 1, 7); trend=n",is_holiday|is_weekend|yearly_cos_1|yearly_cos_2|yearly_cos_3|yearly_sin_1|yearly_sin_2|yearly_sin_3,5,924.6885600556682,722.7755166368758,1006.4957244963908,580.2866797921151,1015.3825176342282,pooled_nearby_steps,7,4,6,24
