label,timestamp
detected_level_shift,2021-02-19T00:00:00
detected_level_shift,2021-03-26T00:00:00
detected_level_shift,2021-05-20T00:00:00
detected_level_shift,2021-07-29T00:00:00
detected_level_shift,2021-09-17T00:00:00
detected_level_shift,2021-10-22T00:00:00
