series_name,frequency,series_key,row_count,duplicate_timestamps,missing_periods,missing_values,inferred_frequency,expected_frequency,timestamp_start,timestamp_end,time_index_reliable,irregular_spacing_count,naive_mae,seasonal_naive_mae,seasonal_baseline_gain,decomposition_method,trend_strength,seasonal_strength,seasonality_strengths,lag1_autocorrelation,lag2_autocorrelation,seasonal_lag_autocorrelation,dominant_periods,dominant_frequency_peaks,outlier_count,outlier_share,mean,median,std,min,max,zero_share,skewness,kurtosis,is_count_like,is_non_negative,is_intermittent_like,adf_pvalue,kpss_pvalue,stationarity_assessment,primary_period,candidate_periods,multiple_seasonalities_detected,level_shift_count,level_shifts,event_markers,insights,recommended_model_families,recommendations,risks,recommendation_scores
synthetic_demo,daily,synthetic_demo,365,0,0,0,D,D,2021-01-01T00:00:00,2021-12-31T00:00:00,True,0,10.11349791388586,6.405481927981056,0.36664030758474647,mstl,0.9967499898754235,0.98593330991719,"{""7"": 0.9838371989577251, ""30"": 0.901775871089114}",0.9377844631449548,0.7989301574124218,0.9736198379369397,"[7.02, 30.42, 182.5, 121.67, 73.0]","[{""period"": 7.02, ""power"": 154.63426672630766}, {""period"": 30.42, ""power"": 22.071835982670382}, {""period"": 182.5, ""power"": 9.957717838834801}, {""period"": 121.67, ""power"": 3.458931884211949}, {""period"": 73.0, ""power"": 2.0215389591748787}]",0,0.0,162.1259969441473,158.94599305960404,31.867538269169714,98.94817862010255,231.0157356244096,0.0,0.13201860066016216,-1.0764895576896827,False,True,False,0.9573471725659957,0.01,likely_nonstationary,7,"[7, 30, 365]",True,6,"[{""label"": ""detected_level_shift"", ""timestamp"": ""2021-02-19T00:00:00""}, {""label"": ""detected_level_shift"", ""timestamp"": ""2021-03-26T00:00:00""}, {""label"": ""detected_level_shift"", ""timestamp"": ""2021-05-20T00:00:00""}, {""label"": ""detected_level_shift"", ""timestamp"": ""2021-07-29T00:00:00""}, {""label"": ""detected_level_shift"", ""timestamp"": ""2021-09-17T00:00:00""}, {""label"": ""detected_level_shift"", ""timestamp"": ""2021-10-22T00:00:00""}]",[],"[""Trend strength is high, so a fixed-level forecasting assumption would be too weak."", ""Seasonality is strong and should be encoded explicitly with seasonal lags, seasonal baselines, or harmonic terms."", ""Lag-1 autocorrelation is very high, so recent memory is a strong forecasting signal."", ""Seasonal autocorrelation is material, making seasonal-naive a real benchmark rather than a weak baseline."", ""Frequency-domain peaks suggest repeating cycles near 7.02, 30.42, 182.5 periods."", ""Stationarity tests suggest the mean level is not stable, which supports differencing or trend/regime handling."", ""Detected level shifts imply regime-aware modeling and time-aware validation matter here.""]","[""ARIMA / SARIMA"", ""Fourier-based regression or dynamic harmonic regression"", ""TBATS / multi-seasonal state space"", ""SARIMAX or ML lag-feature models with exogenous signals"", ""ETS / exponential smoothing""]","[""Multiple seasonal cycles appear present, so include harmonic terms or a multi-seasonal model instead of only one seasonal lag."", ""Detected level shifts suggest intervention variables, regime-aware features, or rolling retraining should be part of the modeling strategy."", ""The series looks nonstationary, so differencing, local trend components, or explicit trend features are more defensible than a fixed-level assumption."", ""Strong seasonal autocorrelation means a seasonal-naive benchmark is meaningful and lag-based models should include the seasonal lag explicitly.""]","[""Structural breaks can invalidate backtests if folds do not span multiple regimes."", ""Training on one long pooled history may wash out recent behavior if the level keeps moving.""]","{""ETS / exponential smoothing"": 1.0, ""ARIMA / SARIMA"": 4.5, ""Fourier-based regression or dynamic harmonic regression"": 3.0, ""TBATS / multi-seasonal state space"": 3.0, ""SARIMAX or ML lag-feature models with exogenous signals"": 2.0, ""Probabilistic / count-aware methods"": 0.0, ""Intermittent-demand methods"": 0.0}"
