horizon,recommended_model,mean_mae,mean_rmse,mean_mase,mean_bias,folds,mean_rows,mean_stations
7,xgboost,2.6100448375182257,4.124265380107104,0.9183992181077638,0.2409499554288514,4,1392.0,222.5
30,xgboost,2.917033904848108,5.115961322666169,1.032082043371401,-0.023139264589547265,4,5990.0,224.25
