model_name,horizon,horizon_step,n,coverage_80,coverage_95,avg_width_80,avg_width_95
deepar,30,21,800,0.67625,0.95,7.286883855462074,29.71196383044123
deepar,30,22,792,0.6767676767676768,0.9494949494949495,7.2507670303486815,29.283621025913295
deepar,30,23,809,0.681087762669963,0.9480840543881335,7.095614299491251,28.464558000293433
deepar,30,24,777,0.6988416988416989,0.9485199485199485,7.229906733431871,29.98707961658717
deepar,30,25,793,0.6872635561160151,0.9495586380832283,7.0341687140819555,30.72990640821252
deepar,30,26,780,0.658974358974359,0.9487179487179487,7.033118870777962,34.04601834662449
deepar,30,27,798,0.6641604010025063,0.949874686716792,7.371580455386848,31.462570413192665
deepar,30,28,785,0.6751592356687898,0.9490445859872612,6.765600279789822,30.707823312145877
deepar,30,29,793,0.6406052963430012,0.9495586380832283,6.655033882148329,31.936735925548156
deepar,30,30,802,0.6596009975062345,0.9476309226932669,6.606132077308664,29.727693671240775
lgbm,7,1,797,0.9109159347553325,0.9498117942283564,9.344251363447123,12.008906144398411
lgbm,7,2,792,0.898989898989899,0.9494949494949495,9.264125471588407,12.871464390844354
lgbm,7,3,783,0.9029374201787995,0.9489144316730523,9.398110532723704,13.34773554929579
lgbm,7,4,792,0.9015151515151515,0.9494949494949495,9.342610731444775,12.491774851703658
lgbm,7,5,794,0.8753148614609572,0.9496221662468514,9.482455018371724,16.060528354871256
lgbm,7,6,810,0.8975308641975308,0.9481481481481482,9.09012132792456,13.661043397972344
lgbm,7,7,800,0.88,0.95,9.311268835154277,13.429151130627833
lgbm,30,1,797,0.9109159347553325,0.9498117942283564,9.344251363447123,12.008906144398411
lgbm,30,2,792,0.898989898989899,0.9494949494949495,9.264125471588407,12.871464390844354
lgbm,30,3,783,0.9029374201787995,0.9489144316730523,9.398110532723704,13.34773554929579
lgbm,30,4,792,0.9015151515151515,0.9494949494949495,9.342610731444775,12.491774851703658
lgbm,30,5,794,0.8753148614609572,0.9496221662468514,9.482455018371724,16.060528354871256
lgbm,30,6,810,0.8975308641975308,0.9481481481481482,9.09012132792456,13.661043397972344
lgbm,30,7,800,0.88,0.95,9.311268835154277,13.429151130627833
lgbm,30,8,822,0.8260340632603407,0.948905109489051,9.171985734924693,26.583596115050476
lgbm,30,9,819,0.8913308913308914,0.9487179487179487,9.33595648207443,14.533010759656507
lgbm,30,10,808,0.879950495049505,0.948019801980198,9.228989409018281,16.502233947656574
lgbm,30,11,799,0.8923654568210263,0.9499374217772215,9.266817879676074,14.067829599595091
lgbm,30,12,815,0.8282208588957055,0.9484662576687116,9.1560132410534,21.421033519440318
lgbm,30,13,796,0.8919597989949749,0.949748743718593,9.106685284755798,13.851783965810892
lgbm,30,14,792,0.8825757575757576,0.9494949494949495,9.079661015028929,12.89406021538439
lgbm,30,15,819,0.8632478632478633,0.9487179487179487,9.067366387479046,14.702841856878752
lgbm,30,16,795,0.8716981132075472,0.949685534591195,9.153590537930562,14.463253148891555
lgbm,30,17,813,0.8511685116851169,0.948339483394834,9.156505720110747,15.913669762420035
lgbm,30,18,807,0.8748451053283767,0.9479553903345725,9.251037214367825,16.07207323948197
lgbm,30,19,790,0.8544303797468354,0.9493670886075949,9.262791963959794,17.461736952183283
lgbm,30,20,788,0.833756345177665,0.949238578680203,9.123968724367185,16.871636324779708
lgbm,30,21,800,0.86375,0.95,9.027436920895997,17.033839487077355
lgbm,30,22,792,0.8308080808080808,0.9494949494949495,9.225383111980955,17.109875800023378
lgbm,30,23,809,0.8640296662546354,0.9480840543881335,9.124728424013718,15.029061133596372
lgbm,30,24,777,0.8815958815958816,0.9485199485199485,9.409667557894446,15.906666247606825
lgbm,30,25,793,0.8852459016393442,0.9495586380832283,9.379285553861104,15.010046342681454
lgbm,30,26,780,0.8384615384615385,0.9487179487179487,9.319527915680034,18.557102865821033
lgbm,30,27,798,0.8383458646616542,0.949874686716792,9.269104434875,20.232883921134853
lgbm,30,28,785,0.867515923566879,0.9490445859872612,9.102225946368893,16.481671349126586
lgbm,30,29,793,0.8575031525851198,0.9495586380832283,9.18773974177419,15.663266754206468
lgbm,30,30,802,0.8553615960099751,0.9476309226932669,9.19282968228925,16.01827900099206
naive,7,1,797,0.8168130489335006,0.9535759096612296,7.629861982434128,14.90276035131744
naive,7,2,792,0.8068181818181818,0.9494949494949495,7.642676767676767,14.367771464646488
naive,7,3,783,0.8135376756066411,0.9540229885057471,7.618135376756066,16.15427841634738
naive,7,4,792,0.8131313131313131,0.9570707070707071,8.640151515151516,16.434343434343436
naive,7,5,794,0.8249370277078085,0.9571788413098237,9.654911838790932,19.474811083123427
naive,7,6,810,0.825925925925926,0.9543209876543209,9.634567901234568,15.262962962962963
naive,7,7,800,0.83625,0.95375,9.61875,14.845
naive,30,1,797,0.8168130489335006,0.9535759096612296,7.629861982434128,14.90276035131744
naive,30,2,792,0.8068181818181818,0.9494949494949495,7.642676767676767,14.367771464646488
naive,30,3,783,0.8135376756066411,0.9540229885057471,7.618135376756066,16.15427841634738
naive,30,4,792,0.8131313131313131,0.9570707070707071,8.640151515151516,16.434343434343436
naive,30,5,794,0.8249370277078085,0.9571788413098237,9.654911838790932,19.474811083123427
naive,30,6,810,0.825925925925926,0.9543209876543209,9.634567901234568,15.262962962962963
naive,30,7,800,0.83625,0.95375,9.61875,14.845
naive,30,8,822,0.8381995133819952,0.9513381995133819,10.604622871046228,27.499330900243333
naive,30,9,819,0.8168498168498168,0.9511599511599511,8.605616605616605,15.13968253968254
naive,30,10,808,0.8329207920792079,0.9517326732673267,9.606435643564357,16.865841584158346
naive,30,11,799,0.8122653316645807,0.9524405506883604,8.700375469336667,16.286545682102584
naive,30,12,815,0.8196319018404908,0.9533742331288344,10.593865030674847,24.373006134969327
naive,30,13,796,0.8115577889447236,0.9510050251256281,9.035175879396984,16.576005025125628
naive,30,14,792,0.8345959595959596,0.9583333333333334,8.6010101010101,15.035353535353535
naive,30,15,819,0.8229548229548229,0.9548229548229549,8.592185592185592,15.013431013431013
naive,30,16,795,0.8389937106918239,0.9522012578616352,8.616352201257861,16.069182389937108
naive,30,17,813,0.8204182041820418,0.949569495694957,9.583025830258302,19.711070110701037
naive,30,18,807,0.8104089219330854,0.952912019826518,8.603469640644361,18.035935563816604
naive,30,19,790,0.8329113924050633,0.9556962025316456,10.039240506329113,20.844303797468353
naive,30,20,788,0.8274111675126904,0.949238578680203,11.059644670050762,18.8525063451776
naive,30,21,800,0.83125,0.95375,9.04,17.291249999999977
naive,30,22,792,0.8396464646464646,0.952020202020202,10.047979797979798,17.484564393939394
naive,30,23,809,0.8182941903584673,0.9505562422744128,8.605686032138443,18.53152039555006
naive,30,24,777,0.8133848133848134,0.9523809523809523,9.032175032175033,19.334877734877757
naive,30,25,793,0.8133669609079445,0.9508196721311475,9.031525851197982,16.626229508196722
naive,30,26,780,0.8128205128205128,0.95,10.032051282051283,23.276282051282028
naive,30,27,798,0.8245614035087719,0.949874686716792,11.025062656641603,21.660338345864595
naive,30,28,785,0.8292993630573249,0.954140127388535,9.028025477707006,16.84713375796178
naive,30,29,793,0.8398486759142497,0.9558638083228247,9.023959646910466,16.431273644388398
naive,30,30,802,0.8104738154613467,0.9513715710723192,9.97082294264339,18.801932668329176
seasonal_naive_7,7,1,797,0.8130489335006273,0.9535759096612296,8.672521957340026,15.419071518193224
seasonal_naive_7,7,2,792,0.8181818181818182,0.9545454545454546,7.726010101010101,14.3510101010101
seasonal_naive_7,7,3,783,0.8326947637292464,0.9527458492975734,8.717752234993615,15.018326947637224
seasonal_naive_7,7,4,792,0.8282828282828283,0.9545454545454546,8.578282828282829,15.238636363636363
seasonal_naive_7,7,5,794,0.8136020151133502,0.9534005037783375,9.338539042821203,16.286397984886648
seasonal_naive_7,7,6,810,0.837037037037037,0.9555555555555556,8.604938271604938,14.595061728395061
seasonal_naive_7,7,7,800,0.83625,0.95375,9.61875,14.845
seasonal_naive_7,30,1,797,0.8130489335006273,0.9535759096612296,8.672521957340026,15.419071518193224
seasonal_naive_7,30,2,792,0.8181818181818182,0.9545454545454546,7.726010101010101,14.3510101010101
seasonal_naive_7,30,3,783,0.8326947637292464,0.9527458492975734,8.717752234993615,15.018326947637224
seasonal_naive_7,30,4,792,0.8282828282828283,0.9545454545454546,8.578282828282829,15.238636363636363
seasonal_naive_7,30,5,794,0.8136020151133502,0.9534005037783375,9.338539042821203,16.286397984886648
seasonal_naive_7,30,6,810,0.837037037037037,0.9555555555555556,8.604938271604938,14.595061728395061
seasonal_naive_7,30,7,800,0.83625,0.95375,9.61875,14.845
seasonal_naive_7,30,8,822,0.8248175182481752,0.9513381995133819,10.638686131386862,26.437165450121725
seasonal_naive_7,30,9,819,0.8327228327228328,0.9499389499389499,9.705738705738705,16.469413919413874
seasonal_naive_7,30,10,808,0.8353960396039604,0.9566831683168316,8.721534653465346,18.199257425742573
seasonal_naive_7,30,11,799,0.804755944931164,0.9549436795994993,8.18648310387985,16.197747183979974
seasonal_naive_7,30,12,815,0.8159509202453987,0.9496932515337423,10.164417177914133,22.24564417177914
seasonal_naive_7,30,13,796,0.8391959798994975,0.9547738693467337,8.626884422110553,15.329145728643216
seasonal_naive_7,30,14,792,0.8345959595959596,0.9583333333333334,8.6010101010101,15.035353535353535
seasonal_naive_7,30,15,819,0.8192918192918193,0.9511599511599511,8.633699633699633,14.109035409035409
seasonal_naive_7,30,16,795,0.820125786163522,0.9572327044025157,8.735849056603774,16.352201257861637
seasonal_naive_7,30,17,813,0.8179581795817958,0.95079950799508,8.709717097170971,17.890651906518997
seasonal_naive_7,30,18,807,0.8277571251548946,0.952912019826518,9.534076827757126,17.06195786864932
seasonal_naive_7,30,19,790,0.8063291139240506,0.9531645569620253,8.578481012658228,17.481012658227847
seasonal_naive_7,30,20,788,0.8299492385786802,0.9517766497461929,9.634517766497462,17.384644670050694
seasonal_naive_7,30,21,800,0.83125,0.95375,9.04,17.291249999999977
seasonal_naive_7,30,22,792,0.8333333333333334,0.952020202020202,9.061868686868687,16.258838383838384
seasonal_naive_7,30,23,809,0.8133498145859085,0.9493201483312732,8.707045735475896,16.56044499381953
seasonal_naive_7,30,24,777,0.8211068211068211,0.9523809523809523,9.117117117117116,18.006949806949805
seasonal_naive_7,30,25,793,0.8272383354350568,0.9508196721311475,9.897856242118538,16.39419924337957
seasonal_naive_7,30,26,780,0.8128205128205128,0.9538461538461539,8.597435897435897,17.524358974358975
seasonal_naive_7,30,27,798,0.8345864661654135,0.9511278195488722,10.611528822055138,20.16669799498747
seasonal_naive_7,30,28,785,0.8292993630573249,0.954140127388535,9.028025477707006,16.84713375796178
seasonal_naive_7,30,29,793,0.8247162673392182,0.9533417402269861,9.045397225725095,17.57856242118537
seasonal_naive_7,30,30,802,0.816708229426434,0.9526184538653366,8.709476309226932,17.463809226932668
xgboost,7,1,797,0.9058971141781681,0.9498117942283564,8.735290540167949,12.017053777952194
xgboost,7,2,792,0.8737373737373737,0.9494949494949495,8.65542052164089,12.688051253463001
xgboost,7,3,783,0.879948914431673,0.9489144316730523,8.766438564950757,13.099790604850394
xgboost,7,4,792,0.8926767676767676,0.9494949494949495,8.782457432323529,12.243050356342131
xgboost,7,5,794,0.8627204030226701,0.9496221662468514,8.914517477100764,16.214878862093276
xgboost,7,6,810,0.8938271604938272,0.9481481481481482,8.628556611892837,13.768955248760452
xgboost,7,7,800,0.8725,0.95,8.73973044397717,13.261202989393205
xgboost,30,1,797,0.9058971141781681,0.9498117942283564,8.735290540167949,12.017053777952194
xgboost,30,2,792,0.8737373737373737,0.9494949494949495,8.65542052164089,12.688051253463001
xgboost,30,3,783,0.879948914431673,0.9489144316730523,8.766438564950757,13.099790604850394
xgboost,30,4,792,0.8926767676767676,0.9494949494949495,8.782457432323529,12.243050356342131
xgboost,30,5,794,0.8627204030226701,0.9496221662468514,8.914517477100764,16.214878862093276
xgboost,30,6,810,0.8938271604938272,0.9481481481481482,8.628556611892837,13.768955248760452
xgboost,30,7,800,0.8725,0.95,8.73973044397717,13.261202989393205
xgboost,30,8,822,0.8102189781021898,0.948905109489051,8.549556407117382,24.661672198781343
xgboost,30,9,819,0.8766788766788767,0.9487179487179487,8.662303039516678,13.840750753251701
xgboost,30,10,808,0.8762376237623762,0.948019801980198,8.638563357667412,16.346030471666868
xgboost,30,11,799,0.8748435544430538,0.9499374217772215,8.70608479954857,15.492919837715592
xgboost,30,12,815,0.8184049079754602,0.9484662576687116,8.684455984279433,21.57246046747039
xgboost,30,13,796,0.8706030150753769,0.949748743718593,8.63012588132866,13.51622570185304
xgboost,30,14,792,0.8674242424242424,0.9494949494949495,8.59198094121339,12.845667916902983
xgboost,30,15,819,0.8547008547008547,0.9487179487179487,8.580852563694052,14.183992694728213
xgboost,30,16,795,0.8364779874213837,0.949685534591195,8.680871972747564,14.49309061613029
xgboost,30,17,813,0.8450184501845018,0.948339483394834,8.747024995902343,15.311673030381948
xgboost,30,18,807,0.8698884758364313,0.9479553903345725,8.772859714683202,15.563500604658955
xgboost,30,19,790,0.8468354430379746,0.9493670886075949,8.971019033553539,17.51434003039534
xgboost,30,20,788,0.8324873096446701,0.949238578680203,8.935837136399703,16.317402638378258
xgboost,30,21,800,0.855,0.95,8.893385827440115,16.844147422836706
xgboost,30,22,792,0.851010101010101,0.9494949494949495,9.12202465180078,17.38638865981515
xgboost,30,23,809,0.8603213844252163,0.9480840543881335,9.01153972778598,15.277230544263595
xgboost,30,24,777,0.8906048906048906,0.9485199485199485,9.555288994038591,15.912110267107726
xgboost,30,25,793,0.8814627994955864,0.9495586380832283,9.398076259978852,14.408336869684419
xgboost,30,26,780,0.8448717948717949,0.9487179487179487,9.575863871924437,17.94395934947593
xgboost,30,27,798,0.8521303258145363,0.949874686716792,9.78678239606996,19.16825695081385
xgboost,30,28,785,0.8828025477707007,0.9490445859872612,9.630035737511992,16.445922949679897
xgboost,30,29,793,0.8877679697351829,0.9495586380832283,9.924975642280533,14.458667242226651
xgboost,30,30,802,0.8977556109725686,0.9476309226932669,9.809004445746112,15.594987933447815
